流id,流带宽,进入设备时间,发送流所需时间
328,6425,37,698
329,6801,51,611
330,6674,79,792
331,5501,57,696
332,3319,46,721
333,1099,53,317
334,5450,15,791
335,4957,54,685
336,5355,46,767
337,9656,88,232
338,1361,95,488
339,7965,79,178
340,2466,55,151
341,4634,98,956
342,9949,96,121
343,2904,63,34
344,7223,92,743
345,5657,25,224
346,3537,15,266
347,8048,73,542
348,2545,52,667
349,2283,34,853
350,3539,75,806
351,1568,34,224
352,7189,14,566
353,1955,86,314
354,6076,55,188
355,5251,28,123
356,5725,5,626
357,6015,26,130
358,6264,86,458
359,9028,2,237
360,2904,51,825
361,9909,97,844
362,2718,16,564
363,9335,33,160
364,4026,36,11
365,9950,74,379
366,3249,35,408
367,9696,35,893
368,2159,53,978
369,4303,93,845
370,1008,17,885
371,1771,90,139
372,6659,66,188
373,9083,77,695
374,1570,32,404
375,4437,13,239
376,2533,15,961
377,2725,21,201
378,3549,43,927
379,6049,20,164
380,9621,17,757
381,7789,14,678
382,6055,34,32
383,1229,58,964
384,4003,82,751
385,2753,17,847
386,7902,59,709
387,9783,56,808
388,3529,71,354
389,5670,22,353
390,5885,52,698
391,5554,69,149
392,3939,22,243
393,1447,59,52
394,5031,32,254
395,2141,28,664
396,1485,88,700
397,7790,36,198
398,8208,95,378
399,9102,93,636
400,4981,36,311
401,4873,79,487
402,2857,47,207
403,8219,27,546
404,8954,11,966
405,6479,24,190
406,4540,58,31
407,4962,96,504
408,9228,82,194
409,4571,65,557
410,5896,62,390
411,2890,28,85
412,7661,69,642
413,6921,11,257
414,6111,30,697
415,5057,15,100
416,5463,34,662
417,5415,67,893
418,1309,90,470
419,8064,79,575
420,8896,26,323
421,6757,65,583
422,2538,42,942
423,8380,83,239
424,3611,14,217
425,1272,46,946
426,2124,84,480
427,1807,5,921
428,3832,45,147
429,7491,6,414
430,3982,53,311
431,4694,11,587
432,9613,96,62
433,5984,27,678
434,4084,60,510
435,3252,68,831
436,1254,74,628
437,9894,0,865
438,5467,51,265
439,4264,18,127
440,1851,59,419
441,1220,97,731
442,8228,58,887
443,5378,9,410
444,6608,60,129
445,4061,69,373
446,3769,97,599
447,6836,29,431
448,9978,56,386
449,5180,40,923
450,9691,89,224
451,5111,1,96
452,5616,15,581
453,7171,13,700
454,3394,30,725
455,4707,86,849
456,5159,14,594
457,4878,48,303
458,4013,30,88
459,3364,80,513
460,8050,55,376
461,8877,18,884
462,3811,72,589
463,8129,25,744
464,6241,55,877
465,6731,55,305
466,6066,91,777
467,5495,59,138
468,6776,24,359
469,3889,36,823
470,5776,82,916
471,1422,70,731
472,5875,55,122
473,2638,9,837
474,3392,31,348
475,8306,100,276
476,5952,76,298
477,2779,44,955
478,9983,56,243
479,7253,55,549
480,7812,11,667
481,8930,79,241
482,5943,55,187
483,8691,70,683
484,8794,52,910
485,4439,45,569
486,6666,83,128
487,1567,81,116
488,2289,33,110
489,7867,48,963
490,1146,11,855
491,7828,54,969
492,3900,55,987
493,3101,98,912
494,4824,36,677
495,9823,57,524
496,2511,5,830
497,9545,18,857
498,7218,88,386
499,3555,14,483
500,5512,95,542
501,6814,95,153
502,8778,56,870
503,2421,9,732
504,5164,98,753
505,9899,63,976
506,5741,96,395
507,9913,4,297
508,6259,19,198
509,6274,43,682
510,5520,68,749
511,6293,27,70
512,9925,45,602
513,4952,94,520
514,5697,43,967
515,9485,12,56
516,5078,29,832
517,7507,48,502
518,3460,1,80
519,2055,3,433
520,4327,65,86
521,4549,49,133
522,1548,15,716
523,7432,81,226
524,3454,57,245
525,6801,40,785
526,6732,93,583
527,1327,78,744
528,3697,47,40
529,4036,50,117
530,6925,83,943
531,4257,78,290
532,8766,64,65
533,4582,80,926
534,8138,85,24
535,6772,63,266
536,3581,89,807
537,8713,9,927
538,2897,22,45
539,5424,44,963
540,4106,39,148
541,2161,96,683
542,2573,97,549
543,2539,55,634
544,8741,14,406
545,5406,88,192
546,1090,78,100
547,9925,85,344
548,3428,10,602
549,4414,15,26
550,7303,38,514
551,1404,51,214
552,2066,26,497
553,7342,40,853
554,5905,54,305
555,3624,13,322
556,1864,1,221
557,4178,43,240
558,4671,98,858
559,8793,64,866
560,8069,64,284
561,6219,21,774
562,5538,52,449
563,6336,3,856
564,5154,70,320
565,2825,28,359
566,2639,2,658
567,3588,16,29
568,9080,63,437
569,1506,82,223
570,4687,53,10
571,8975,18,400
572,6149,42,900
573,7922,23,534
574,3685,16,314
575,2176,67,905
576,9075,72,879
577,6396,0,592
578,5760,0,817
579,6890,53,313
580,4883,7,749
581,5456,85,117
582,8003,20,681
583,6373,43,437
584,6994,60,671
585,3605,100,228
586,2948,97,180
587,7763,32,707
588,5058,95,955
589,4921,21,460
590,5361,25,368
591,6902,11,988
592,2524,5,225
593,1982,29,508
594,9449,87,368
595,8049,27,419
596,8835,83,204
597,1736,91,724
598,1953,77,756
599,4349,4,741
600,1379,69,914
601,6269,92,307
602,3204,100,698
603,3989,85,378
604,2123,71,14
605,6756,62,330
606,1752,19,102
607,7452,9,803
608,3673,81,245
609,4129,95,121
610,1550,64,47
611,3941,55,604
612,9724,21,1000
613,3953,78,505
614,3025,14,676
615,1091,14,564
616,6991,92,289
617,2033,29,194
618,6138,42,63
619,9498,85,4
620,2740,97,456
621,7508,31,614
622,5875,16,287
623,4238,34,156
624,6189,19,575
625,9389,61,438
626,2250,45,787
627,5332,86,324
628,2282,47,812
629,8993,34,900
630,9336,39,453
631,5062,51,378
632,2823,94,862
633,3705,90,913
634,6282,32,677
635,8267,40,607
636,1542,38,19
637,6655,61,544
638,9558,77,207
639,1214,51,808
640,2741,98,313
641,3224,15,10
642,6569,34,878
643,4157,95,802
644,3847,11,355
645,9713,49,828
646,6488,91,834
647,1749,79,317
648,1632,11,918
649,1036,70,54
650,2909,31,368
651,8389,1,476
652,2997,3,3
653,2444,47,317
654,8404,16,104
655,6145,95,212
656,3050,90,238
657,1608,27,676
658,9574,59,796
659,3336,10,92
660,5047,53,512
661,3070,27,55
662,8701,31,358
663,2872,29,940
664,8220,4,26
665,7392,5,377
666,4720,76,442
667,3128,80,905
668,3460,49,410
669,5099,75,935
670,6472,39,774
671,4142,21,888
672,7648,36,242
673,4470,54,92
674,6435,38,790
675,8299,62,361
676,1924,55,550
677,9104,23,942
678,5560,87,340
679,7676,68,743
680,2191,93,478
681,4893,98,945
682,7964,32,440
683,4211,14,261
684,9926,72,612
685,2490,57,403
686,1565,50,83
687,6869,31,555
688,2857,39,703
689,4519,34,472
690,1484,61,105
691,4197,34,649
692,8922,79,177
693,1997,97,38
694,4543,53,695
695,8986,0,219
696,6770,80,501
697,6545,5,100
698,4358,85,954
699,3572,82,495
700,4782,9,724
701,5664,100,408
702,6517,62,491
703,5981,96,803
704,1921,2,849
705,8764,72,494
706,5731,26,263
707,5806,1,379
708,4939,48,826
709,4286,29,224
710,7298,55,690
711,2728,90,377
712,5330,47,545
713,5756,12,66
714,9976,27,318
715,5956,34,670
716,2399,60,36
717,9197,37,149
718,4252,34,568
719,5725,88,537
720,7219,91,809
721,2338,54,671
722,8084,51,891
723,1964,70,261
724,9315,80,646
725,1760,70,145
726,6478,88,464
727,6213,22,264
728,5137,37,39
729,4556,36,850
730,9469,71,798
731,3585,94,9
732,1652,74,928
733,4646,18,618
734,8301,81,821
735,6611,85,570
736,4554,16,68
737,9946,22,249
738,1010,7,169
739,3639,82,895
740,9188,17,854
741,8139,9,425
742,5181,18,388
743,2128,0,781
744,1410,41,744
745,9953,50,450
746,1120,12,436
747,4833,2,655
748,2136,85,762
749,1372,95,589
750,9555,79,446
751,7087,100,837
752,8208,73,285
753,4994,8,652
754,3215,3,722
755,2437,0,439
756,9177,27,495
757,7670,49,423
758,4779,6,977
759,3656,63,913
760,1144,17,976
761,1689,23,458
762,9132,57,19
763,9597,90,719
764,6062,10,798
765,8366,46,670
766,3321,20,78
767,5207,4,763
768,7697,91,885
769,7728,25,149
770,6399,4,307
771,9670,0,284
772,3742,78,651
773,1103,8,818
774,4969,89,786
775,4932,4,538
776,7255,78,122
777,5220,85,496
778,9844,41,688
779,4498,11,576
780,8168,55,550
781,3153,34,899
782,7378,26,151
783,1699,17,161
784,3824,69,977
785,1981,42,692
786,9916,46,398
787,5864,66,494
788,7469,81,573
789,2294,78,601
790,7765,20,89
791,8324,61,495
792,7544,88,769
793,6616,75,589
794,8859,84,596
795,4488,99,305
796,4083,80,310
797,2934,24,883
798,2960,88,348
799,2778,60,679
800,9431,49,476
801,4463,53,889
802,1690,98,174
803,7522,9,868
804,8290,49,127
805,9642,86,355
806,2079,26,11
807,6262,54,24
808,7080,42,848
809,8933,27,901
810,3260,81,131
811,8822,84,897
812,3305,81,129
813,1859,9,774
814,4279,14,193
815,3370,1,700
816,1226,1,88
817,5276,39,602
818,3267,11,110
819,6939,1,452
820,3536,75,926
821,5226,61,855
822,6948,86,738
823,5984,25,899
824,3785,39,761
825,3649,47,274
826,5435,2,200
827,9891,77,87
828,8028,44,177
829,2487,87,562
830,9651,51,800
831,7931,48,943
832,1532,41,368
833,4445,98,694
834,6179,51,426
835,5499,44,838
836,8992,96,5
837,1477,45,971
838,8582,30,40
839,5603,91,103
840,3263,90,137
841,8340,97,497
842,2057,25,517
843,9662,65,562
844,4897,77,962
845,3138,0,591
846,9404,16,629
847,6508,86,206
848,3808,16,703
849,3192,60,556
850,1085,25,980
851,3113,41,208
852,8191,62,413
853,4313,74,112
854,5424,82,866
855,7309,88,267
856,2243,43,881
857,9277,7,610
858,8147,35,894
859,3350,4,793
860,1057,68,382
861,7418,34,155
862,9016,99,610
863,6643,27,665
864,2936,11,905
865,9540,47,155
866,3435,14,415
867,3123,7,562
868,4624,0,970
869,8350,7,51
870,6366,76,89
871,4278,5,967
872,9178,96,165
873,1633,76,643
874,7354,70,758
875,8785,72,315
876,1145,60,17
877,1430,77,941
878,6785,39,58
879,1584,39,919
880,6816,73,496
881,3983,4,330
882,9921,45,822
883,4976,46,66
884,3101,39,319
885,8963,36,212
886,8874,52,266
887,4267,41,769
888,3222,97,711
889,9858,73,756
890,9251,64,439
891,4392,32,791
892,6642,20,645
893,1141,29,397
894,1497,58,801
895,5418,76,751
896,8275,15,623
897,4858,56,465
898,1761,80,420
899,9127,16,280
900,1506,76,680
901,5799,51,962
902,9440,44,990
903,2901,35,528
904,3058,35,156
905,5109,17,604
906,8312,81,693
907,7480,31,148
908,5793,49,766
909,1895,78,401
910,3572,38,162
911,1439,77,640
912,1731,80,26
913,3779,96,229
914,1295,14,381
915,1408,1,970
916,7009,52,670
917,9072,73,516
918,3633,47,42
919,5425,67,364
920,1417,67,190
921,3393,26,9
922,4507,82,523
923,5762,80,321
924,2495,72,655
925,6634,79,169
926,4189,2,711
927,9359,46,360
928,9108,33,643
929,3313,15,111
930,1429,83,883
931,2234,71,408
932,7733,54,62
933,3846,12,217
934,6699,39,583
935,6456,8,259
936,4367,34,223
937,4238,94,403
938,7289,92,628
939,7947,43,622
940,4824,67,882
941,4253,47,459
942,9503,7,627
943,9208,63,655
944,7193,57,741
945,7114,92,693
946,9999,31,329
947,9202,6,40
948,1898,3,297
949,7096,32,296
950,4926,36,305
951,6416,99,500
952,2526,10,603
953,7827,60,193
954,5412,53,530
955,9419,24,336
956,8480,85,371
957,3591,4,870
958,4005,42,682
959,6707,13,676
960,6156,37,667
961,4295,65,950
962,2984,87,938
963,1306,24,466
964,5482,12,548
965,9613,30,384
966,4391,70,555
967,6296,1,350
968,8960,1,133
969,1902,30,201
970,6919,85,25
971,9369,44,239
972,5144,71,844
973,3480,87,122
974,2738,74,759
975,2164,94,813
976,8537,7,905
977,3166,47,993
978,5562,65,265
979,3598,86,500
980,9369,1,233
981,7211,55,807
982,6792,11,17
983,1471,55,184
984,9867,45,360
985,8438,73,267
986,3197,100,3
987,6004,36,890
988,7700,35,721
989,2270,42,581
990,7048,78,907
991,9461,55,442
992,2835,60,826
993,7302,14,670
994,2169,53,418
995,9263,16,150
996,8242,74,538
997,2402,13,406
998,4884,81,604
999,8533,39,858
1000,3159,41,934
1001,1083,29,221
1002,1802,65,741
1003,5378,69,144
1004,4591,2,565
1005,1344,54,543
1006,6483,56,100
1007,1875,29,218
1008,9261,57,207
1009,7518,36,234
1010,9247,86,951
1011,4355,34,750
1012,2030,87,476
1013,1689,52,522
1014,5159,57,144
1015,7191,51,914
1016,2457,33,524
1017,7220,3,256
1018,4135,57,416
1019,1140,43,449
1020,8804,92,138
1021,4950,32,830
1022,1470,49,586
1023,9526,97,124
1024,5257,10,829
1025,2237,94,22
1026,9768,30,315
1027,9402,98,332
1028,4274,66,169
1029,1079,63,747
1030,3435,39,504
1031,8182,35,24
1032,3674,55,635
1033,6711,18,56
1034,4808,68,631
1035,4592,82,354
1036,7158,67,227
1037,3869,10,161
1038,3372,11,810
1039,1508,19,231
1040,6555,58,919
1041,2394,60,583
1042,4055,47,377
1043,8378,58,831
1044,4337,27,68
1045,5755,80,824
1046,6843,49,271
1047,3472,59,513
1048,1239,99,207
1049,6267,83,15
1050,1393,31,703
1051,6436,87,115
1052,6056,37,557
1053,3398,13,896
1054,4312,85,535
1055,1333,11,745
1056,4926,94,510
1057,8644,98,358
1058,1534,65,780
1059,5771,87,988
1060,6693,31,81
1061,1067,47,784
1062,3651,17,112
1063,5324,96,646
1064,8682,38,59
1065,2584,64,594
1066,6011,57,945
1067,1072,71,827
1068,7077,100,985
1069,5872,91,329
1070,2388,43,827
1071,5064,90,770
1072,1004,42,431
1073,2194,24,809
1074,9257,91,160
1075,6323,47,189
1076,9754,27,17
1077,2191,8,386
1078,3245,0,758
1079,8041,31,757
1080,2855,54,714
1081,7085,64,1
1082,8251,86,425
1083,1643,45,634
1084,1960,0,882
1085,1944,86,971
1086,4268,94,345
1087,4219,65,585
1088,1809,27,820
1089,6243,18,863
1090,4954,61,431
1091,2633,86,503
1092,9850,45,416
1093,5278,96,413
1094,2725,23,292
1095,8334,88,318
1096,7519,12,150
1097,4680,22,90
1098,1523,52,321
1099,1333,35,629
1100,8660,81,28
1101,9655,71,846
1102,8636,78,629
1103,6142,100,477
1104,4192,68,489
1105,3422,1,280
1106,3325,55,612
1107,7060,1,681
1108,3824,92,66
1109,1806,70,24
1110,5652,57,972
1111,1226,79,982
1112,4103,70,395
1113,1584,40,501
1114,1117,55,374
1115,2035,54,692
1116,5868,46,289
1117,9171,76,1000
1118,2317,90,386
1119,1511,55,948
1120,8268,97,600
1121,7626,9,321
1122,2788,52,810
1123,1933,9,667
1124,2712,43,288
1125,2880,83,441
1126,2271,58,987
1127,5493,55,886
1128,1217,79,741
1129,2078,17,97
1130,6422,1,169
1131,3100,60,999
1132,2530,83,982
1133,8851,89,265
1134,2802,47,10
1135,3406,15,87
1136,1559,16,492
1137,1990,91,427
1138,6771,7,509
1139,8144,95,500
1140,3404,30,231
1141,1665,94,305
1142,6705,72,435
1143,3724,48,316
1144,4480,11,797
1145,2318,37,868
1146,9976,28,733
1147,5097,32,851
1148,1907,8,155
1149,4455,86,607
1150,3160,66,104
1151,3978,55,698
1152,5893,80,505
1153,1025,95,348
1154,5765,39,622
1155,2598,30,682
1156,8792,8,80
1157,7833,53,661
1158,3259,55,686
1159,5608,2,456
1160,8968,96,247
1161,3801,11,302
1162,6526,82,519
1163,1088,85,584
1164,4857,36,278
1165,2045,53,585
1166,3465,63,72
1167,3122,18,287
1168,1776,52,193
1169,4754,93,50
1170,8308,58,250
1171,4109,80,84
1172,5894,10,728
1173,2390,84,245
1174,4162,65,369
1175,2759,90,144
1176,6874,11,741
1177,6478,51,821
1178,6011,24,152
1179,3463,97,542
1180,2286,27,127
1181,1660,48,399
1182,5783,51,28
1183,4380,1,420
1184,9901,25,383
1185,3616,74,622
1186,7580,12,499
1187,3773,13,618
1188,2610,83,145
1189,4889,99,313
1190,9241,43,422
1191,9624,71,922
1192,7659,26,740
1193,6747,59,690
1194,9154,96,563
1195,5687,73,138
1196,3351,74,12
1197,8683,58,487
1198,9854,83,232
1199,7616,28,95
1200,4677,50,694
1201,3906,79,479
1202,9151,17,468
1203,1940,8,675
1204,7238,92,46
1205,6327,89,310
1206,3441,58,383
1207,7922,33,104
1208,1405,39,245
1209,4200,26,913
1210,5678,6,669
1211,4053,60,373
1212,5525,74,590
1213,5978,6,201
1214,2057,23,462
1215,2380,93,488
1216,7971,4,362
1217,5679,43,194
1218,4737,1,537
1219,8049,82,725
1220,1534,53,569
1221,1056,83,83
1222,7655,74,841
1223,8781,46,206
1224,1339,35,644
1225,7219,38,612
1226,1363,33,959
1227,6273,17,356
1228,8037,76,857
1229,2399,31,171
1230,9019,90,681
1231,2352,79,14
1232,1252,92,221
1233,2582,56,943
1234,5020,7,419
1235,8836,75,991
1236,1228,92,640
1237,7147,58,713
1238,1006,56,325
1239,3638,80,629
1240,5352,21,140
1241,6956,87,992
1242,5866,5,21
1243,2466,92,359
1244,9384,37,431
1245,6321,97,516
1246,3742,94,253
1247,2707,74,303
1248,2713,72,763
1249,5902,78,174
1250,4404,37,455
1251,3467,28,889
1252,6011,11,715
1253,4366,68,182
1254,5831,14,63
1255,1918,19,251
1256,2520,80,968
1257,4161,6,717
1258,3944,14,290
1259,4671,65,574
1260,3019,84,147
1261,5384,28,980
1262,2127,71,461
1263,8091,14,340
1264,5726,46,886
1265,6558,11,973
1266,1604,81,359
1267,5214,84,858
1268,7895,74,774
1269,6009,72,817
1270,6743,65,659
1271,8930,97,175
1272,9157,33,683
1273,4394,83,41
1274,3038,39,640
1275,9983,75,390
1276,3007,51,274
1277,7393,11,65
1278,9719,55,563
1279,2920,26,826
1280,2661,5,721
1281,2381,32,506
1282,4326,20,975
1283,4587,70,104
1284,9963,95,908
1285,9107,20,192
1286,4681,42,58
1287,4475,3,25
1288,3338,85,911
1289,4925,61,20
1290,1961,40,835
1291,2921,59,232
1292,1176,81,29
1293,7389,36,11
1294,7002,50,618
1295,2425,7,624
1296,6178,0,384
1297,3715,25,926
1298,1630,30,400
1299,7705,7,739
1300,9121,5,840
1301,8331,52,267
1302,2894,17,624
1303,6119,69,223
1304,5954,64,177
1305,3570,98,109
1306,4322,9,118
1307,4636,29,761
1308,7545,54,943
1309,5923,72,88
1310,3451,62,630
1311,2412,33,967
1312,7512,7,28
1313,4853,44,504
1314,9678,9,671
1315,6344,94,609
1316,1924,57,982
1317,4128,23,754
1318,7003,99,336
1319,9958,42,520
1320,6928,58,954
1321,4735,88,602
1322,2678,85,499
1323,3278,28,482
1324,1702,59,844
1325,8888,40,575
1326,8053,27,281
1327,6545,9,980
1328,1690,30,67
1329,4411,44,533
1330,6258,80,886
1331,9390,48,274
1332,3328,59,343
1333,7624,25,858
1334,1282,92,238
1335,3125,14,507
1336,3808,83,350
1337,1948,10,75
1338,1655,49,974
1339,3904,90,944
1340,9232,87,839
1341,5429,43,432
1342,3058,89,239
1343,2406,26,968
1344,1658,62,61
1345,1228,84,773
1346,5373,33,120
1347,6426,56,676
1348,1743,42,736
1349,9531,59,115
1350,5951,58,491
1351,4700,42,216
1352,5052,87,1000
1353,6528,87,679
1354,1400,21,650
1355,5679,54,348
1356,8099,96,674
1357,2376,43,665
1358,3807,68,122
1359,7475,63,239
1360,9500,59,639
1361,7575,9,816
1362,4689,63,320
1363,6796,17,742
1364,8021,4,450
1365,5584,89,364
1366,9156,46,131
1367,9003,100,557
1368,4479,83,514
1369,9328,67,652
1370,9172,58,193
1371,7483,1,748
1372,5074,35,257
1373,7920,38,1
1374,5477,93,950
1375,8495,29,323
1376,8187,23,83
1377,6524,4,523
1378,6129,78,753
1379,5274,27,57
1380,7276,83,10
1381,4677,24,580
1382,5564,17,889
1383,6408,29,689
1384,1164,15,305
1385,7574,62,226
1386,9862,23,120
1387,9579,17,726
1388,7648,42,638
1389,7677,35,24
1390,6912,87,893
1391,5609,72,562
1392,5241,94,389
1393,5080,42,167
1394,5090,31,135
1395,8204,99,65
1396,3943,65,834
1397,1003,84,313
1398,9347,87,176
1399,8338,96,692
1400,4119,83,102
1401,3991,4,919
1402,2745,81,616
1403,6286,94,459
1404,2160,47,837
1405,9965,97,845
1406,3067,45,403
1407,1799,99,554
1408,5347,35,479
1409,8163,52,562
1410,1333,57,4
1411,1704,58,144
1412,5226,98,613
1413,8487,20,596
1414,9235,25,443
1415,5080,49,467
1416,4649,37,245
1417,4554,31,356
1418,9840,78,596
1419,6347,26,456
1420,3477,41,825
1421,1335,37,309
1422,4905,33,122
1423,7096,29,595
1424,9009,96,28
1425,6204,100,43
1426,1133,34,691
1427,4806,55,570
1428,2456,17,438
1429,5929,26,378
1430,2039,58,861
1431,2313,6,951
1432,7343,84,201
1433,9319,88,21
1434,6055,92,616
1435,6905,7,934
1436,6121,58,116
1437,6618,60,529
1438,5540,88,781
1439,3109,8,971
1440,1777,46,983
1441,4515,39,530
1442,4406,26,695
1443,5588,70,433
1444,7843,72,552
1445,2367,62,364
1446,7475,32,912
1447,4084,21,406
1448,6355,15,317
1449,8324,14,12
1450,2079,87,999
1451,5567,12,483
1452,9489,37,290
1453,2686,11,928
1454,9137,7,648
1455,3763,8,11
1456,1828,63,852
1457,5565,63,500
1458,5458,5,44
1459,5313,7,225
1460,4462,31,406
1461,7130,74,215
1462,9841,94,681
1463,2945,28,168
1464,6696,10,947
1465,6337,26,166
1466,2677,32,892
1467,3915,55,973
1468,8903,21,437
1469,8729,72,536
1470,1425,51,349
1471,6209,56,608
1472,4886,49,453
1473,3050,71,130
1474,8510,27,812
1475,1404,96,596
1476,2149,14,643
1477,7287,65,995
1478,8148,56,834
1479,8621,88,83
1480,3754,81,368
1481,5381,46,203
1482,5594,19,178
1483,4806,21,461
1484,7902,20,593
1485,5090,82,968
1486,5152,71,392
1487,2192,98,506
1488,6650,32,510
1489,2258,49,425
1490,3978,36,410
1491,7814,59,174
1492,3642,93,922
1493,6470,1,231
1494,4639,64,445
