流id,流带宽,进入设备时间,发送流所需时间
185,4416,1,234
186,5400,78,189
187,5540,38,983
188,3133,86,207
189,8839,14,675
190,5750,100,746
191,3327,2,340
192,1796,65,632
193,9163,70,697
194,2148,31,166
195,8407,12,10
196,1938,30,199
197,7442,37,396
198,4692,8,809
199,8149,44,255
200,5938,82,279
201,6203,89,705
202,6423,6,357
203,4993,73,87
204,6676,1,743
205,7066,5,360
206,7261,28,2
207,7605,15,532
208,5501,48,576
209,8028,74,183
210,5829,21,906
211,5571,1,207
212,8944,2,951
213,3064,95,926
214,9199,85,284
215,9133,73,423
216,3525,52,283
217,5576,84,170
218,4879,90,570
219,9508,6,559
220,4777,39,266
221,4951,75,886
222,3268,23,437
223,6579,36,77
224,3965,84,25
225,6307,39,991
226,6025,93,667
227,6580,6,200
228,3002,60,330
229,8684,36,687
230,3515,13,167
231,9875,84,738
232,3989,16,914
233,3686,11,285
234,4012,4,585
235,9843,41,215
236,8391,30,306
237,3276,18,362
238,5334,94,6
239,2878,3,941
240,7448,51,133
241,8686,66,760
242,2099,2,530
243,2833,85,884
244,3595,57,707
245,2724,4,782
246,2460,87,541
247,8231,71,968
248,4581,38,989
249,1156,73,647
250,8840,2,460
251,1861,40,197
252,6026,81,914
253,6121,72,477
254,2759,64,112
255,3326,50,475
256,3375,93,377
257,4124,78,720
258,2030,0,715
259,4249,70,283
260,6518,18,422
261,5008,72,75
262,4037,21,929
263,4896,30,368
264,9855,49,329
265,8753,51,633
266,8911,56,454
267,6202,51,113
268,8796,48,21
269,3837,16,628
270,4401,97,662
271,4699,94,622
272,6471,63,374
273,6061,0,134
274,7006,27,401
275,7474,30,522
276,8399,24,302
277,7126,1,629
278,4953,74,352
279,5772,73,352
280,6815,32,273
281,5452,83,369
282,8587,1,778
283,2576,1,705
284,4336,24,422
285,3110,62,367
286,2735,85,587
287,3003,48,54
288,2970,11,104
289,7248,73,203
290,3172,49,479
291,7253,44,897
292,4214,89,645
293,6181,96,73
294,7835,5,610
295,2411,58,401
296,5344,72,894
297,4948,32,333
298,9105,67,883
299,4582,8,525
300,6234,72,296
301,7404,11,533
302,4837,22,58
303,1613,76,608
304,7211,35,426
305,1955,98,964
306,7389,76,303
307,4559,70,79
308,8585,84,119
309,7852,49,584
310,5125,49,116
311,3220,77,960
312,7580,23,61
313,4024,6,334
314,2857,96,445
315,3004,68,532
316,2173,73,798
317,3166,72,925
318,2901,11,918
319,2104,95,126
320,2621,56,207
321,2414,65,665
322,6122,12,285
323,1112,51,20
324,7594,45,670
325,1067,51,409
326,7532,88,569
327,6989,30,349
328,5887,44,24
329,2222,60,339
330,1849,54,722
331,6016,72,68
332,6595,46,508
333,4659,77,438
334,3835,9,826
335,4531,18,956
336,4772,32,233
337,9111,47,736
338,2592,51,643
339,6367,2,621
340,2004,59,118
341,1439,37,450
342,4849,96,83
343,3174,70,966
344,6924,10,867
345,7447,61,913
346,6121,54,773
347,8786,39,228
348,8847,88,787
349,1634,77,502
350,3008,33,81
351,7957,2,27
352,8130,97,572
353,8533,3,625
354,7129,69,925
355,4331,83,338
356,4778,64,906
357,4713,52,258
358,9176,12,173
359,4493,46,820
360,2613,21,328
361,9937,88,896
362,5903,35,281
363,3448,43,532
364,2077,6,1000
365,2769,99,686
366,3009,72,141
367,4966,77,49
368,6650,1,92
369,1841,41,771
370,1928,61,62
371,1627,13,387
372,6975,79,156
373,5288,60,777
374,2811,45,811
375,1067,75,572
376,5055,35,554
377,2635,11,304
378,8660,15,769
379,8474,1,827
380,8448,22,636
381,4576,6,667
382,1465,47,987
383,2724,61,885
384,9991,53,210
385,7927,58,972
386,9872,9,353
387,5398,89,645
388,3661,23,728
389,5497,13,245
390,9167,42,639
391,6388,21,606
392,4114,69,461
393,4092,26,159
394,2459,58,497
395,1573,20,887
396,1425,80,692
397,3462,68,302
398,6561,30,261
399,2725,90,990
400,7572,11,954
401,7168,86,756
402,2748,81,56
403,9514,99,256
404,6201,74,664
405,8981,56,565
406,2126,8,637
407,3162,76,1
408,1644,46,643
409,6140,50,4
410,2416,20,603
411,5603,96,927
412,7374,0,329
413,4314,65,668
414,5030,42,933
415,6394,21,548
416,7861,46,478
417,6787,81,889
418,9303,40,911
419,2712,68,140
420,8149,50,320
421,1818,24,977
422,9026,93,727
423,4738,7,595
424,7606,92,503
425,2560,45,38
426,5750,81,2
427,6000,100,435
428,5463,7,400
429,3722,30,293
430,9043,70,216
431,7753,6,677
432,5660,13,123
433,3990,35,676
434,9836,13,121
435,3725,65,518
436,5395,77,274
437,2432,92,495
438,2719,90,209
439,2788,46,732
440,5524,44,468
441,9456,45,180
442,6608,90,369
443,7157,86,842
444,1569,69,123
445,2494,0,736
446,4353,71,223
447,7329,24,960
448,9860,58,626
449,1713,73,162
450,3878,91,177
451,6426,51,430
452,4528,85,762
453,8565,15,511
454,3856,99,973
455,5670,45,395
456,9769,61,350
457,3923,71,581
458,3279,20,660
459,7089,60,426
460,2023,33,749
461,1557,93,348
462,9429,99,887
463,8058,16,261
464,1728,85,255
465,3378,11,346
466,7016,50,145
467,1332,5,332
468,2349,69,355
469,3575,22,999
470,6408,25,255
471,6640,51,807
472,1919,88,24
473,9952,61,992
474,4721,48,628
475,2337,53,986
476,2827,58,473
477,5022,63,552
478,7434,51,777
479,2185,2,17
480,3731,59,253
481,9945,45,708
482,8486,51,653
483,3139,78,765
484,2094,60,479
485,2416,22,118
486,2185,71,761
487,1681,81,407
488,4211,75,555
489,4334,92,901
490,2215,64,422
491,7647,38,746
492,7017,93,562
493,8231,63,139
494,3513,26,162
495,5711,53,454
496,5753,26,663
497,7508,85,719
498,2849,65,711
499,6694,80,34
500,8863,89,778
501,5068,17,188
502,2128,3,46
503,5247,60,753
504,1821,11,420
505,1868,27,970
506,8213,91,332
507,7559,2,721
508,4179,75,339
509,4057,88,11
510,3623,32,987
511,4218,36,944
512,9452,24,80
513,5667,4,209
514,1590,56,236
515,9900,28,568
516,2225,10,326
517,8612,51,287
518,9358,2,482
519,2562,93,589
520,2699,67,789
521,4425,6,942
522,6765,100,9
523,4930,7,157
524,1436,79,936
525,2569,64,553
526,3743,33,240
527,1385,87,455
528,9175,19,242
529,5732,96,274
530,6862,90,333
531,3852,5,600
532,4352,67,687
533,2430,19,926
534,1935,48,631
535,6433,78,122
536,8078,37,354
537,5156,26,776
538,2506,11,129
539,3455,19,742
540,5504,44,418
541,5014,87,762
542,2162,3,629
543,7283,10,683
544,5389,87,714
545,5631,91,713
546,5086,91,53
547,4740,70,599
548,2304,16,664
549,3345,52,721
550,2374,92,377
551,4474,23,854
552,7466,86,309
553,2397,6,15
554,6641,55,766
555,2179,55,362
556,7281,33,469
557,3649,33,926
558,4613,14,171
559,3351,2,258
560,3593,58,9
561,8042,74,628
562,1856,70,681
563,1525,81,646
564,9242,92,891
565,2597,3,759
566,8238,2,139
567,1157,11,258
568,8234,49,177
569,7105,60,834
570,9299,88,594
571,4335,36,688
572,1995,79,445
573,1407,40,61
574,5179,30,718
575,1300,87,276
576,5375,27,579
577,4069,13,867
578,2607,15,90
579,8372,33,98
580,6562,31,587
581,4904,6,37
582,2585,12,462
583,5408,92,443
584,6136,69,25
585,9928,8,496
586,4755,90,498
587,9314,81,937
588,2632,56,195
589,4576,97,44
590,7581,32,241
591,9482,65,878
592,2001,32,99
593,2606,76,693
594,1829,21,892
595,4722,30,964
596,5803,12,773
597,3137,69,909
598,1564,32,7
599,9211,61,529
600,1528,31,57
601,5945,13,937
602,3021,0,233
603,9266,34,609
604,8620,9,820
605,9699,2,754
606,5848,26,119
607,1790,88,481
608,5402,85,755
609,7549,88,384
610,7591,33,329
611,2492,67,874
612,8776,30,698
613,9527,24,139
614,6928,35,601
615,2653,18,619
616,7029,71,667
617,6035,78,827
618,1060,60,408
619,3006,68,97
620,5881,93,186
621,2711,54,208
622,1918,97,355
623,2177,86,587
624,7157,52,768
625,4697,6,980
626,5592,18,261
627,2058,92,450
628,8316,10,685
629,9802,66,888
630,9329,21,222
631,4685,15,327
632,2129,18,355
633,5782,7,244
634,6610,55,244
635,5990,40,656
636,8659,99,751
637,8146,59,532
638,1771,57,472
639,4873,28,84
640,1621,78,443
641,6584,96,344
642,4913,1,915
643,1779,55,445
644,7034,16,562
645,1551,46,842
646,4530,18,130
647,3633,76,365
648,6392,25,619
649,5143,34,813
650,2939,7,159
651,8376,10,468
652,6964,94,16
653,7972,60,101
654,3249,56,193
655,4205,38,450
656,4678,45,160
657,7761,37,370
658,4614,90,246
659,2206,16,944
660,5141,28,411
661,1671,12,121
662,7534,37,543
663,2033,25,300
664,6365,85,710
665,4358,56,677
666,2201,44,988
667,6235,61,157
668,7703,70,647
669,8796,25,369
670,1435,7,497
671,5964,12,660
672,4418,5,194
673,6556,99,122
674,9946,93,152
675,7058,26,204
676,1200,25,557
677,6265,57,179
678,2567,60,768
679,2835,82,763
680,3171,46,383
681,8851,16,97
682,8352,60,806
683,6455,74,849
684,9128,54,463
685,1769,16,153
686,2085,48,211
687,6701,15,321
688,4108,28,4
689,7887,22,502
690,2177,50,765
691,5750,36,391
692,1182,67,80
693,1315,15,479
694,6834,62,345
695,2775,63,120
696,4260,30,954
697,1363,84,593
698,1739,60,985
699,1410,74,848
700,6657,61,187
701,6721,15,690
702,7609,12,457
703,8080,49,808
704,9567,94,448
705,3258,54,694
706,5572,36,272
707,9672,5,183
708,6985,54,953
709,4283,57,629
710,1104,34,245
711,5580,87,844
712,5468,61,585
713,3398,17,381
714,2156,90,638
715,1564,47,377
716,8398,29,807
717,5068,99,548
718,8826,47,480
719,9098,16,9
720,7990,89,147
721,3804,62,689
722,5760,15,667
723,4489,97,677
724,8190,73,483
725,7859,11,820
726,2469,31,13
727,3800,75,484
728,3998,79,504
729,5588,64,578
730,6599,36,754
731,3675,82,337
732,2434,89,788
733,4481,92,598
734,3019,42,162
735,9604,25,386
736,9773,91,462
737,4123,96,869
738,5174,32,739
739,7646,28,823
740,5879,1,601
741,4247,47,193
742,2092,34,135
743,3555,93,735
744,3548,3,664
745,7898,66,737
746,4782,49,103
747,7935,33,130
748,1878,23,366
749,4559,81,615
750,6224,19,81
751,3660,98,186
752,1726,39,325
753,5182,70,770
754,5115,12,192
755,8439,26,795
756,4390,85,685
757,9920,25,981
758,3800,1,11
759,3827,27,414
760,9994,91,127
761,7232,52,888
762,9429,78,905
763,4869,1,409
764,1328,85,833
765,8197,87,182
766,3212,2,498
767,8217,46,41
768,3668,28,683
769,6989,40,823
770,2569,95,872
771,4987,88,202
772,4912,69,546
773,1748,90,247
774,1067,5,23
775,8976,59,286
776,7675,93,485
777,1638,99,302
778,8094,52,273
779,4015,17,597
780,5752,39,126
781,5257,96,666
782,6616,23,407
783,5018,99,709
784,6178,73,627
785,1263,21,954
786,8963,42,44
787,9833,8,682
788,4390,99,485
789,2906,9,716
790,9841,5,579
791,4105,92,351
792,9521,84,247
793,4905,27,307
794,6381,47,44
795,6049,17,718
796,5643,83,978
797,1243,48,513
798,1849,48,362
799,5966,49,677
800,7348,61,607
801,3338,83,27
802,9148,51,456
803,9152,16,578
804,3197,48,574
805,1010,14,454
806,1222,58,572
807,8197,69,136
808,1969,55,263
809,2546,5,812
810,4229,22,756
811,1236,99,370
812,8444,28,110
813,1666,36,996
814,2993,54,927
815,9101,0,296
816,6371,50,260
817,3765,45,745
818,2527,2,855
819,4351,97,376
820,9806,85,187
821,7017,4,761
822,1659,12,269
823,9554,88,368
824,4083,68,872
825,5622,14,753
826,1040,34,940
827,5255,41,97
828,1461,65,615
829,4020,55,576
830,3484,13,266
831,9964,65,990
832,4300,13,155
833,2056,58,554
834,7735,43,739
835,4045,1,77
836,7390,92,740
837,5440,87,390
838,5099,34,760
839,7400,20,949
840,6013,87,566
841,9958,70,298
842,6826,89,479
843,2943,87,985
844,5225,59,79
845,9849,97,813
846,5700,83,892
847,3972,37,389
848,4793,71,320
849,6514,22,782
850,4767,79,184
851,2656,27,95
852,8566,76,63
853,4942,69,836
854,3275,84,480
855,3853,24,255
856,4344,80,131
857,4271,55,445
858,5565,27,289
859,1438,51,482
860,5476,58,105
861,1952,30,339
862,6252,79,729
863,2155,26,700
864,7710,3,62
865,5673,33,307
866,8426,26,593
867,3321,70,469
868,1458,10,837
869,4008,55,848
870,3061,13,337
871,3065,47,645
872,3552,7,83
873,2082,67,697
874,6725,16,372
875,8768,31,619
876,1449,32,296
877,2592,42,615
878,8967,89,629
879,7224,43,682
880,4092,58,720
881,5973,98,1
882,2147,54,752
883,4093,4,462
884,7677,79,658
885,7391,28,571
886,9227,16,622
887,4587,15,62
888,8896,22,807
889,4148,93,965
890,3549,44,179
891,2070,42,754
892,3394,6,79
893,2024,12,985
894,6945,6,353
895,8082,1,15
896,6456,3,720
897,7124,3,559
898,4286,26,354
899,3548,49,464
900,3915,48,856
901,4705,56,372
902,1425,67,368
903,5041,17,937
904,1562,61,156
905,7302,86,472
906,9807,60,289
907,4486,83,782
908,4938,64,993
909,1238,83,503
910,9612,29,473
911,1584,32,433
912,7076,4,794
913,9550,24,708
914,5868,83,743
915,8222,46,204
916,1157,58,483
917,4870,88,353
918,6242,56,645
919,8099,10,396
920,1026,83,733
921,7957,82,194
922,5855,46,465
923,6536,90,431
924,5765,87,905
925,1402,40,146
926,1708,7,280
927,1122,19,703
928,5043,82,106
929,1985,53,110
930,6650,14,749
931,1512,47,112
932,4815,66,597
933,1779,44,417
934,9793,2,765
935,3776,74,327
936,2107,74,948
937,2642,17,456
938,8151,13,711
939,3090,72,236
940,2669,61,138
941,6923,46,408
942,3107,11,377
943,1845,22,921
944,1248,83,465
945,9988,9,268
946,6865,77,965
947,2586,84,995
948,4636,13,554
949,3673,48,244
950,7400,27,349
951,5406,61,120
952,5952,24,932
953,3042,85,379
954,6315,35,324
955,2204,80,675
956,4382,49,920
957,5888,83,207
958,4036,69,967
959,1482,44,789
960,4206,16,619
961,3240,92,895
962,4054,99,739
963,2514,42,172
964,1063,26,293
965,2038,28,424
966,2956,17,680
967,7013,79,40
968,2787,39,736
969,3766,23,544
970,3109,58,117
971,2324,56,75
972,2090,48,972
973,4503,1,864
974,8738,18,69
975,3399,36,450
976,3809,48,770
977,1977,22,884
978,2811,18,226
979,1945,42,378
980,2755,3,624
981,8586,29,60
982,7134,48,80
983,2283,54,892
984,7280,27,244
985,6387,74,600
986,2265,99,468
987,9425,28,285
988,9420,77,499
989,2465,71,696
990,2313,30,646
991,6739,86,855
992,1611,81,939
993,2745,68,146
994,5843,35,676
995,7005,26,740
996,9339,27,214
997,1779,79,280
998,6522,47,113
999,8865,100,628
1000,5290,90,226
1001,7746,0,233
1002,6001,17,381
1003,3379,50,805
1004,5264,79,470
1005,9395,93,927
1006,8451,29,53
1007,4165,74,43
1008,1887,80,639
1009,6612,100,354
1010,6417,47,725
1011,3972,47,73
1012,2466,89,948
1013,7416,95,531
1014,1763,25,725
1015,5643,82,855
1016,2851,64,397
1017,4153,71,771
1018,3546,67,465
1019,7696,5,468
1020,3297,55,450
1021,2212,46,892
1022,8044,63,397
1023,2228,2,438
1024,4080,62,706
1025,6532,6,233
1026,5024,47,608
1027,3415,15,624
1028,3098,38,602
1029,4088,67,90
1030,6220,19,607
1031,5275,96,900
1032,7535,25,169
1033,5294,38,851
1034,1420,1,533
1035,5127,49,569
1036,1265,28,577
1037,2037,20,870
1038,7310,12,449
1039,2504,94,822
1040,7234,68,583
1041,9093,0,310
1042,5059,73,824
1043,5859,50,672
1044,6032,78,750
1045,3762,36,134
1046,2424,4,947
1047,3694,25,481
1048,8665,74,472
1049,6370,64,634
1050,8733,11,579
1051,3032,18,74
1052,5507,42,622
1053,3163,69,292
1054,2548,21,75
1055,3958,89,171
1056,3135,24,609
1057,5273,73,49
1058,6413,31,511
1059,7392,52,968
1060,4414,17,433
1061,7310,79,942
1062,7665,51,251
1063,9484,28,150
1064,4371,26,741
1065,4531,39,325
1066,7693,58,838
1067,6657,49,455
1068,7243,57,508
1069,3126,87,877
1070,3961,15,384
1071,8999,93,394
1072,3369,55,3
1073,8797,36,985
1074,6921,19,345
1075,8941,73,407
1076,2031,94,526
1077,2250,20,32
1078,9211,67,27
1079,7011,71,194
1080,4881,23,436
1081,1247,37,765
1082,5138,78,538
1083,1666,91,126
1084,3859,19,598
1085,6909,85,72
1086,1105,18,850
1087,9233,53,172
1088,2686,15,223
1089,7048,65,629
1090,4259,38,520
1091,7801,92,860
1092,4365,84,954
1093,7581,58,835
1094,3593,41,445
1095,5635,95,4
1096,3038,55,167
1097,7215,8,648
1098,2349,82,952
1099,6577,55,886
1100,8663,100,215
1101,7382,55,651
1102,4710,50,299
1103,1907,12,391
1104,1670,94,417
1105,7738,40,675
1106,3156,24,41
1107,1843,61,686
1108,4581,38,741
1109,2759,14,366
1110,1734,39,21
1111,1003,39,746
1112,1357,58,377
1113,4097,64,341
1114,4809,79,693
1115,4973,12,520
1116,2705,92,930
1117,9602,13,159
1118,7508,33,200
1119,2420,27,819
1120,6109,96,13
1121,4577,7,66
1122,1385,93,237
1123,5954,60,28
1124,7344,91,613
1125,5294,96,289
1126,4093,94,669
1127,1633,40,572
1128,7008,30,630
1129,5516,21,411
1130,4955,37,227
1131,1870,44,232
1132,7533,12,618
1133,7318,87,809
1134,6213,35,946
1135,9547,57,237
1136,3975,63,468
1137,4109,83,739
1138,3883,26,823
1139,1100,75,557
1140,8347,85,130
1141,6193,57,731
1142,2561,31,761
1143,8909,100,913
1144,4875,50,200
1145,8406,75,369
1146,8531,29,629
1147,1618,89,792
1148,1709,47,674
1149,3346,88,161
1150,5508,97,150
1151,8255,4,814
1152,1478,75,793
1153,5452,3,523
1154,5511,61,420
1155,6610,6,72
1156,9823,19,130
1157,7631,9,506
1158,6372,77,411
1159,9054,69,992
1160,8376,77,826
1161,3240,45,271
1162,5815,59,175
1163,3809,59,732
1164,7636,80,142
1165,8700,17,718
1166,7708,96,157
1167,5536,93,845
1168,9053,78,145
1169,8438,70,210
1170,7263,4,301
1171,5465,99,708
1172,9073,96,630
1173,8016,18,165
1174,1538,55,694
1175,1802,67,191
1176,6916,96,1000
1177,7072,5,923
1178,5128,70,322
1179,8177,61,653
1180,8078,98,391
1181,1805,76,903
1182,2673,28,804
1183,8307,67,815
1184,1487,17,501
1185,1210,8,526
1186,9165,6,758
1187,2513,95,769
1188,4282,27,962
1189,8034,50,363
1190,3758,20,238
1191,6001,7,959
1192,4472,74,180
1193,3605,71,251
1194,5201,84,3
1195,9809,73,34
1196,7374,75,714
1197,6090,27,427
1198,3861,4,4
1199,3857,63,917
1200,3600,23,794
1201,2966,78,343
1202,3422,80,9
1203,4906,87,236
1204,1046,50,216
1205,2180,100,228
1206,4475,89,510
1207,9817,49,173
1208,8120,71,921
1209,4629,14,208
1210,5622,45,676
1211,2209,72,458
1212,6334,78,608
1213,1667,70,425
1214,5923,41,505
1215,3976,89,573
1216,2834,27,657
1217,4025,98,203
1218,5844,24,98
1219,1393,71,301
1220,4817,46,68
1221,6733,52,263
1222,3700,80,32
1223,2642,44,888
1224,1782,27,627
1225,3465,69,440
1226,6890,72,848
1227,2039,68,194
1228,1153,19,766
1229,1535,11,200
1230,9919,58,174
1231,8095,88,950
1232,7240,65,182
1233,2803,28,67
1234,7226,46,644
1235,7606,6,875
1236,4100,62,296
1237,1661,56,857
1238,8227,18,975
1239,1227,11,169
1240,6054,22,532
1241,5023,56,962
1242,4007,80,827
1243,9723,2,196
1244,6539,8,126
1245,6412,23,982
1246,5371,71,983
1247,1725,49,560
1248,3069,18,203
1249,4947,16,211
1250,4780,49,290
1251,6120,93,957
1252,3531,84,608
1253,8218,39,284
1254,7229,12,447
1255,7050,56,757
1256,6955,36,295
1257,5550,18,526
1258,5929,1,542
1259,2114,11,908
1260,5694,93,931
1261,6410,22,516
1262,1251,88,133
1263,3130,90,696
1264,3756,35,893
1265,4471,26,605
1266,1043,55,598
1267,7197,65,770
1268,6377,47,86
1269,2459,35,508
1270,5771,6,706
1271,6600,1,516
1272,4216,32,752
1273,3301,48,289
1274,2850,0,534
1275,2942,35,268
1276,1838,30,711
1277,3240,34,279
1278,6640,1,972
1279,5923,16,807
1280,4977,13,669
1281,3430,72,342
1282,6475,16,268
1283,1086,89,970
1284,2609,19,782
1285,5768,49,722
1286,7569,43,988
1287,8593,69,565
1288,2335,10,665
1289,2299,49,260
1290,4798,48,309
1291,1635,11,513
1292,6029,79,111
1293,3581,16,71
1294,9111,87,887
1295,1977,40,932
1296,3397,5,632
1297,4592,43,782
1298,4207,82,191
1299,3296,10,474
1300,9334,93,3
1301,7367,68,84
1302,3506,21,791
1303,4335,56,879
1304,5564,96,317
1305,5455,48,893
1306,6384,92,22
1307,8307,45,946
1308,5150,55,406
1309,6679,15,235
1310,1083,66,521
1311,2930,51,836
1312,2501,76,703
1313,7340,25,219
1314,6635,76,970
1315,1132,54,442
1316,6011,80,527
1317,5919,80,322
1318,1224,14,166
1319,4239,57,800
1320,3194,42,799
1321,4256,87,762
1322,3018,61,69
1323,7882,42,751
1324,3734,6,717
1325,1399,8,10
1326,4341,58,61
1327,4717,45,456
1328,4340,16,758
1329,4272,56,253
1330,6096,63,439
1331,2199,88,641
1332,3971,65,198
1333,5431,16,938
1334,7880,54,701
1335,6736,83,872
1336,1683,3,923
1337,2117,5,772
1338,4343,65,907
1339,7473,66,214
1340,3477,86,680
1341,2746,94,755
1342,4562,77,758
1343,4009,17,726
1344,1283,65,71
1345,5947,0,763
1346,1235,3,722
1347,9777,57,119
1348,9777,39,979
1349,7230,87,812
1350,3891,35,343
1351,8250,70,278
1352,6267,5,652
1353,3373,49,218
1354,6844,13,205
1355,4582,95,7
1356,1464,66,354
1357,2080,25,461
1358,7901,79,983
1359,1725,59,326
1360,8150,89,447
1361,7949,8,508
1362,3518,90,517
1363,3953,99,873
1364,9368,0,863
1365,1492,73,405
1366,5997,44,918
1367,2332,59,209
1368,1621,11,547
1369,4559,49,529
1370,1505,87,269
1371,6777,85,857
1372,3593,87,815
1373,2247,88,655
1374,3904,80,50
1375,4256,15,45
1376,7121,64,663
1377,6629,18,30
1378,7755,64,316
1379,6294,2,687
1380,8491,30,312
1381,9287,27,367
1382,1081,63,885
1383,5797,79,535
1384,3379,86,61
1385,3242,20,873
1386,2268,23,726
1387,1984,84,842
1388,9420,80,904
1389,3792,98,231
1390,3406,81,132
1391,2514,95,156
1392,1094,10,531
1393,1473,83,864
1394,5087,24,762
1395,3751,25,641
1396,4612,15,391
1397,4647,18,502
1398,8082,10,464
1399,7091,20,784
1400,8121,45,820
1401,5461,78,362
1402,1078,53,348
1403,9538,44,905
1404,4356,65,58
1405,8016,40,734
1406,3978,15,151
1407,1296,47,154
1408,4744,36,719
1409,6473,64,138
1410,2876,62,170
1411,6867,81,940
1412,1048,75,672
1413,6233,74,379
1414,1427,91,777
1415,5806,40,435
1416,5658,17,684
1417,6863,81,882
1418,3250,95,336
1419,2247,49,686
1420,9347,86,750
1421,2494,73,881
1422,4056,54,997
1423,9427,88,820
1424,1667,66,963
1425,6099,40,243
1426,8853,99,742
1427,7841,51,360
1428,2641,97,677
1429,1246,59,229
1430,5710,77,212
1431,3508,92,359
1432,9321,69,263
1433,9143,36,72
1434,9077,3,79
1435,7061,85,728
1436,3164,32,625
1437,9139,99,544
1438,5082,73,819
1439,8657,7,435
1440,2808,14,133
1441,5903,89,274
1442,2781,57,930
1443,5967,94,845
1444,2889,56,706
1445,6164,100,690
1446,8984,3,475
1447,2878,50,794
1448,7784,36,368
1449,7644,87,923
1450,6023,16,203
1451,7748,44,613
1452,8530,26,477
1453,4173,84,882
1454,4403,71,611
1455,2873,91,445
1456,5452,94,279
1457,6491,35,397
1458,9903,4,649
1459,6078,54,16
1460,9165,77,354
1461,4971,49,801
1462,4578,33,578
1463,8680,5,413
1464,5051,71,211
1465,4565,52,986
1466,6182,49,328
1467,9562,14,868
1468,1730,48,773
1469,4730,98,782
1470,7559,61,895
1471,3162,94,65
1472,9433,58,619
1473,4054,37,756
1474,2694,12,638
1475,5443,71,474
1476,6766,1,31
1477,8504,95,353
1478,9856,22,587
1479,6372,5,525
1480,8973,26,10
1481,4865,78,508
1482,4554,75,119
1483,8846,35,869
1484,6340,89,708
1485,6834,50,691
1486,3424,52,84
1487,1092,92,951
1488,1034,25,133
1489,2185,46,909
1490,1758,45,907
1491,8374,13,304
1492,3977,37,556
1493,9988,100,114
1494,6501,32,754
