流id,流带宽,进入设备时间,发送流所需时间
215,4656,0,122
216,2716,65,964
217,3819,40,778
218,6318,48,845
219,2724,3,400
220,2504,68,270
221,2094,51,563
222,4328,20,646
223,4627,70,848
224,6361,50,291
225,2959,80,957
226,8318,74,431
227,6648,82,876
228,6326,97,621
229,7614,19,694
230,4546,35,742
231,6839,44,73
232,8631,42,650
233,6369,62,43
234,9822,4,339
235,8672,17,827
236,2323,87,23
237,7567,9,875
238,6278,44,973
239,9761,65,776
240,5536,82,381
241,1711,66,969
242,5391,85,570
243,4623,85,523
244,6844,99,172
245,1563,100,193
246,6840,72,597
247,8071,80,658
248,3331,82,431
249,3856,17,34
250,5073,87,684
251,1512,35,403
252,2889,67,376
253,9479,60,894
254,7859,23,257
255,1691,5,722
256,3377,55,748
257,4297,46,670
258,4600,27,112
259,1830,43,790
260,3758,94,569
261,7470,21,58
262,5404,83,609
263,2454,20,493
264,4258,24,471
265,4287,78,479
266,1675,12,328
267,8811,11,309
268,3325,11,364
269,8838,99,986
270,2445,43,963
271,3089,60,949
272,4528,99,747
273,8450,0,53
274,2062,60,579
275,4852,41,788
276,5409,54,111
277,2463,36,911
278,4393,67,487
279,1779,96,776
280,4713,15,44
281,6334,18,881
282,4136,90,92
283,9264,61,98
284,8795,79,590
285,8410,36,502
286,9076,38,808
287,3111,47,720
288,8559,28,69
289,1219,1,452
290,8091,6,80
291,7662,31,715
292,3479,3,889
293,9078,35,769
294,4003,0,23
295,5125,15,195
296,5529,50,362
297,8164,16,423
298,6152,91,218
299,6367,34,287
300,3110,77,282
301,2162,79,755
302,3061,87,810
303,4079,44,666
304,6097,4,405
305,2402,1,450
306,6882,22,913
307,6678,45,923
308,5819,75,377
309,5536,14,869
310,1914,72,231
311,3068,39,988
312,4742,94,555
313,5879,89,175
314,2905,7,358
315,3085,59,109
316,7160,83,809
317,1398,50,77
318,3491,44,275
319,5142,81,66
320,4738,19,126
321,4613,4,318
322,5943,74,768
323,6353,71,194
324,1897,84,955
325,3349,90,348
326,1660,80,552
327,6350,54,994
328,5499,21,962
329,1655,94,161
330,4036,30,393
331,9994,32,570
332,2597,97,208
333,9428,0,806
334,1296,24,856
335,4652,18,374
336,4636,45,339
337,6333,42,688
338,2235,21,177
339,9318,69,272
340,4618,90,425
341,4684,99,907
342,5067,83,685
343,3250,28,181
344,3187,53,955
345,5411,22,332
346,3477,14,193
347,7717,74,661
348,9655,55,697
349,9171,21,178
350,2464,74,67
351,5064,19,735
352,4330,73,407
353,6665,58,614
354,2771,85,263
355,9053,83,140
356,5386,94,840
357,5876,13,419
358,6546,69,802
359,9487,35,923
360,1648,93,689
361,6250,27,471
362,9734,89,358
363,3294,17,261
364,9442,28,968
365,2667,29,171
366,3629,97,111
367,1681,54,274
368,2192,61,5
369,8846,72,855
370,3433,64,869
371,6325,20,781
372,2549,57,177
373,3723,7,970
374,7220,88,906
375,3661,72,531
376,1703,50,622
377,5754,4,793
378,4876,96,125
379,4850,99,42
380,7689,60,6
381,5138,71,773
382,4362,43,95
383,6949,80,383
384,8712,22,640
385,4620,74,171
386,9120,7,469
387,2555,20,993
388,9060,76,775
389,2234,31,550
390,4836,52,815
391,1618,45,997
392,6273,51,573
393,6034,24,920
394,1119,50,968
395,2737,98,601
396,2038,13,312
397,7432,98,522
398,5387,72,391
399,9669,11,246
400,4093,82,939
401,6139,46,63
402,4716,37,836
403,7961,2,456
404,3860,93,711
405,9222,100,176
406,5356,36,221
407,6661,63,127
408,4530,47,706
409,1258,56,20
410,3053,45,571
411,6507,97,139
412,2637,45,720
413,4691,45,239
414,5402,79,544
415,1125,81,884
416,7770,38,168
417,5865,49,612
418,8695,94,947
419,6524,64,864
420,2534,30,458
421,5216,66,646
422,8249,40,671
423,9381,0,681
424,3325,64,887
425,2393,87,636
426,1224,34,967
427,2973,57,894
428,9816,92,689
429,7722,78,171
430,1139,38,942
431,6303,65,921
432,4627,61,756
433,5245,96,681
434,3019,52,814
435,3363,85,905
436,1535,36,804
437,7429,47,55
438,4005,19,927
439,6634,67,41
440,8796,85,136
441,6110,69,966
442,3122,54,601
443,5424,77,441
444,1915,15,518
445,5437,17,358
446,3576,70,29
447,5945,96,323
448,7355,83,112
449,4846,77,819
450,9125,28,72
451,3334,86,626
452,2697,14,975
453,9829,36,321
454,5122,67,416
455,7138,60,118
456,6340,91,983
457,3615,17,931
458,3006,75,916
459,4521,63,507
460,9872,77,707
461,3218,86,606
462,1301,58,822
463,8833,49,75
464,3899,71,849
465,9259,85,867
466,1208,59,660
467,5540,73,337
468,1063,19,392
469,5343,77,5
470,9469,49,590
471,2220,39,792
472,1982,42,688
473,5396,1,144
474,3889,53,338
475,3440,18,499
476,4907,33,705
477,2665,28,787
478,6956,37,974
479,1551,75,7
480,4360,55,136
481,1075,95,695
482,8509,10,644
483,5699,82,518
484,3635,69,880
485,5530,62,65
486,4263,94,372
487,2344,43,973
488,9511,51,293
489,2516,56,981
490,2124,99,798
491,1541,18,713
492,9111,50,669
493,2120,20,419
494,5832,83,286
495,2762,57,5
496,7132,91,922
497,4413,85,807
498,8073,62,45
499,8211,9,23
500,8898,10,338
501,7645,55,836
502,2133,12,749
503,4620,20,117
504,3688,44,913
505,2197,30,88
506,3627,52,555
507,1805,36,466
508,2966,75,49
509,9182,77,358
510,7389,62,3
511,2576,54,686
512,6571,87,984
513,7433,90,704
514,2566,21,48
515,7738,84,381
516,6175,22,883
517,6454,30,236
518,5864,14,58
519,7407,84,54
520,9612,21,256
521,5278,44,682
522,9160,43,181
523,8137,63,543
524,6404,37,577
525,4539,61,379
526,1006,22,327
527,9922,36,455
528,6671,7,223
529,9701,25,171
530,5567,16,833
531,5199,73,68
532,4771,79,204
533,1230,5,530
534,2692,69,441
535,5520,22,199
536,8400,8,677
537,6496,64,824
538,1464,75,382
539,1174,94,558
540,8251,100,14
541,5941,98,8
542,6805,87,245
543,9213,40,560
544,5659,4,176
545,5864,82,798
546,1247,65,555
547,5514,6,350
548,2410,30,856
549,8258,11,372
550,6125,85,499
551,8063,4,688
552,5309,37,162
553,8384,59,722
554,4628,29,521
555,8285,3,398
556,7359,50,53
557,1804,31,660
558,4405,91,976
559,6329,99,616
560,5746,87,311
561,2785,0,193
562,5337,92,705
563,1970,11,944
564,2143,67,244
565,9211,45,177
566,3388,23,212
567,3401,61,975
568,4192,76,154
569,3110,3,702
570,1759,37,602
571,4843,11,590
572,7587,11,456
573,3646,42,615
574,5674,39,563
575,7908,44,350
576,1648,83,311
577,9679,65,185
578,2433,29,789
579,7429,98,698
580,5942,19,905
581,4278,46,184
582,5557,61,758
583,3304,69,116
584,6850,68,73
585,9448,95,813
586,5198,0,627
587,9833,96,509
588,3089,99,954
589,9226,51,80
590,5854,93,929
591,1094,98,665
592,1175,56,828
593,3089,68,895
594,6961,78,459
595,9163,19,186
596,6448,72,107
597,4147,79,272
598,9771,72,805
599,3536,53,293
600,8023,92,833
601,3150,68,796
602,5802,69,816
603,6516,12,978
604,2836,29,926
605,7448,73,701
606,3013,12,93
607,4135,34,152
608,8683,76,303
609,4486,42,170
610,1628,22,727
611,5826,44,224
612,1802,71,524
613,6065,29,487
614,5753,92,563
615,8610,59,329
616,1906,78,134
617,5382,68,691
618,3239,40,426
619,4573,20,477
620,3673,20,528
621,3798,95,861
622,1329,48,458
623,7588,71,690
624,6430,50,188
625,9942,100,255
626,6941,4,786
627,4058,17,163
628,8621,62,369
629,9583,51,486
630,5402,27,236
631,7147,43,752
632,9205,25,978
633,4097,39,737
634,6039,36,511
635,2537,46,971
636,2600,96,674
637,4715,89,656
638,7918,41,172
639,1156,81,349
640,4259,71,70
641,7263,34,239
642,8568,82,999
643,7921,100,865
644,4830,83,139
645,7388,96,739
646,4313,96,682
647,3789,100,768
648,5197,53,497
649,6468,54,580
650,2814,85,967
651,8169,95,661
652,3999,10,255
653,1263,19,565
654,4046,66,36
655,1664,91,297
656,4797,12,352
657,7199,63,344
658,4479,14,491
659,2575,61,74
660,8871,63,837
661,1743,74,365
662,1225,4,794
663,9324,8,864
664,4707,4,165
665,5262,17,644
666,6615,73,295
667,9891,41,113
668,4215,58,338
669,1033,93,50
670,4261,65,639
671,3957,81,238
672,3760,7,381
673,4047,7,209
674,6148,24,592
675,8106,66,853
676,7067,67,868
677,8694,94,339
678,5685,71,620
679,8905,4,552
680,5635,41,161
681,4279,64,801
682,2381,23,417
683,2925,72,862
684,3851,21,6
685,6046,40,998
686,1301,60,102
687,4507,43,777
688,5222,18,128
689,4318,13,954
690,7932,100,968
691,2042,32,488
692,2605,71,713
693,4602,29,628
694,4192,51,429
695,6874,97,662
696,6312,83,817
697,2022,38,967
698,2834,96,896
699,5736,63,851
700,2751,87,23
701,8663,11,857
702,7225,71,606
703,5617,67,866
704,9691,57,315
705,9713,64,920
706,6962,92,71
707,6645,72,323
708,9824,90,760
709,4184,25,327
710,1325,86,384
711,6510,42,322
712,1181,57,440
713,9530,13,624
714,8858,99,296
715,9089,16,104
716,5822,32,815
717,8019,96,538
718,9165,45,905
719,8789,29,632
720,3769,39,99
721,2888,56,205
722,4591,50,496
723,2427,15,269
724,6735,39,587
725,3817,25,99
726,5031,89,904
727,6629,60,90
728,9693,5,599
729,3121,39,873
730,1696,0,163
731,9105,13,394
732,2554,13,993
733,6624,8,391
734,6075,61,386
735,9935,39,426
736,3371,30,194
737,1731,10,701
738,5760,35,430
739,3210,79,636
740,9613,4,22
741,9506,93,847
742,1072,0,951
743,3252,58,861
744,3218,30,652
745,1994,7,650
746,2326,93,780
747,2014,10,850
748,1239,80,176
749,8805,95,272
750,5559,98,356
751,8206,96,583
752,8084,79,627
753,4495,41,936
754,2439,51,244
755,3106,52,880
756,2445,4,820
757,3259,71,546
758,3853,71,712
759,9980,18,307
760,3408,7,256
761,1134,6,322
762,7129,98,527
763,2439,61,854
764,6400,80,975
765,4377,95,211
766,9851,26,561
767,9505,15,397
768,9080,27,488
769,1173,87,206
770,8991,18,244
771,5881,31,359
772,5755,63,560
773,7755,48,219
774,8240,21,31
775,4964,83,475
776,1946,4,966
777,5746,43,200
778,1561,68,862
779,1458,94,557
780,6167,58,514
781,4476,29,856
782,6179,39,943
783,3247,15,29
784,6473,33,454
785,2163,11,782
786,9619,58,962
787,2863,32,385
788,2120,35,628
789,1249,68,841
790,9011,69,319
791,2041,40,994
792,5603,6,378
793,5933,48,66
794,7756,32,844
795,6816,82,638
796,7639,45,322
797,9069,60,909
798,1673,63,454
799,6942,1,172
800,3611,85,374
801,7176,37,813
802,5263,99,441
803,1610,9,53
804,8233,74,972
805,6011,75,939
806,9219,25,378
807,5572,18,913
808,9990,24,326
809,3528,79,920
810,7499,54,189
811,2823,95,584
812,1636,88,180
813,6786,90,193
814,7265,37,818
815,4422,53,891
816,4591,81,797
817,3676,0,164
818,9973,2,524
819,9586,70,682
820,3647,39,691
821,4626,33,568
822,2937,99,692
823,7483,50,439
824,6078,21,29
825,1528,46,113
826,7826,33,787
827,3493,18,754
828,1289,80,83
829,3594,79,93
830,5669,68,118
831,5886,75,359
832,6715,88,412
833,2708,99,689
834,7111,29,606
835,9526,17,182
836,6071,32,251
837,3267,9,375
838,6250,25,176
839,3261,27,841
840,4021,30,987
841,5076,49,948
842,5772,7,993
843,3451,25,356
844,4953,4,688
845,3236,5,989
846,2905,63,942
847,2733,31,232
848,1679,58,952
849,6416,60,763
850,2267,47,690
851,2875,28,728
852,8419,83,848
853,3839,38,880
854,5839,24,768
855,1234,34,753
856,3679,54,659
857,3988,15,960
858,4587,40,915
859,6599,94,43
860,9637,69,536
861,7064,67,171
862,4583,87,579
863,2001,13,549
864,7960,100,170
865,5336,9,793
866,5305,78,674
867,6395,7,969
868,9797,18,853
869,3803,72,536
870,4045,35,647
871,3704,16,443
872,1135,82,287
873,9031,94,211
874,3403,64,163
875,4024,76,128
876,4155,86,244
877,6013,19,427
878,1194,49,706
879,1738,40,637
880,1400,12,830
881,3138,4,283
882,3429,74,571
883,1667,81,853
884,3330,87,405
885,6159,37,639
886,5541,69,522
887,6782,33,424
888,4216,96,722
889,4220,64,965
890,1911,73,908
891,5901,80,177
892,1244,68,585
893,3505,93,263
894,4166,80,668
895,4207,56,783
896,2034,79,296
897,4229,88,575
898,9467,44,166
899,7626,46,310
900,3908,9,394
901,3810,65,68
902,7699,30,217
903,3900,7,582
904,8781,91,104
905,4329,0,125
906,6185,86,170
907,1397,89,989
908,3020,51,218
909,6283,31,28
910,8077,13,542
911,9255,78,369
912,6770,53,49
913,9656,24,452
914,2853,4,167
915,3072,52,449
916,6478,2,56
917,8235,67,350
918,7106,0,898
919,1103,5,925
920,7776,16,219
921,9726,0,905
922,8902,46,567
923,5342,59,427
924,2869,89,832
925,9922,11,593
926,2251,97,418
927,6984,55,316
928,6746,73,213
929,9082,69,810
930,7454,2,24
931,1036,1,630
932,9867,14,185
933,2929,33,332
934,6085,30,350
935,2568,36,107
936,6758,14,327
937,2273,91,433
938,9230,14,606
939,6601,13,626
940,8827,21,208
941,7662,91,254
942,7506,39,850
943,3890,84,909
944,8621,24,839
945,7619,72,23
946,2322,17,294
947,6148,90,972
948,5999,79,194
949,6235,8,622
950,4448,93,576
951,1429,54,712
952,6640,51,766
953,6074,73,188
954,8519,31,275
955,2508,65,130
956,3008,4,35
957,1077,31,97
958,7446,34,59
959,3300,8,85
960,5791,67,194
961,9496,65,226
962,8514,15,778
963,4079,56,953
964,1179,82,932
965,6784,5,489
966,7852,60,476
967,1990,86,546
968,3754,34,692
969,1232,46,369
970,9650,18,720
971,3774,96,560
972,2824,28,438
973,4983,36,442
974,2513,7,535
975,4509,69,953
976,7978,94,745
977,7506,33,538
978,3083,84,193
979,1749,21,781
980,6459,38,139
981,9470,36,5
982,2253,63,973
983,1553,97,920
984,2135,98,219
985,4433,74,639
986,9491,80,608
987,6622,54,989
988,1965,66,188
989,9874,58,279
990,4975,50,169
991,1916,86,777
992,9218,79,519
993,3366,93,879
994,9127,50,844
995,6621,39,134
996,3083,61,569
997,8982,90,945
998,1494,90,997
999,8701,54,178
1000,2041,80,15
1001,7173,27,188
1002,4717,33,342
1003,9227,60,375
1004,5764,21,830
1005,5526,55,336
1006,6210,92,237
1007,3999,4,876
1008,2680,90,319
1009,6165,58,30
1010,6545,42,455
1011,3213,24,764
1012,3004,70,906
1013,5541,25,693
1014,6290,47,8
1015,2057,9,670
1016,9013,3,282
1017,8803,55,944
1018,3402,67,422
1019,8316,76,237
1020,1709,28,905
1021,8969,24,588
1022,9534,3,220
1023,3614,58,529
1024,8425,78,548
1025,5189,60,81
1026,6628,19,452
1027,6932,64,398
1028,9019,15,657
1029,7275,54,446
1030,4283,4,584
1031,9029,95,427
1032,5084,73,351
1033,4129,56,938
1034,3398,31,659
1035,5912,24,22
1036,2669,17,998
1037,4554,25,88
1038,3949,38,562
1039,5272,19,575
1040,1456,21,961
1041,2974,10,556
1042,2044,71,256
1043,2747,86,410
1044,1442,11,137
1045,4191,34,516
1046,6102,69,873
1047,8478,70,529
1048,8610,8,666
1049,3783,50,513
1050,8300,7,230
1051,9862,3,778
1052,1247,3,267
1053,1465,90,878
1054,3434,56,723
1055,4435,41,924
1056,5702,11,721
1057,1061,23,400
1058,6123,6,260
1059,3390,6,496
1060,3699,79,756
1061,4704,33,375
1062,7573,69,414
1063,2557,21,774
1064,4858,58,606
1065,1732,87,923
1066,5823,55,740
1067,9653,17,286
1068,3998,47,720
1069,9780,75,723
1070,2697,69,928
1071,3264,31,857
1072,3385,74,615
1073,4211,37,499
1074,8612,58,428
1075,4198,45,39
1076,4619,37,238
1077,8917,45,948
1078,1315,57,193
1079,8681,28,50
1080,2151,31,701
1081,2806,38,544
1082,3161,40,431
1083,3940,46,275
1084,9556,43,513
1085,8682,24,646
1086,6764,17,694
1087,7212,37,763
1088,8457,77,949
1089,6605,28,964
1090,7802,64,275
1091,2082,97,317
1092,8108,100,281
1093,5221,46,827
1094,4490,74,862
1095,7895,96,307
1096,3532,41,226
1097,2445,80,471
1098,3278,26,547
1099,7986,73,14
1100,5012,89,698
1101,5363,86,671
1102,2199,24,414
1103,8703,41,515
1104,9435,97,768
1105,6452,87,962
1106,9440,75,156
1107,7592,18,338
1108,1585,67,474
1109,5430,41,636
1110,2327,86,863
1111,9552,23,696
1112,8211,96,721
1113,9599,0,495
1114,8888,14,778
1115,7102,39,760
1116,3114,31,813
1117,7157,70,493
1118,7924,100,349
1119,1031,80,830
1120,8681,47,65
1121,5118,26,157
1122,4858,37,858
1123,3432,97,813
1124,5661,24,114
1125,3993,66,236
1126,1476,90,344
1127,5442,59,169
1128,2625,51,972
1129,4100,85,703
1130,1284,50,855
1131,9783,50,887
1132,5177,13,101
1133,5216,0,542
1134,6511,43,141
1135,3805,42,20
1136,1926,49,453
1137,8106,9,843
1138,8418,28,512
1139,4056,92,292
1140,2195,90,805
1141,7355,0,99
1142,5155,44,283
1143,7469,21,684
1144,5487,92,142
1145,7795,57,381
1146,7315,18,606
1147,1844,7,98
1148,1139,32,797
1149,3874,47,729
1150,5394,60,177
1151,5542,17,588
1152,2790,47,838
1153,3655,58,387
1154,2875,26,488
1155,9808,38,535
1156,3814,43,597
1157,5405,49,209
1158,6049,13,476
1159,1087,77,881
1160,3009,8,148
1161,1290,43,225
1162,2984,41,865
1163,7860,88,721
1164,1692,82,720
1165,6162,11,814
1166,9233,15,732
1167,1346,95,365
1168,1067,62,782
1169,6180,82,61
1170,9592,83,150
1171,7894,56,716
1172,8970,68,886
1173,9836,46,499
1174,8287,12,590
1175,2367,21,446
1176,4794,28,390
1177,1553,28,706
1178,4200,67,907
1179,3534,15,985
1180,5119,27,490
1181,2800,37,540
1182,2662,16,633
1183,6112,69,486
1184,2016,81,185
1185,4641,100,551
1186,1132,27,301
1187,2450,92,331
1188,5224,74,931
1189,1824,9,994
1190,9506,65,147
1191,4276,7,250
1192,7444,27,369
1193,7047,0,206
1194,4524,10,359
1195,4137,4,859
1196,1030,81,581
1197,5242,52,841
1198,5044,76,243
1199,9358,7,454
1200,5881,23,179
1201,8516,94,792
1202,1707,96,848
1203,5818,12,563
1204,9237,62,71
1205,5696,51,707
1206,4827,75,887
1207,7437,5,325
1208,7300,78,272
1209,8402,85,997
1210,2232,51,25
1211,6412,93,716
1212,2740,11,612
1213,8816,44,749
1214,4295,34,213
1215,6436,1,651
1216,4712,99,37
1217,5867,44,639
1218,4838,2,482
1219,3774,60,954
1220,3818,78,548
1221,1299,98,15
1222,7454,34,212
1223,4946,45,229
1224,9043,10,797
1225,1626,38,839
1226,2902,79,475
1227,5711,56,13
1228,1630,11,866
1229,8016,86,454
1230,2634,75,538
1231,4129,47,406
1232,7584,35,75
1233,3551,28,771
1234,3202,48,269
1235,8412,70,313
1236,3524,60,566
1237,9208,30,395
1238,7655,17,550
1239,6665,3,954
1240,3829,7,603
1241,2702,73,344
1242,6795,35,193
1243,3431,21,420
1244,6428,79,811
1245,2553,100,587
1246,4406,37,845
1247,2932,81,964
1248,4652,43,865
1249,1886,64,364
1250,1362,98,637
1251,6068,87,916
1252,6028,70,40
1253,3093,21,32
1254,8815,16,800
1255,2361,97,290
1256,6037,100,902
1257,1724,96,34
1258,3583,6,5
1259,1084,90,728
1260,2204,32,920
1261,6187,12,53
1262,5305,52,682
1263,1508,50,325
1264,6440,26,520
1265,6023,58,224
1266,8911,92,429
1267,4436,48,581
1268,4863,52,116
1269,4627,85,483
1270,6962,86,924
1271,3754,46,340
1272,5790,33,976
1273,8876,57,90
1274,5432,63,994
1275,8877,3,289
1276,4415,6,894
1277,9860,46,928
1278,7188,95,498
1279,4575,46,216
1280,4663,26,220
1281,6386,33,463
1282,1302,25,960
1283,1028,35,632
1284,1255,26,462
1285,6687,58,285
1286,3051,39,237
1287,6506,87,816
1288,5010,15,469
1289,2797,92,801
1290,8959,21,91
1291,8401,66,612
1292,2432,15,783
1293,6443,74,213
1294,3370,7,242
1295,3597,58,996
1296,7138,14,800
1297,4804,47,166
1298,7361,57,233
1299,6522,13,279
1300,2791,8,553
1301,3426,25,459
1302,6253,57,392
1303,2736,79,12
1304,5942,47,599
1305,1717,80,67
1306,9616,2,596
1307,6216,24,114
1308,4595,76,903
1309,6032,97,819
1310,6374,68,107
1311,3365,38,488
1312,9454,75,967
1313,4654,62,230
1314,7115,79,299
1315,6758,65,815
1316,3634,91,728
1317,2777,24,582
1318,1939,1,894
1319,7155,25,176
1320,2203,81,58
1321,7899,6,634
1322,9350,31,231
1323,6679,51,640
1324,8731,61,191
1325,6690,54,920
1326,6221,76,290
1327,7757,54,187
1328,2182,10,820
1329,2830,64,870
1330,2007,1,936
1331,5478,58,688
1332,2579,3,173
1333,2524,2,755
1334,1808,29,2
1335,8667,62,177
1336,1469,94,688
1337,9312,89,668
1338,6516,2,360
1339,2086,61,287
1340,2906,35,732
1341,5814,47,180
1342,6479,89,345
1343,7790,56,468
1344,7627,83,978
1345,5042,21,451
1346,5256,90,317
1347,5466,57,9
1348,3805,20,748
1349,9274,79,443
1350,3567,38,104
1351,4109,53,185
1352,5439,58,76
1353,3225,53,287
1354,1004,14,809
1355,7108,75,621
1356,4020,10,40
1357,8277,47,797
1358,7025,19,635
1359,5909,96,882
1360,3962,61,260
1361,8099,69,398
1362,4770,62,147
1363,1217,100,152
1364,1467,68,967
1365,2290,68,444
1366,2523,99,610
1367,7091,0,28
1368,1140,50,538
1369,6886,77,539
1370,7226,37,925
1371,6465,58,265
1372,2019,92,278
1373,6166,92,571
1374,4094,81,387
1375,8666,100,899
1376,1901,48,741
1377,2968,15,933
1378,1039,46,334
1379,5073,76,893
1380,4913,90,595
1381,5771,20,492
1382,4567,98,941
1383,7193,11,411
1384,9662,86,709
1385,4493,49,302
1386,6632,98,559
1387,2290,9,426
1388,1723,48,153
1389,6311,75,876
1390,5800,33,52
1391,6459,41,743
1392,8760,3,344
1393,5982,68,607
1394,1426,1,128
1395,7129,14,846
1396,2736,60,89
1397,5843,97,236
1398,1766,53,41
1399,5112,17,973
1400,4073,73,759
1401,1726,30,657
1402,5002,50,123
1403,1039,9,104
1404,2343,78,829
1405,1031,20,728
1406,9122,12,681
1407,4297,42,670
1408,9813,7,519
1409,7213,53,43
1410,7542,29,22
1411,1369,31,139
1412,2069,27,500
1413,4843,14,298
1414,9114,77,979
1415,6022,88,568
1416,2705,52,451
1417,8024,48,17
1418,8035,52,107
1419,2928,60,760
1420,4001,46,51
1421,3270,69,61
1422,1800,61,589
1423,9841,7,189
1424,3207,71,607
1425,4909,16,305
1426,9982,7,961
1427,1408,81,547
1428,4865,93,617
1429,2448,92,252
1430,2288,86,622
1431,2554,77,331
1432,5511,26,965
1433,9417,24,414
1434,4798,65,603
1435,3602,32,691
1436,2021,74,600
1437,9034,23,27
1438,3012,26,107
1439,6243,1,420
1440,8322,74,354
1441,1396,21,871
1442,2702,88,174
1443,1788,47,860
1444,8657,33,393
1445,7051,43,531
1446,4466,61,765
1447,9931,52,886
1448,7751,80,111
1449,8737,49,23
1450,9549,98,661
1451,9437,55,463
1452,4981,0,414
1453,9458,35,432
1454,9434,16,31
1455,7814,25,314
1456,9288,16,899
1457,8681,1,165
1458,6144,91,382
1459,5956,35,630
1460,6606,9,328
1461,4657,22,253
1462,6082,57,650
1463,8569,30,943
1464,8347,51,389
1465,7446,96,835
1466,5260,99,436
1467,4353,26,515
1468,5933,40,505
1469,9782,17,716
1470,1756,85,818
1471,8392,54,470
1472,3972,54,132
1473,1195,69,832
1474,5687,97,933
1475,7400,52,696
1476,3029,78,128
1477,4866,12,272
1478,6653,9,648
1479,1586,54,277
1480,8104,87,273
1481,3385,12,400
1482,4134,81,315
1483,7571,75,134
1484,2295,69,618
1485,9788,12,478
1486,3814,5,665
1487,6089,29,430
1488,9105,9,378
1489,2393,19,577
1490,8238,88,245
1491,9319,27,768
1492,7680,38,158
1493,7933,75,405
1494,9756,97,924
