流id,流带宽,进入设备时间,发送流所需时间
297,6742,35,554
298,7865,14,436
299,8327,13,900
300,6982,46,619
301,2831,18,120
302,5016,33,787
303,2472,55,391
304,7072,19,517
305,4115,35,352
306,7538,99,86
307,6569,17,438
308,1471,1,167
309,9029,69,33
310,6227,66,685
311,6223,47,961
312,4604,75,558
313,4487,8,811
314,8289,5,780
315,3717,9,142
316,9556,70,933
317,1658,47,185
318,4897,72,306
319,5022,72,454
320,2604,17,45
321,2969,12,673
322,5152,65,700
323,8552,81,983
324,8440,25,397
325,7175,70,803
326,4978,74,733
327,3420,9,771
328,3605,69,189
329,5214,57,927
330,5990,24,672
331,5244,91,401
332,5237,25,97
333,6322,70,594
334,4045,47,343
335,2476,49,91
336,9019,72,411
337,8574,66,538
338,8271,57,670
339,6084,18,753
340,8191,14,169
341,5245,76,472
342,3640,55,787
343,9317,74,972
344,6836,16,105
345,5107,92,766
346,3930,33,944
347,5395,93,605
348,4759,35,185
349,8478,84,586
350,2444,4,660
351,5546,26,87
352,2633,77,499
353,8775,92,161
354,1035,64,182
355,6988,0,610
356,2184,91,951
357,5718,54,927
358,1184,29,131
359,2834,73,522
360,9010,46,74
361,5725,2,911
362,6610,89,361
363,1729,17,224
364,6611,68,936
365,2627,100,862
366,5388,61,436
367,2911,48,935
368,1248,37,158
369,6981,56,350
370,6416,4,568
371,2494,17,378
372,6316,90,98
373,6104,95,624
374,2485,93,536
375,3424,63,812
376,6779,16,62
377,5530,17,872
378,3511,16,742
379,3620,49,480
380,2172,72,505
381,5346,7,264
382,2293,29,642
383,5353,73,283
384,5587,1,800
385,9062,6,102
386,4824,31,519
387,6753,41,351
388,3448,49,980
389,8476,76,184
390,5002,55,852
391,9752,22,338
392,2017,53,885
393,8474,32,226
394,1228,12,872
395,8325,73,950
396,1622,33,55
397,1562,85,669
398,4156,17,705
399,2432,67,834
400,7902,76,844
401,5184,24,354
402,6614,93,142
403,6597,21,433
404,9685,7,201
405,2439,67,143
406,2066,1,387
407,4593,93,602
408,1881,35,364
409,3988,71,282
410,6918,88,100
411,4490,28,536
412,3068,91,742
413,4153,7,900
414,3676,62,493
415,2692,85,947
416,8635,16,540
417,3557,18,808
418,7390,70,480
419,9353,69,199
420,2440,7,116
421,3505,57,548
422,3472,23,567
423,1504,71,715
424,1556,54,214
425,3262,11,688
426,4582,55,388
427,7986,62,301
428,5528,69,304
429,7390,57,397
430,9471,37,63
431,3953,78,381
432,2406,96,565
433,2561,22,144
434,3969,30,800
435,1603,90,175
436,8642,72,656
437,6529,38,631
438,9927,62,460
439,8662,39,141
440,8782,100,493
441,3080,96,170
442,2664,46,764
443,3812,62,141
444,6454,48,744
445,4769,30,350
446,1136,51,491
447,2601,33,894
448,5064,70,161
449,2124,85,615
450,2300,62,184
451,6699,64,905
452,5104,100,847
453,9310,46,709
454,3409,11,221
455,7905,19,294
456,7906,6,196
457,5489,7,601
458,2030,15,214
459,4303,41,525
460,1785,8,225
461,4056,32,375
462,4531,69,621
463,2409,11,919
464,1142,97,35
465,5390,9,30
466,8513,18,908
467,9359,45,692
468,3500,88,333
469,4567,93,326
470,5155,2,684
471,6728,53,214
472,8171,41,7
473,1471,27,970
474,8260,77,365
475,6498,2,494
476,9771,37,518
477,1514,59,111
478,2530,63,118
479,1449,51,693
480,5515,56,342
481,8156,51,347
482,4515,16,639
483,8111,52,126
484,8657,73,893
485,2843,93,458
486,9479,54,653
487,8331,39,235
488,2700,4,48
489,2850,68,525
490,2165,15,77
491,9276,74,469
492,3655,53,291
493,2719,5,500
494,3849,81,995
495,2760,13,473
496,2544,59,740
497,1247,78,886
498,3438,72,116
499,2889,6,367
500,3842,90,265
501,2800,70,110
502,6455,54,186
503,8912,29,589
504,9623,14,243
505,5424,37,673
506,6076,41,656
507,2100,96,91
508,1033,55,698
509,1157,91,549
510,5259,9,126
511,9557,98,360
512,7746,96,378
513,2413,69,925
514,1459,66,974
515,5012,86,278
516,8050,90,365
517,6271,83,763
518,4352,21,815
519,4414,6,377
520,2224,75,762
521,5409,98,348
522,5435,47,753
523,7313,20,118
524,4836,93,134
525,5060,19,610
526,8945,71,538
527,7758,30,282
528,3700,65,481
529,6541,21,143
530,4863,55,495
531,9321,15,489
532,7988,10,412
533,5853,33,502
534,1540,93,366
535,8356,21,945
536,6603,35,617
537,5036,55,758
538,1710,27,507
539,5883,56,333
540,2690,69,682
541,1682,80,210
542,5264,48,465
543,8035,8,126
544,2407,23,342
545,3486,78,755
546,1252,80,668
547,5540,9,912
548,8203,10,840
549,8515,60,463
550,1317,54,787
551,7810,65,545
552,7353,52,642
553,1295,41,678
554,5288,95,674
555,3463,17,984
556,1831,13,314
557,2134,53,723
558,3723,29,104
559,9643,56,339
560,1048,23,370
561,9280,73,184
562,1373,30,702
563,3726,63,873
564,2995,54,430
565,3102,76,430
566,9431,55,361
567,4998,41,714
568,4157,86,89
569,7002,90,731
570,6691,50,377
571,3677,3,148
572,1462,0,495
573,7056,61,277
574,2804,97,897
575,8557,3,904
576,6498,31,618
577,2264,56,734
578,6405,41,321
579,3166,47,180
580,5309,26,286
581,2638,7,808
582,3902,85,994
583,9967,50,242
584,6076,93,72
585,1004,41,684
586,4331,100,625
587,8644,97,178
588,1809,33,854
589,2518,53,190
590,1559,44,55
591,7448,24,12
592,5150,88,63
593,8303,79,955
594,2944,99,280
595,3050,50,936
596,6421,51,902
597,5370,57,230
598,8467,83,274
599,3029,14,777
600,5991,54,162
601,5083,11,423
602,3171,44,375
603,1259,69,63
604,5571,46,857
605,9928,52,573
606,4981,77,614
607,3282,47,125
608,6137,25,133
609,2306,97,86
610,7360,69,421
611,2306,93,532
612,2295,95,903
613,8225,62,221
614,7715,3,523
615,6589,11,725
616,9507,46,443
617,5327,36,788
618,5334,52,509
619,8721,59,412
620,5745,66,172
621,3468,39,306
622,4676,56,183
623,6995,89,724
624,7918,51,992
625,4282,9,423
626,4248,43,661
627,8876,30,926
628,9797,77,341
629,5698,95,878
630,8295,46,249
631,1897,72,462
632,3625,4,421
633,3871,36,850
634,5534,75,967
635,3813,75,975
636,3675,55,648
637,8929,15,100
638,3373,100,310
639,3394,7,134
640,4798,95,361
641,7165,12,292
642,3019,52,41
643,1016,86,245
644,3057,78,747
645,6539,34,230
646,9443,36,735
647,6637,57,162
648,6877,51,228
649,1425,53,440
650,4759,43,119
651,4430,38,463
652,9815,13,378
653,2455,85,241
654,1611,60,855
655,3597,87,275
656,3150,96,204
657,5490,94,348
658,5884,71,325
659,6733,33,458
660,8152,20,651
661,9573,87,222
662,2338,50,863
663,4609,42,312
664,2001,53,994
665,6557,2,124
666,7091,96,736
667,7628,27,844
668,2006,51,212
669,6140,6,961
670,2170,91,955
671,5636,80,490
672,2073,60,620
673,9297,37,86
674,4679,60,908
675,6456,5,738
676,5996,48,874
677,9293,11,539
678,1783,36,260
679,4629,52,472
680,7306,41,211
681,8522,67,110
682,4999,13,829
683,4916,65,243
684,1467,48,281
685,2935,60,338
686,6444,56,639
687,5126,0,987
688,4536,39,524
689,4031,96,442
690,5382,12,177
691,6715,59,444
692,5792,10,736
693,7236,58,822
694,3101,27,731
695,9431,28,88
696,8649,95,785
697,5934,22,845
698,7084,65,618
699,1934,21,925
700,8458,11,52
701,3856,82,204
702,7341,11,484
703,2706,92,738
704,5208,38,239
705,6221,37,998
706,1868,86,567
707,6499,98,720
708,6551,8,731
709,3951,86,492
710,2279,77,164
711,8343,79,24
712,4499,86,720
713,8441,1,296
714,5373,71,673
715,7193,90,423
716,1886,25,80
717,2814,33,581
718,8031,35,71
719,3175,29,625
720,7811,95,552
721,6073,84,281
722,6196,69,240
723,2167,12,165
724,5452,8,892
725,7838,90,806
726,3632,19,437
727,6650,33,765
728,9217,71,546
729,8857,87,173
730,8143,30,206
731,5605,66,378
732,6737,88,833
733,4590,36,749
734,4702,50,570
735,2395,55,870
736,6037,35,394
737,3753,24,579
738,2969,4,216
739,3887,44,506
740,5058,3,695
741,5888,41,610
742,3251,62,551
743,8577,64,633
744,3047,88,163
745,2838,83,516
746,2131,50,731
747,4455,2,812
748,6223,33,441
749,3441,56,58
750,7844,47,728
751,4430,29,408
752,4136,7,736
753,4151,18,161
754,5479,33,355
755,2001,8,965
756,1140,100,575
757,8516,90,782
758,1291,66,69
759,5578,8,536
760,3471,2,805
761,6015,89,988
762,9133,66,675
763,1615,75,428
764,5978,42,451
765,5302,79,924
766,6308,17,156
767,1983,13,93
768,4743,37,37
769,5615,49,636
770,3600,5,410
771,7237,19,470
772,1430,18,606
773,3001,19,979
774,4563,84,491
775,9389,93,332
776,6894,42,955
777,4202,15,316
778,3215,52,41
779,4068,72,818
780,9902,53,186
781,6387,36,569
782,6594,43,153
783,2533,46,765
784,7790,60,68
785,4865,49,170
786,9543,12,552
787,2306,71,19
788,1905,55,936
789,6621,46,694
790,6750,11,452
791,7551,29,273
792,8533,5,401
793,1463,58,731
794,3310,72,321
795,7654,85,595
796,3358,96,194
797,6399,29,697
798,4064,95,154
799,8774,41,296
800,3399,79,664
801,2588,20,771
802,2071,23,354
803,9110,68,356
804,5545,26,696
805,5329,76,704
806,9695,39,330
807,6161,21,368
808,7104,39,593
809,8853,8,31
810,1963,74,925
811,1970,49,375
812,6084,57,69
813,4434,21,786
814,2842,23,626
815,6218,9,347
816,2869,83,316
817,7648,88,653
818,3628,50,145
819,4344,87,104
820,9458,78,592
821,6187,48,431
822,5456,5,145
823,5929,76,599
824,4179,41,255
825,7554,82,96
826,4625,28,561
827,5512,2,302
828,6020,39,277
829,7810,92,676
830,3187,56,212
831,9864,54,118
832,5964,30,618
833,2755,93,607
834,6551,54,538
835,4704,80,205
836,7022,84,660
837,4433,2,922
838,3366,13,844
839,2463,96,974
840,5630,1,118
841,8478,19,485
842,9173,23,894
843,1808,18,558
844,1128,0,304
845,8582,13,789
846,5924,45,932
847,2175,94,248
848,1661,99,95
849,1532,78,976
850,5901,0,406
851,9485,26,827
852,7783,51,783
853,4995,11,215
854,7707,96,981
855,4096,29,819
856,8767,51,63
857,8240,86,572
858,5960,26,698
859,3391,94,734
860,6612,34,846
861,4606,81,645
862,4899,87,251
863,5606,29,416
864,9982,54,252
865,9562,46,24
866,9208,82,177
867,7325,72,961
868,5442,4,820
869,7552,49,247
870,1609,66,615
871,1493,31,293
872,7008,89,415
873,6294,96,293
874,8806,45,509
875,6638,3,501
876,9970,37,731
877,6280,99,530
878,5024,58,589
879,7651,78,549
880,7503,97,798
881,1148,1,68
882,3763,57,885
883,6271,8,397
884,2369,19,981
885,7511,89,752
886,5037,82,990
887,9693,73,452
888,9779,11,65
889,4072,85,672
890,6121,53,852
891,5666,37,746
892,4518,87,507
893,3612,82,28
894,8272,10,158
895,6374,13,957
896,9117,48,230
897,3825,31,694
898,2370,96,999
899,5219,83,95
900,6431,60,726
901,4143,92,168
902,9304,45,429
903,5637,4,454
904,5428,8,383
905,6652,30,329
906,2285,9,521
907,4851,51,941
908,4211,95,424
909,3192,61,370
910,6566,69,624
911,4918,8,9
912,7618,84,361
913,2424,56,578
914,6703,96,328
915,7120,62,86
916,2207,51,513
917,2951,77,80
918,7367,4,478
919,1150,17,235
920,5582,50,581
921,6434,52,394
922,9845,62,567
923,4585,4,187
924,5859,86,261
925,9331,5,889
926,1924,65,557
927,5569,45,262
928,7922,3,64
929,8121,79,777
930,5524,43,156
931,7276,60,912
932,7580,92,91
933,5110,30,814
934,6107,1,573
935,2838,36,337
936,9900,4,461
937,6737,68,792
938,6660,100,962
939,4785,0,445
940,9722,11,846
941,1965,37,843
942,2589,90,26
943,4272,37,140
944,5887,91,336
945,2426,71,480
946,4974,56,527
947,2622,68,997
948,2489,59,245
949,2674,69,649
950,5856,26,485
951,8692,62,119
952,6129,84,474
953,4775,100,300
954,9796,90,740
955,4036,46,809
956,2258,21,804
957,2020,33,933
958,9013,33,345
959,3384,30,299
960,1300,88,42
961,6930,65,529
962,4856,73,689
963,3791,14,84
964,4217,11,323
965,6108,22,720
966,6218,78,608
967,9064,18,197
968,6855,100,704
969,3028,28,835
970,8209,48,825
971,5183,15,646
972,1879,40,156
973,6160,95,358
974,4911,78,829
975,2264,59,368
976,6236,81,746
977,3976,71,240
978,7691,52,696
979,9779,27,835
980,1912,86,359
981,8561,100,849
982,1746,95,17
983,7032,79,273
984,2026,54,921
985,5143,85,204
986,1334,83,850
987,7315,39,195
988,4308,11,760
989,7846,13,38
990,3013,47,617
991,4265,80,251
992,7275,76,459
993,2027,27,390
994,1476,15,454
995,3163,84,345
996,7407,90,989
997,3705,8,61
998,1148,43,525
999,5307,45,578
1000,3310,65,409
1001,5374,62,936
1002,2373,42,380
1003,4893,95,775
1004,7795,94,443
1005,4088,66,964
1006,2658,93,728
1007,2240,100,866
1008,4788,69,465
1009,1338,83,577
1010,2197,42,405
1011,9694,81,671
1012,5211,28,808
1013,2172,56,410
1014,6355,18,124
1015,7904,41,544
1016,1236,48,411
1017,8953,54,716
1018,3746,84,266
1019,8126,6,457
1020,1639,72,680
1021,1731,65,958
1022,6706,96,510
1023,7918,5,750
1024,3992,22,765
1025,8556,69,896
1026,2425,95,425
1027,6738,10,802
1028,7253,51,587
1029,6223,40,423
1030,4722,46,356
1031,3815,11,938
1032,5631,64,952
1033,4223,29,64
1034,5984,8,94
1035,7939,76,433
1036,1549,8,723
1037,5510,12,651
1038,4735,99,996
1039,2799,83,493
1040,6708,62,443
1041,1001,66,538
1042,8763,90,805
1043,6647,61,338
1044,9786,11,400
1045,3818,13,3
1046,3244,10,54
1047,8606,24,533
1048,5300,4,437
1049,5382,18,699
1050,3713,59,11
1051,2813,41,380
1052,2853,92,45
1053,7040,77,851
1054,5420,16,126
1055,8605,47,645
1056,4946,71,878
1057,1727,67,71
1058,8439,32,4
1059,3731,4,85
1060,1292,94,307
1061,4891,96,797
1062,8076,49,869
1063,2396,86,482
1064,6612,96,789
1065,7318,62,979
1066,1874,97,244
1067,8754,19,747
1068,8261,80,939
1069,5633,92,749
1070,5662,4,336
1071,6102,82,855
1072,3590,43,873
1073,9893,44,661
1074,6054,3,473
1075,4326,55,803
1076,6845,4,943
1077,5187,40,404
1078,6589,16,325
1079,4921,18,520
1080,2188,27,114
1081,5278,7,40
1082,5380,86,157
1083,1896,85,508
1084,2750,30,32
1085,5591,62,519
1086,1029,49,307
1087,4848,77,768
1088,1753,4,567
1089,6809,31,196
1090,5645,2,406
1091,6534,56,731
1092,2098,86,502
1093,2696,23,279
1094,9890,50,801
1095,9578,81,333
1096,8093,39,152
1097,8772,15,465
1098,3266,83,1000
1099,4408,79,214
1100,6483,16,501
1101,2418,75,528
1102,2430,37,492
1103,7027,37,472
1104,1841,35,562
1105,4701,73,505
1106,2430,50,800
1107,9059,68,635
1108,6565,3,100
1109,5792,75,101
1110,2110,97,659
1111,8424,71,1000
1112,9451,38,329
1113,4016,70,653
1114,9817,37,200
1115,1232,90,520
1116,7936,45,207
1117,3184,91,937
1118,2252,35,396
1119,8421,94,862
1120,8454,95,143
1121,5213,64,877
1122,6637,90,968
1123,6411,3,571
1124,2681,6,988
1125,2836,83,677
1126,4156,74,159
1127,7217,24,361
1128,1569,76,816
1129,4528,59,563
1130,2314,23,649
1131,3614,75,930
1132,4576,85,671
1133,3737,0,902
1134,7184,55,640
1135,4015,94,849
1136,6525,62,328
1137,8249,57,422
1138,5715,48,66
1139,6046,5,929
1140,2089,75,304
1141,6753,56,918
1142,7535,73,816
1143,4717,90,454
1144,7993,26,513
1145,4572,87,241
1146,6024,53,221
1147,7619,14,161
1148,2221,68,602
1149,3298,29,952
1150,8048,65,474
1151,4430,0,192
1152,6368,52,696
1153,1409,72,211
1154,6165,61,145
1155,3034,56,270
1156,4624,84,204
1157,2959,73,903
1158,4641,24,920
1159,2658,46,886
1160,7424,69,870
1161,7827,44,103
1162,9328,42,63
1163,8725,33,54
1164,3563,78,946
1165,8677,78,422
1166,7541,78,765
1167,5530,12,706
1168,9826,30,834
1169,9890,91,252
1170,6589,10,671
1171,9431,32,686
1172,7370,29,75
1173,2941,62,855
1174,8207,55,522
1175,4887,84,41
1176,4375,70,179
1177,2755,88,996
1178,1163,43,419
1179,9266,84,239
1180,5685,98,179
1181,6398,86,822
1182,2994,42,356
1183,9930,45,934
1184,2471,77,928
1185,4933,51,319
1186,1678,64,49
1187,4483,55,91
1188,2176,82,592
1189,1626,36,277
1190,8195,64,562
1191,4267,90,677
1192,3626,74,250
1193,2812,81,175
1194,3853,1,307
1195,6035,94,579
1196,4045,90,518
1197,1078,41,48
1198,6963,83,282
1199,6293,97,978
1200,6513,80,519
1201,5880,73,395
1202,3499,5,136
1203,3230,26,202
1204,2023,61,933
1205,9981,38,320
1206,9247,1,11
1207,2350,20,138
1208,4508,100,615
1209,7741,95,902
1210,1856,66,882
1211,3486,4,465
1212,6606,34,56
1213,4164,7,210
1214,9442,6,362
1215,6305,2,247
1216,5628,61,552
1217,2690,90,343
1218,5552,13,840
1219,6710,25,131
1220,1392,9,446
1221,8453,68,527
1222,6976,13,303
1223,5973,3,486
1224,3496,35,900
1225,3156,55,425
1226,1592,77,956
1227,6409,85,328
1228,5052,99,971
1229,4229,39,612
1230,1691,83,647
1231,7814,68,282
1232,2242,100,368
1233,9771,94,275
1234,1518,11,332
1235,1099,14,604
1236,1936,65,790
1237,2640,45,361
1238,5319,85,482
1239,1242,25,872
1240,4656,21,957
1241,1001,30,503
1242,5888,81,51
1243,7533,89,543
1244,8306,7,50
1245,3955,55,884
1246,3288,55,549
1247,6195,94,739
1248,9286,35,824
1249,4648,24,221
1250,3322,6,871
1251,1844,39,317
1252,9992,62,295
1253,1199,4,253
1254,6457,86,863
1255,3425,47,744
1256,4241,81,76
1257,3131,17,223
1258,3643,36,314
1259,3960,75,262
1260,5890,24,49
1261,6330,0,122
1262,3812,5,285
1263,1095,59,985
1264,2019,58,213
1265,9946,35,36
1266,2646,88,19
1267,7103,90,389
1268,2037,7,486
1269,3439,67,898
1270,1167,69,408
1271,2795,96,516
1272,2972,50,580
1273,7608,12,295
1274,2203,40,717
1275,5305,2,618
1276,6072,1,905
1277,3651,15,556
1278,9739,33,475
1279,8496,97,771
1280,8781,63,848
1281,7142,50,608
1282,4454,66,541
1283,2651,83,178
1284,8273,19,827
1285,2840,10,999
1286,2349,51,928
1287,1597,28,404
1288,1725,84,577
1289,7144,7,496
1290,1564,59,966
1291,8367,10,868
1292,6831,60,263
1293,7333,56,226
1294,3424,24,123
1295,7694,51,136
1296,9510,72,893
1297,2389,82,918
1298,2579,74,310
1299,3480,41,348
1300,7919,66,324
1301,2346,58,796
1302,3311,20,996
1303,7425,16,862
1304,5959,64,478
1305,6233,48,335
1306,2977,20,328
1307,7800,62,826
1308,7697,15,525
1309,8509,30,346
1310,1084,57,439
1311,6664,51,847
1312,7801,57,272
1313,5805,28,23
1314,5642,95,674
1315,6540,31,306
1316,1962,2,426
1317,6338,86,414
1318,5518,28,228
1319,7187,24,793
1320,9860,9,53
1321,1596,54,195
1322,1845,7,919
1323,7485,8,235
1324,8417,69,446
1325,4172,29,748
1326,9701,74,825
1327,5197,82,999
1328,7194,37,330
1329,2917,10,650
1330,2941,35,436
1331,8575,91,874
1332,4213,34,233
1333,1776,86,557
1334,7118,20,654
1335,3644,90,613
1336,7241,47,185
1337,1845,91,237
1338,9010,68,685
1339,9964,5,438
1340,7172,62,278
1341,2073,82,246
1342,2156,8,702
1343,4875,7,222
1344,2923,53,519
1345,3868,95,172
1346,1207,19,679
1347,1328,43,660
1348,6059,33,636
1349,4867,34,320
1350,5530,94,923
1351,3450,17,760
1352,5215,49,158
1353,9326,37,298
1354,4668,81,997
1355,6580,88,50
1356,3162,69,198
1357,6930,45,848
1358,3364,20,24
1359,2442,63,53
1360,3208,55,986
1361,4714,87,214
1362,8051,50,750
1363,9909,30,726
1364,9287,64,141
1365,6897,44,22
1366,3966,29,598
1367,5452,75,994
1368,5562,18,246
1369,9548,99,570
1370,5797,8,171
1371,6148,23,559
1372,1297,24,691
1373,4798,6,120
1374,3561,10,802
1375,4401,65,369
1376,8074,92,94
1377,3164,17,86
1378,9397,37,83
1379,1237,12,496
1380,6300,47,928
1381,1515,84,414
1382,7107,59,211
1383,4897,88,600
1384,5477,96,629
1385,8166,82,500
1386,4610,76,681
1387,1323,94,835
1388,5082,96,743
1389,3973,10,630
1390,2213,48,391
1391,3527,48,762
1392,5038,93,406
1393,6723,84,155
1394,4391,46,954
1395,6640,0,193
1396,3246,31,600
1397,9022,7,280
1398,7541,78,13
1399,9873,90,372
1400,1555,35,53
1401,4509,8,463
1402,5300,6,826
1403,8808,59,892
1404,9072,43,221
1405,3893,68,544
1406,9219,5,778
1407,2467,92,207
1408,9535,49,45
1409,1589,57,285
1410,8692,82,534
1411,2597,57,440
1412,4158,50,471
1413,2123,86,337
1414,5207,64,262
1415,2602,90,594
1416,3919,22,745
1417,4086,5,361
1418,7942,98,570
1419,5490,95,171
1420,4695,95,1
1421,2582,46,838
1422,7823,42,566
1423,3875,52,503
1424,7294,22,910
1425,5792,7,506
1426,5599,5,410
1427,9570,8,699
1428,3161,13,857
1429,4751,7,985
1430,2379,45,282
1431,5955,53,868
1432,7436,0,309
1433,2960,75,834
1434,4869,27,42
1435,8575,18,670
1436,2234,73,484
1437,2245,55,431
1438,2900,54,102
1439,8855,4,873
1440,1241,38,732
1441,4638,21,617
1442,2195,10,569
1443,9447,0,945
1444,4608,5,361
1445,3746,8,832
1446,2334,24,979
1447,1588,22,166
1448,7236,7,868
1449,1652,72,393
1450,8866,64,616
1451,2032,8,780
1452,5723,42,355
1453,4484,53,857
1454,2316,80,926
1455,9630,47,404
1456,3936,8,362
1457,3835,66,857
1458,1012,6,293
1459,7674,13,499
1460,1912,17,858
1461,3827,46,971
1462,5026,99,597
1463,7539,58,49
1464,4539,41,728
1465,4271,28,93
1466,4552,39,332
1467,7723,75,261
1468,3558,38,96
1469,6191,71,403
1470,9378,74,823
1471,4142,88,951
1472,6712,4,59
1473,1639,67,882
1474,1475,94,307
1475,7930,64,766
1476,4595,47,854
1477,6889,88,50
1478,1378,17,539
1479,3975,100,27
1480,9940,39,364
1481,7960,49,668
1482,4276,16,123
1483,9311,20,910
1484,8926,100,814
1485,1927,33,245
1486,1658,53,349
1487,3496,20,40
1488,8811,39,241
1489,7826,18,58
1490,3197,37,436
1491,8031,38,377
1492,8811,48,937
1493,6515,93,245
1494,6105,23,351
