流id,流带宽,进入设备时间,发送流所需时间
173,8545,63,379
174,3287,75,197
175,9817,8,754
176,8136,32,302
177,4606,9,819
178,7122,53,917
179,3217,23,721
180,2214,75,294
181,8980,85,41
182,3633,27,587
183,1283,20,442
184,2795,0,354
185,3349,0,252
186,5005,84,815
187,3458,21,143
188,6628,98,875
189,1832,4,674
190,2261,98,89
191,3004,35,604
192,4766,35,228
193,6445,71,62
194,2978,13,597
195,6973,77,571
196,1482,48,573
197,2857,69,30
198,5428,25,774
199,5999,89,176
200,1272,76,354
201,3532,34,353
202,5157,59,712
203,6385,4,49
204,1214,45,988
205,6929,87,577
206,8636,35,458
207,1774,93,57
208,4035,10,871
209,2381,78,596
210,6902,85,201
211,8417,28,14
212,9344,71,403
213,9107,58,328
214,2689,53,331
215,1631,7,554
216,5063,13,415
217,3198,36,463
218,5209,13,530
219,1837,41,46
220,9287,62,179
221,5568,50,857
222,7358,53,703
223,7939,64,741
224,1366,95,173
225,9570,81,457
226,7677,27,602
227,7040,100,479
228,5672,75,295
229,4172,23,618
230,2550,26,439
231,9567,56,707
232,6471,97,631
233,1958,81,562
234,3559,54,252
235,7186,87,194
236,5356,80,239
237,4047,73,455
238,8952,36,424
239,8189,92,201
240,9493,36,206
241,5070,98,296
242,7222,61,910
243,5973,31,807
244,7856,69,599
245,6047,54,46
246,2220,15,891
247,4602,57,135
248,8912,66,801
249,7239,27,397
250,7855,88,828
251,3666,99,343
252,6093,8,983
253,8826,30,605
254,4361,5,772
255,6920,98,426
256,1065,23,161
257,8292,57,524
258,8193,8,701
259,5132,5,314
260,9480,64,107
261,9494,13,281
262,1040,59,525
263,3155,71,617
264,1583,24,941
265,3660,83,609
266,2503,6,314
267,9826,50,425
268,4625,96,227
269,2812,94,54
270,7688,92,673
271,3910,21,57
272,2847,48,397
273,8360,87,744
274,3419,14,292
275,5647,94,3
276,7150,38,794
277,4102,30,795
278,4699,82,59
279,7934,18,571
280,3605,92,577
281,4999,92,955
282,2504,19,309
283,8187,18,970
284,1743,32,848
285,6575,80,885
286,7797,81,343
287,2683,98,59
288,4863,62,969
289,7324,14,360
290,5277,54,652
291,3009,88,924
292,7242,17,954
293,8497,83,930
294,6362,68,606
295,4308,19,505
296,5921,98,188
297,2340,50,590
298,4350,24,628
299,4625,59,469
300,1807,46,695
301,3174,49,805
302,2750,69,652
303,8025,13,394
304,1991,32,676
305,1523,56,309
306,1660,58,923
307,4429,42,858
308,4498,71,35
309,6010,61,871
310,3813,34,499
311,1441,74,677
312,6432,94,414
313,2662,4,124
314,8243,41,133
315,2566,92,517
316,6110,99,862
317,1214,79,898
318,2179,59,336
319,5508,83,616
320,3248,9,589
321,4265,2,371
322,9817,92,9
323,2591,21,974
324,1702,17,148
325,9821,35,478
326,3659,28,971
327,8575,36,707
328,7747,88,654
329,5824,1,145
330,8220,93,713
331,2598,48,710
332,4860,20,684
333,6055,37,910
334,7722,79,521
335,4006,75,554
336,2079,45,26
337,9184,51,668
338,6018,50,332
339,2704,0,748
340,2349,38,899
341,8315,90,266
342,8931,35,283
343,9483,20,542
344,5472,36,273
345,6461,43,199
346,3529,3,181
347,1132,96,394
348,1472,21,16
349,4415,59,4
350,5699,50,311
351,8754,46,738
352,5036,22,460
353,2531,79,277
354,8230,25,579
355,8493,51,551
356,4013,25,832
357,1840,55,229
358,5292,92,476
359,3591,26,64
360,1423,46,904
361,5823,32,689
362,8600,59,880
363,3387,18,653
364,3850,43,833
365,1111,73,655
366,8708,70,776
367,4100,0,547
368,5749,45,648
369,6389,56,584
370,5789,41,605
371,1016,32,170
372,2557,64,329
373,5991,62,363
374,2636,61,892
375,9966,2,989
376,5293,95,26
377,3283,77,19
378,4649,35,659
379,2909,27,665
380,9447,24,367
381,4354,30,259
382,9068,74,4
383,1790,43,104
384,8531,62,775
385,6730,64,808
386,3532,7,729
387,1724,45,559
388,9965,55,750
389,6668,59,951
390,5836,14,921
391,5067,74,383
392,1027,6,189
393,2402,16,488
394,4347,46,699
395,8630,67,153
396,3015,66,847
397,8501,98,330
398,1722,91,857
399,7564,46,189
400,3739,62,654
401,4237,57,56
402,8708,86,87
403,5141,24,203
404,3851,22,102
405,9056,3,779
406,6265,57,908
407,6336,12,346
408,8256,80,296
409,3136,13,737
410,2724,70,496
411,9616,55,976
412,2130,84,802
413,5640,39,647
414,3910,34,791
415,7833,60,131
416,7293,57,869
417,9287,28,306
418,3107,83,317
419,7756,65,559
420,8991,84,943
421,1688,60,35
422,3316,76,747
423,6722,33,208
424,9433,83,202
425,6512,36,580
426,5844,97,993
427,5360,0,418
428,9237,73,30
429,4353,95,613
430,3535,100,844
431,5038,59,494
432,6503,57,675
433,9245,20,467
434,1271,30,914
435,9478,44,351
436,7600,53,825
437,1494,45,754
438,9298,52,861
439,5659,0,677
440,5511,42,388
441,8917,37,49
442,8705,87,948
443,2599,96,401
444,8953,8,274
445,3456,91,775
446,5835,45,920
447,6873,28,202
448,4210,28,367
449,4513,34,892
450,4633,98,990
451,3989,86,926
452,2164,85,587
453,1253,72,107
454,7507,38,800
455,9125,51,892
456,3536,91,858
457,7921,6,86
458,6612,58,146
459,1305,66,313
460,5035,31,285
461,1067,91,112
462,8057,69,922
463,4402,55,752
464,7523,66,255
465,3519,36,442
466,3880,67,247
467,4660,28,703
468,4882,5,171
469,1023,27,992
470,9734,29,685
471,2701,63,15
472,7931,8,821
473,5569,95,195
474,8377,57,760
475,1200,23,59
476,1523,65,102
477,3651,47,20
478,1129,50,583
479,1214,25,741
480,3890,66,36
481,7305,81,230
482,4393,47,884
483,3983,63,460
484,1499,40,153
485,1985,9,717
486,2098,21,570
487,8852,76,450
488,6256,37,51
489,6590,79,901
490,8466,39,30
491,4352,77,52
492,1873,88,348
493,8779,97,901
494,5489,54,985
495,5616,29,450
496,3838,35,691
497,1282,9,685
498,6692,80,500
499,2712,52,698
500,5579,21,948
501,1869,65,356
502,6486,55,654
503,4151,57,663
504,8716,90,99
505,6228,42,31
506,4124,44,930
507,4388,35,495
508,4858,37,439
509,5880,99,150
510,5832,60,845
511,3242,33,604
512,5502,21,165
513,6749,56,64
514,6265,4,463
515,5993,19,314
516,4347,54,482
517,7943,71,42
518,6993,25,415
519,6095,14,938
520,8768,69,125
521,2526,40,3
522,8591,68,309
523,1319,27,206
524,8783,38,253
525,2594,10,443
526,4942,65,34
527,9719,94,885
528,3208,16,727
529,9646,71,212
530,6774,58,883
531,9352,1,432
532,2818,82,27
533,1760,27,176
534,6985,97,750
535,4400,73,429
536,8555,41,408
537,2846,54,884
538,5929,13,788
539,4827,68,836
540,4845,77,268
541,4999,33,325
542,6665,40,408
543,3347,35,688
544,3468,88,185
545,7448,30,914
546,1193,4,679
547,1973,16,223
548,1006,24,941
549,2220,69,258
550,8847,64,641
551,9286,8,148
552,5810,8,874
553,3393,26,142
554,9234,81,671
555,5484,95,460
556,6509,46,933
557,8656,85,897
558,3512,52,246
559,4761,5,16
560,4721,62,786
561,8076,42,350
562,9483,23,858
563,9228,100,354
564,2062,88,576
565,2622,98,170
566,1576,14,831
567,1458,71,554
568,2694,22,146
569,7264,27,932
570,8305,66,381
571,1109,81,330
572,4780,1,638
573,8368,56,937
574,5331,55,386
575,7771,19,624
576,2237,89,817
577,8727,34,147
578,5723,27,276
579,5265,41,579
580,2411,15,571
581,7418,58,932
582,4228,21,191
583,6704,17,73
584,2837,6,71
585,3975,8,383
586,2244,56,828
587,6520,9,392
588,5435,54,855
589,6539,30,352
590,4977,63,667
591,1100,81,611
592,2721,82,45
593,2387,82,205
594,6550,2,915
595,1918,39,495
596,8185,23,901
597,9193,89,755
598,7818,26,392
599,9875,63,85
600,2871,63,697
601,6209,95,661
602,3667,64,316
603,9289,60,113
604,1599,94,733
605,8852,54,537
606,6983,67,297
607,6528,18,244
608,7282,80,157
609,4196,66,141
610,2228,46,486
611,8142,48,359
612,7369,42,940
613,5336,35,562
614,4689,49,112
615,3174,99,744
616,2401,58,175
617,1641,37,638
618,5069,24,748
619,2563,55,929
620,3817,100,81
621,8861,27,592
622,3630,31,523
623,3713,83,638
624,8040,59,128
625,6051,37,191
626,1229,58,333
627,1924,6,311
628,7466,21,135
629,6640,55,275
630,4256,19,104
631,9980,90,270
632,9612,38,894
633,1226,94,335
634,1728,2,227
635,7049,72,906
636,3182,89,496
637,9282,60,375
638,2221,62,303
639,8715,70,653
640,7097,0,588
641,4118,69,350
642,7686,9,102
643,8108,85,962
644,7634,71,447
645,8278,42,338
646,9766,82,398
647,2064,62,930
648,3006,31,623
649,1414,69,827
650,1684,4,959
651,4141,37,120
652,5087,100,275
653,7973,73,24
654,3682,14,676
655,2048,67,338
656,4838,66,338
657,8125,8,37
658,3680,54,648
659,2679,42,842
660,3593,82,481
661,7404,79,2
662,3114,7,745
663,1181,23,630
664,9703,38,249
665,1513,85,68
666,5031,69,233
667,4299,94,316
668,8514,28,544
669,6994,17,321
670,2396,56,970
671,1435,70,994
672,9204,23,407
673,9109,70,775
674,2369,43,938
675,6058,100,836
676,4061,6,628
677,1821,44,613
678,1907,54,680
679,2054,59,134
680,6717,39,842
681,7670,36,182
682,4202,64,478
683,6477,19,131
684,9549,51,702
685,9428,31,826
686,3787,68,632
687,4632,56,686
688,2763,43,267
689,8552,58,783
690,5360,3,187
691,9311,69,249
692,6126,41,737
693,3660,12,135
694,1367,29,34
695,5198,68,652
696,2486,67,561
697,3392,21,211
698,2489,11,246
699,8576,42,840
700,1217,78,20
701,2829,57,248
702,7541,32,740
703,2410,60,307
704,4146,47,661
705,9442,53,495
706,6917,49,299
707,3050,46,317
708,2682,74,781
709,2740,11,203
710,5542,97,998
711,6136,59,828
712,7620,9,398
713,6138,67,478
714,5334,62,343
715,7493,13,484
716,4683,88,154
717,3585,69,260
718,2121,46,301
719,8843,69,859
720,3487,92,116
721,9860,70,780
722,5325,10,768
723,9108,48,579
724,2801,72,767
725,3320,53,571
726,2672,78,563
727,9527,89,328
728,7027,19,239
729,5767,59,499
730,6078,54,969
731,5647,13,556
732,2860,83,437
733,4362,94,187
734,3135,85,228
735,4134,73,441
736,7259,75,543
737,1204,29,832
738,7801,32,818
739,5370,35,166
740,3169,82,103
741,6851,37,548
742,6090,38,496
743,3613,66,524
744,4060,28,379
745,5665,24,340
746,9321,3,156
747,2035,45,819
748,1842,66,326
749,6236,80,591
750,6773,57,469
751,8063,66,839
752,6475,60,141
753,4234,34,390
754,7694,71,534
755,4286,65,929
756,5226,72,804
757,8800,81,366
758,1900,32,100
759,8511,96,387
760,9949,4,514
761,6196,80,909
762,2605,86,364
763,8442,74,898
764,2348,68,602
765,2137,86,564
766,4411,81,921
767,9880,15,978
768,5366,54,532
769,9371,42,256
770,2325,33,845
771,7931,13,422
772,4603,28,861
773,5171,76,319
774,4645,35,262
775,6799,99,935
776,1173,26,554
777,4755,61,168
778,3538,42,3
779,6344,77,430
780,8552,95,210
781,3213,56,707
782,8047,23,95
783,8989,25,812
784,3213,65,741
785,1209,50,587
786,2956,26,349
787,8756,59,122
788,3185,31,912
789,2253,77,504
790,3140,25,517
791,4735,3,60
792,4668,59,227
793,4825,54,497
794,4479,24,414
795,3047,69,722
796,5295,53,692
797,1739,77,265
798,9512,23,253
799,2768,23,241
800,1085,60,789
801,6807,28,944
802,4394,53,526
803,1877,98,550
804,6166,38,148
805,4451,93,349
806,5751,68,256
807,7852,78,276
808,5120,65,675
809,7729,25,906
810,1658,80,998
811,3356,82,199
812,7983,90,632
813,2549,63,496
814,7998,61,547
815,4629,16,466
816,1678,69,837
817,6441,62,588
818,1430,24,869
819,6359,79,494
820,1335,77,218
821,2798,94,665
822,1695,73,630
823,1167,28,547
824,7552,96,969
825,3686,92,863
826,7939,97,128
827,2015,71,466
828,5190,81,483
829,7183,7,107
830,1335,17,991
831,6230,54,747
832,1287,57,154
833,8193,28,456
834,5976,14,795
835,8743,28,596
836,2523,27,127
837,8483,23,398
838,4474,87,382
839,3245,3,35
840,8315,91,941
841,8562,98,810
842,6257,51,43
843,8238,73,358
844,7173,19,781
845,3547,92,702
846,3827,74,65
847,1302,10,224
848,1175,51,724
849,6939,82,993
850,9501,1,543
851,8095,26,573
852,9506,45,683
853,5364,38,457
854,8550,17,360
855,9015,34,88
856,1833,55,85
857,4161,3,686
858,5290,61,536
859,3290,19,924
860,7162,30,46
861,7293,93,66
862,5456,48,615
863,6937,6,594
864,4172,36,450
865,5632,52,128
866,6638,71,846
867,7763,39,266
868,3906,82,92
869,4027,64,922
870,9019,11,113
871,9226,15,133
872,9968,68,769
873,3814,98,447
874,1902,52,300
875,1016,42,25
876,9340,30,148
877,6479,22,532
878,1253,17,297
879,3874,37,13
880,2726,48,755
881,6366,26,873
882,5153,30,73
883,6428,87,704
884,1635,82,402
885,3309,47,647
886,1440,56,569
887,4567,0,356
888,2695,79,831
889,6292,71,424
890,7971,81,463
891,1048,47,776
892,9978,61,54
893,7325,2,350
894,5202,14,709
895,9947,72,541
896,3892,37,254
897,2813,55,72
898,2013,84,126
899,2095,78,848
900,4492,33,635
901,5812,21,1
902,3348,19,399
903,1354,63,297
904,7773,30,22
905,9934,34,467
906,3833,14,488
907,6176,96,442
908,2338,52,587
909,8658,72,123
910,3677,4,299
911,6751,75,500
912,5149,54,425
913,8434,48,918
914,7433,87,420
915,6214,82,654
916,4371,52,232
917,5731,58,700
918,6550,57,226
919,7654,39,62
920,1882,25,910
921,1166,33,843
922,2951,68,453
923,5089,100,588
924,5349,24,10
925,3808,36,23
926,8582,85,265
927,1554,58,157
928,3927,98,285
929,5311,42,247
930,6868,86,411
931,9828,14,517
932,1095,40,950
933,1837,17,483
934,1869,81,529
935,4502,35,687
936,8756,47,781
937,3489,8,756
938,6052,59,47
939,9135,18,969
940,6201,91,786
941,5827,5,539
942,2483,59,999
943,5422,90,82
944,1819,24,983
945,9047,79,590
946,9525,96,872
947,6004,44,471
948,2696,4,700
949,6534,32,8
950,8512,24,244
951,3190,23,119
952,4394,41,778
953,8064,98,792
954,8566,67,379
955,6676,5,746
956,6325,41,555
957,5773,33,612
958,9051,67,684
959,1903,18,672
960,6246,73,16
961,3286,86,390
962,5732,92,196
963,9978,2,801
964,7941,40,290
965,1607,44,71
966,1206,67,736
967,6087,44,272
968,3660,11,341
969,2167,60,51
970,9460,24,976
971,1237,35,548
972,8296,92,498
973,3002,11,540
974,4734,89,501
975,2919,22,665
976,5831,56,357
977,6694,11,898
978,7143,27,670
979,1280,33,164
980,1540,80,327
981,7052,36,891
982,1173,66,405
983,1629,27,477
984,7255,57,341
985,1313,32,895
986,8983,72,367
987,6235,70,521
988,6665,24,88
989,5221,78,110
990,2818,10,4
991,2681,8,896
992,1607,31,366
993,6786,73,317
994,4804,61,771
995,5489,75,348
996,3356,7,817
997,9825,7,166
998,7198,89,122
999,3603,16,683
1000,1556,21,215
1001,8241,17,167
1002,5260,14,301
1003,3521,82,549
1004,3703,80,843
1005,8704,96,46
1006,8710,69,550
1007,9818,1,889
1008,6843,77,690
1009,2446,5,698
1010,6132,88,380
1011,8216,57,556
1012,2701,29,73
1013,3127,3,596
1014,2366,13,135
1015,6204,30,58
1016,5282,35,948
1017,4665,28,319
1018,4970,78,803
1019,1116,72,842
1020,9233,10,378
1021,6655,37,365
1022,5002,49,674
1023,6354,88,69
1024,3027,46,704
1025,3980,60,388
1026,7045,15,447
1027,5232,34,926
1028,3614,53,683
1029,7699,71,632
1030,2133,99,201
1031,8554,81,360
1032,4238,19,131
1033,4637,90,394
1034,4482,51,533
1035,4421,30,155
1036,5606,16,236
1037,5420,4,136
1038,6445,89,528
1039,5006,61,128
1040,1998,2,879
1041,4335,70,854
1042,2639,88,596
1043,7149,67,591
1044,4157,9,121
1045,3102,82,69
1046,3834,79,264
1047,3226,56,750
1048,3313,12,170
1049,5225,25,82
1050,5592,75,629
1051,2904,66,684
1052,1533,86,792
1053,3315,68,225
1054,3244,96,782
1055,4232,64,470
1056,9083,32,149
1057,6155,95,739
1058,7551,53,560
1059,2776,20,424
1060,9626,67,944
1061,9477,12,493
1062,7748,1,124
1063,3294,70,711
1064,2289,76,728
1065,3870,91,170
1066,1294,45,745
1067,4063,80,207
1068,8597,43,462
1069,6142,85,356
1070,3112,19,996
1071,4452,36,264
1072,6768,20,963
1073,3138,59,78
1074,6173,27,628
1075,2342,23,102
1076,3987,2,95
1077,9826,35,644
1078,9074,91,802
1079,7089,33,712
1080,4678,80,557
1081,1679,99,206
1082,6281,99,47
1083,6038,94,447
1084,5781,2,531
1085,9945,63,930
1086,7328,67,57
1087,1637,44,811
1088,7837,92,502
1089,2720,74,353
1090,6481,77,471
1091,9850,84,850
1092,6943,21,719
1093,4072,78,933
1094,3531,60,450
1095,1485,52,881
1096,7853,63,935
1097,4873,13,176
1098,4625,0,263
1099,5272,39,360
1100,9212,37,136
1101,3599,68,944
1102,9178,33,619
1103,5364,8,912
1104,5577,19,735
1105,2358,97,321
1106,7545,55,118
1107,6525,95,503
1108,5447,70,148
1109,3346,39,890
1110,3798,89,92
1111,1191,92,608
1112,1495,90,341
1113,9374,59,564
1114,1068,17,511
1115,1192,60,884
1116,2529,53,627
1117,6258,76,647
1118,8557,60,401
1119,4271,97,844
1120,6379,58,11
1121,3665,27,992
1122,2596,24,562
1123,4876,14,562
1124,7527,24,192
1125,1203,73,63
1126,2649,91,149
1127,7033,63,517
1128,2026,98,591
1129,9864,44,404
1130,6539,67,208
1131,7800,13,694
1132,1555,1,707
1133,6254,57,997
1134,3248,96,235
1135,5334,20,193
1136,1177,90,202
1137,2316,11,920
1138,7697,68,961
1139,3048,76,869
1140,7968,66,496
1141,5750,40,999
1142,1628,80,189
1143,9245,66,302
1144,7446,96,739
1145,7003,9,804
1146,1282,7,503
1147,9428,97,329
1148,7737,62,407
1149,5005,61,242
1150,4915,39,592
1151,5543,24,289
1152,6355,36,907
1153,8640,23,494
1154,2951,95,242
1155,8206,69,42
1156,2209,7,684
1157,2558,74,228
1158,9487,50,60
1159,6224,34,236
1160,4768,70,753
1161,4250,1,926
1162,6699,42,188
1163,5791,87,641
1164,2210,31,687
1165,4843,82,378
1166,5917,29,94
1167,6962,2,425
1168,6344,51,821
1169,2682,21,219
1170,6869,96,308
1171,1729,44,621
1172,5320,12,27
1173,7327,86,627
1174,3479,70,23
1175,2043,93,698
1176,1929,52,647
1177,5384,1,118
1178,7851,90,62
1179,6275,75,312
1180,6541,81,104
1181,2602,97,505
1182,3604,42,580
1183,2476,57,139
1184,2135,33,639
1185,7645,79,244
1186,3507,19,175
1187,4354,43,657
1188,1765,96,811
1189,1794,24,396
1190,4876,64,199
1191,2587,8,693
1192,2455,28,924
1193,3023,43,358
1194,7297,59,139
1195,4388,44,450
1196,7329,45,723
1197,9070,73,577
1198,7759,27,315
1199,2392,60,739
1200,5342,55,496
1201,5018,71,874
1202,9670,29,873
1203,9309,0,537
1204,2214,24,851
1205,7635,50,357
1206,2869,49,161
1207,2921,98,901
1208,1370,44,712
1209,2452,54,545
1210,2302,78,484
1211,6653,29,873
1212,2181,8,245
1213,4042,22,157
1214,6269,17,655
1215,8640,48,354
1216,9645,70,334
1217,4798,75,401
1218,8519,79,586
1219,7526,43,896
1220,8075,49,788
1221,4374,60,999
1222,5169,72,686
1223,6497,7,976
1224,2328,63,361
1225,5064,31,91
1226,2663,68,950
1227,3825,77,328
1228,8545,55,991
1229,8376,18,8
1230,6030,6,425
1231,8615,16,460
1232,7227,81,114
1233,3772,62,84
1234,2004,95,87
1235,2463,26,512
1236,6002,96,291
1237,3973,8,702
1238,1143,4,579
1239,6759,68,287
1240,1288,42,495
1241,4495,44,903
1242,7227,75,553
1243,6946,25,779
1244,2378,58,191
1245,9516,0,78
1246,8313,50,584
1247,9145,18,628
1248,9839,14,873
1249,3573,54,975
1250,9308,58,417
1251,1859,71,62
1252,1195,41,664
1253,2658,8,861
1254,1325,37,353
1255,3108,26,213
1256,1113,85,999
1257,2836,48,134
1258,1186,96,603
1259,3100,30,763
1260,9824,39,36
1261,1472,46,552
1262,3971,54,130
1263,8400,83,886
1264,4080,53,11
1265,4974,23,131
1266,1142,66,478
1267,3022,72,331
1268,8677,59,121
1269,9370,63,334
1270,7020,78,893
1271,9516,48,966
1272,8618,34,75
1273,1690,31,550
1274,4587,45,381
1275,9465,60,78
1276,6650,44,437
1277,2184,99,611
1278,6045,29,7
1279,8184,40,163
1280,5924,5,584
1281,6097,54,748
1282,1562,75,710
1283,4418,82,115
1284,8821,6,86
1285,3351,90,270
1286,1129,95,136
1287,5650,5,269
1288,5563,15,992
1289,5459,71,735
1290,6629,61,804
1291,7838,45,900
1292,2311,84,2
1293,9271,72,481
1294,2502,26,237
1295,1059,1,120
1296,7003,54,741
1297,1778,73,69
1298,4957,63,526
1299,2049,71,896
1300,4869,26,325
1301,4364,73,389
1302,8205,37,895
1303,3161,75,20
1304,6162,22,677
1305,1564,67,927
1306,2638,31,568
1307,1916,4,242
1308,7463,97,472
1309,4015,95,493
1310,1764,23,900
1311,2725,87,662
1312,7900,40,706
1313,2315,19,817
1314,9800,39,455
1315,2192,84,903
1316,7290,34,999
1317,5820,3,209
1318,1741,90,379
1319,7900,31,975
1320,5455,22,705
1321,9870,25,990
1322,1510,44,815
1323,8358,18,2
1324,6791,86,328
1325,4723,38,299
1326,8526,94,730
1327,4984,7,466
1328,1126,39,69
1329,7223,21,803
1330,8080,55,39
1331,6234,33,930
1332,9155,33,649
1333,6458,68,395
1334,4153,77,249
1335,4510,87,800
1336,2207,54,812
1337,4533,80,249
1338,5003,37,506
1339,4233,50,560
1340,2455,91,224
1341,5176,37,925
1342,3748,15,486
1343,8816,77,798
1344,3023,4,767
1345,2058,70,590
1346,3142,22,974
1347,6104,96,91
1348,8344,76,482
1349,9705,52,519
1350,8840,95,834
1351,2178,95,899
1352,9587,46,724
1353,8428,14,771
1354,8021,14,390
1355,9910,40,453
1356,7454,75,591
1357,9982,2,365
1358,2164,6,233
1359,4343,63,733
1360,8599,52,214
1361,6702,58,245
1362,5584,44,545
1363,6959,43,342
1364,3447,20,434
1365,9660,36,344
1366,1697,92,260
1367,1923,81,395
1368,9297,34,137
1369,4598,3,582
1370,8139,43,611
1371,3745,71,743
1372,1604,27,380
1373,5803,35,33
1374,3189,69,327
1375,8280,34,746
1376,6573,55,976
1377,4814,91,787
1378,7237,28,305
1379,2768,60,998
1380,5136,80,912
1381,9151,63,808
1382,5251,7,125
1383,8884,44,418
1384,4017,15,313
1385,5077,77,29
1386,5883,33,840
1387,2436,24,758
1388,9134,36,894
1389,5704,77,41
1390,2983,87,10
1391,4919,63,464
1392,7600,7,374
1393,2958,36,619
1394,1533,94,669
1395,7304,61,94
1396,7602,29,627
1397,8251,20,619
1398,6493,26,638
1399,6072,45,628
1400,1768,42,292
1401,6646,54,764
1402,4565,35,787
1403,8476,10,87
1404,4596,2,997
1405,8840,21,337
1406,6265,61,391
1407,5255,41,186
1408,7854,66,453
1409,1120,18,672
1410,6405,9,818
1411,5962,2,296
1412,5691,16,33
1413,5036,11,540
1414,6085,97,53
1415,8425,64,803
1416,5359,30,487
1417,5650,15,262
1418,6184,54,964
1419,6274,55,236
1420,1302,62,478
1421,8816,47,77
1422,9536,67,501
1423,5969,7,939
1424,7559,22,661
1425,3159,73,228
1426,3662,1,217
1427,1511,74,801
1428,2346,16,233
1429,3942,49,837
1430,2036,13,40
1431,5636,85,59
1432,5748,99,900
1433,2685,36,413
1434,3402,0,498
1435,5377,5,9
1436,2225,19,962
1437,6664,30,823
1438,1365,82,52
1439,4955,69,998
1440,2962,9,373
1441,7166,66,284
1442,8726,67,368
1443,5156,28,546
1444,5207,50,652
1445,4979,53,410
1446,3599,85,824
1447,2827,65,902
1448,7487,48,943
1449,3794,40,508
1450,3843,31,124
1451,1990,40,399
1452,2373,94,879
1453,4446,66,922
1454,3287,50,250
1455,1366,98,943
1456,3470,14,940
1457,5521,79,690
1458,7467,14,94
1459,4515,95,967
1460,9585,52,631
1461,1253,52,6
1462,9878,82,691
1463,1912,37,752
1464,6622,86,497
1465,7843,91,759
1466,6602,9,233
1467,8562,3,43
1468,8458,47,764
1469,9922,23,633
1470,4099,61,327
1471,5373,93,871
1472,7017,50,289
1473,5035,53,512
1474,8646,47,603
1475,7983,12,123
1476,1526,67,177
1477,8561,1,508
1478,1800,34,519
1479,8120,94,764
1480,5296,30,129
1481,9117,23,888
1482,7845,72,167
1483,3777,81,576
1484,1333,99,1000
1485,8226,34,416
1486,4451,78,513
1487,4755,96,995
1488,1044,32,59
1489,1149,67,859
1490,3814,24,461
1491,1179,16,145
1492,6325,99,259
1493,3137,71,294
1494,1716,71,757
