流id,流带宽,进入设备时间,发送流所需时间
290,8298,0,223
291,7156,87,124
292,7084,88,667
293,6497,34,903
294,7396,62,860
295,5478,42,437
296,7447,99,725
297,4542,38,796
298,7084,33,976
299,3926,54,682
300,2458,43,607
301,6738,92,749
302,4353,31,738
303,9161,11,916
304,1920,49,907
305,2923,82,344
306,2664,9,317
307,1191,1,117
308,1391,23,48
309,7582,84,758
310,9665,3,686
311,4640,83,945
312,7193,55,893
313,1114,64,385
314,9755,12,350
315,2399,47,754
316,2954,12,353
317,1642,68,157
318,3123,0,194
319,5362,13,812
320,1875,76,941
321,2055,53,42
322,8440,5,97
323,7264,91,723
324,9278,29,93
325,1622,44,873
326,6442,45,653
327,4484,53,537
328,7563,35,724
329,6006,33,405
330,5827,95,196
331,7817,66,797
332,9441,84,927
333,8830,73,405
334,1022,6,912
335,2031,2,137
336,9799,27,829
337,6260,88,847
338,2590,24,862
339,3317,77,547
340,6213,85,804
341,9105,3,415
342,1633,24,163
343,2488,73,679
344,7766,81,134
345,9499,18,889
346,9518,33,845
347,5188,22,835
348,2368,70,653
349,5363,45,723
350,8676,38,920
351,9776,80,507
352,2055,34,116
353,6241,54,159
354,6781,37,47
355,1047,33,925
356,6086,49,552
357,3716,7,160
358,2841,7,325
359,3252,78,648
360,1087,61,718
361,3311,69,843
362,4671,5,211
363,6374,6,105
364,4220,61,910
365,4832,21,447
366,6401,62,92
367,9197,27,767
368,1613,84,167
369,7555,2,529
370,2062,38,119
371,9731,26,289
372,5428,11,292
373,3320,37,785
374,9438,6,468
375,9775,0,68
376,6559,11,182
377,9968,69,457
378,1345,62,314
379,5622,95,361
380,1798,98,491
381,1350,70,920
382,5415,30,904
383,4019,95,598
384,2181,78,680
385,2059,14,490
386,2767,69,257
387,5137,46,604
388,1467,17,386
389,8626,21,619
390,4065,98,437
391,9215,37,113
392,7867,75,98
393,9247,68,780
394,3102,52,333
395,8235,77,839
396,6746,86,594
397,1898,35,701
398,1059,17,254
399,1538,29,646
400,1721,17,906
401,8808,76,468
402,7184,12,641
403,6424,68,974
404,9485,57,591
405,6259,15,237
406,6247,76,105
407,3403,80,951
408,5556,90,581
409,3537,41,82
410,1995,5,590
411,1317,1,636
412,4834,39,331
413,9555,82,701
414,7454,94,449
415,8522,54,270
416,9669,55,776
417,7656,8,284
418,9159,32,344
419,2582,49,845
420,7733,53,181
421,5033,22,132
422,5514,47,900
423,5443,4,573
424,8791,91,490
425,4054,50,298
426,4921,94,144
427,2530,36,143
428,1019,29,332
429,5777,21,550
430,8188,6,260
431,6576,76,141
432,4523,41,886
433,6466,33,153
434,4604,36,947
435,8107,50,914
436,3022,93,630
437,3019,90,929
438,7158,69,392
439,2150,73,537
440,4478,57,267
441,9437,21,162
442,5541,60,471
443,5681,83,182
444,4726,84,181
445,9995,93,576
446,1367,45,211
447,3893,50,378
448,9135,41,13
449,3549,20,963
450,1260,4,963
451,3063,89,723
452,3780,41,903
453,3985,4,906
454,2748,10,978
455,7186,75,267
456,6948,36,676
457,4189,76,883
458,3472,21,662
459,8946,4,912
460,1767,45,19
461,6056,72,634
462,5443,100,328
463,3006,11,988
464,7924,67,178
465,2961,88,408
466,6514,33,293
467,2822,50,870
468,6033,43,577
469,1064,44,279
470,2961,59,539
471,2966,22,330
472,3316,69,872
473,8581,76,275
474,1367,70,264
475,6147,93,500
476,6305,88,825
477,1822,23,83
478,6659,98,198
479,9380,41,539
480,3468,56,391
481,5781,4,360
482,6920,24,507
483,6442,3,452
484,8929,85,760
485,9361,55,333
486,8791,12,592
487,8562,83,268
488,5697,98,369
489,8323,4,433
490,5411,45,942
491,3891,15,490
492,8999,76,401
493,8917,18,617
494,3410,47,257
495,2396,76,756
496,8259,2,248
497,7406,93,537
498,4954,100,439
499,4096,19,354
500,8326,7,448
501,3921,65,261
502,8377,33,642
503,2909,50,737
504,6262,98,187
505,8400,25,635
506,1168,94,470
507,9169,30,777
508,9828,25,662
509,7251,39,244
510,1226,72,539
511,7638,35,736
512,5523,2,606
513,1070,99,179
514,1065,18,102
515,9680,43,536
516,3315,53,42
517,6337,50,133
518,7290,14,477
519,5637,96,479
520,6830,41,209
521,9577,37,482
522,9474,60,9
523,9101,4,670
524,3378,0,460
525,1840,6,651
526,3831,56,504
527,6722,34,77
528,4672,34,486
529,7897,98,181
530,2739,49,882
531,5249,67,557
532,6668,52,570
533,4719,20,805
534,8053,58,379
535,6746,60,926
536,5549,39,701
537,8239,77,332
538,9418,82,403
539,4228,68,411
540,3366,94,334
541,5331,41,645
542,1660,41,17
543,1965,6,786
544,4661,41,282
545,5888,95,533
546,7937,31,382
547,2458,32,624
548,4962,65,579
549,8226,14,50
550,1894,45,257
551,1042,8,637
552,2716,24,299
553,7055,11,208
554,1404,25,158
555,8800,9,228
556,9921,34,29
557,9442,5,984
558,7915,29,644
559,5832,85,951
560,3740,85,517
561,4977,9,922
562,1230,44,621
563,9625,15,888
564,4339,32,817
565,1650,37,701
566,1567,96,320
567,7813,92,203
568,6608,91,830
569,7657,47,397
570,7899,43,806
571,3061,22,554
572,3879,82,327
573,7173,91,124
574,6016,79,465
575,4065,37,105
576,2744,47,970
577,4852,68,940
578,2782,39,947
579,8246,80,884
580,1015,72,53
581,6404,20,85
582,2875,73,444
583,1889,5,846
584,7922,88,601
585,6540,38,426
586,4026,45,885
587,3004,95,387
588,1530,98,20
589,7403,99,584
590,2262,90,837
591,6286,65,440
592,5846,35,589
593,5175,2,450
594,2867,45,625
595,6824,23,202
596,2579,55,603
597,6273,88,695
598,3421,6,384
599,3925,78,933
600,6143,66,918
601,3199,81,198
602,3244,76,463
603,2963,82,503
604,9679,14,442
605,7026,28,315
606,9976,7,906
607,1280,64,172
608,2606,50,152
609,9098,51,562
610,3697,36,131
611,3310,15,395
612,1737,21,614
613,6310,89,28
614,5201,32,135
615,3162,40,505
616,1985,26,841
617,1801,95,128
618,8476,26,958
619,7521,2,820
620,1928,75,817
621,3466,7,444
622,3168,91,899
623,5748,35,211
624,9806,37,646
625,1163,34,395
626,5402,64,901
627,2238,29,108
628,2677,6,889
629,8212,83,322
630,7048,44,380
631,5236,62,319
632,5058,46,237
633,3857,90,582
634,1325,95,127
635,2949,80,306
636,2967,9,486
637,4201,98,105
638,5450,4,180
639,1595,69,68
640,4119,54,234
641,6209,13,429
642,9321,61,80
643,7400,23,990
644,4512,49,567
645,5521,16,160
646,9767,41,313
647,5717,17,382
648,3247,52,836
649,4821,73,713
650,7666,77,882
651,3879,15,414
652,5792,58,188
653,9743,43,114
654,2624,5,999
655,4522,49,758
656,5708,87,327
657,2436,19,263
658,5826,70,889
659,5515,77,126
660,1344,18,483
661,4692,34,910
662,8576,88,699
663,9073,81,926
664,7066,27,986
665,9838,100,967
666,2630,6,284
667,2365,64,226
668,1294,30,349
669,6307,44,406
670,8975,87,15
671,9170,20,704
672,8817,86,321
673,8450,25,55
674,2072,58,834
675,7830,90,180
676,6077,74,687
677,4140,75,89
678,2167,27,851
679,9818,19,542
680,4718,91,170
681,4033,45,919
682,1356,12,896
683,4166,4,810
684,5316,75,908
685,4180,19,635
686,5016,34,888
687,2321,84,641
688,5145,63,433
689,5330,53,197
690,1517,79,301
691,6096,98,527
692,1108,49,200
693,7001,34,811
694,7525,42,157
695,6404,63,621
696,5310,19,62
697,1030,63,712
698,6887,29,697
699,8042,42,975
700,9332,66,997
701,9856,96,386
702,6318,50,260
703,1269,19,57
704,3046,64,908
705,3836,97,751
706,3980,13,7
707,5167,74,694
708,2519,2,600
709,3408,1,144
710,9919,14,668
711,2905,96,185
712,5446,36,51
713,9317,41,193
714,9082,34,977
715,6726,100,560
716,6115,42,834
717,5783,99,72
718,1958,15,510
719,4031,52,790
720,2676,2,693
721,8238,44,517
722,9625,64,354
723,6675,6,264
724,3154,59,706
725,3794,46,97
726,8647,80,850
727,2374,6,866
728,2207,33,522
729,1843,55,817
730,8439,20,323
731,9835,24,715
732,6642,54,175
733,1655,81,541
734,4641,61,346
735,7869,34,238
736,4350,30,493
737,5064,35,773
738,3550,78,417
739,4235,81,243
740,6582,95,472
741,9629,5,211
742,9936,49,876
743,2058,3,806
744,2213,84,614
745,3768,73,87
746,3923,75,371
747,4464,0,431
748,6693,59,134
749,5160,21,47
750,9691,99,90
751,5646,50,962
752,8598,12,528
753,4696,71,646
754,4079,37,231
755,7741,67,504
756,8016,45,671
757,1024,12,704
758,2085,66,835
759,2229,1,494
760,6908,64,347
761,1594,25,690
762,3407,92,396
763,1162,75,820
764,5599,65,171
765,6345,34,87
766,1566,65,361
767,5048,41,656
768,6079,57,658
769,3813,1,785
770,4438,46,615
771,7650,70,220
772,9131,86,16
773,3938,75,668
774,2362,92,403
775,6461,67,502
776,4309,58,228
777,9234,66,98
778,8272,29,528
779,6770,43,176
780,5603,73,216
781,9520,90,906
782,7919,13,275
783,8332,63,983
784,6477,44,293
785,5759,38,490
786,1655,78,620
787,5039,40,168
788,6585,39,616
789,9010,10,752
790,7680,23,983
791,4162,62,864
792,5069,4,452
793,7822,74,844
794,4455,16,115
795,4158,79,418
796,1771,65,353
797,2165,66,800
798,7111,78,514
799,1760,26,551
800,6483,1,756
801,4212,44,90
802,3772,16,426
803,6820,21,1
804,6845,4,792
805,5304,2,218
806,2964,52,834
807,1778,45,969
808,7221,38,118
809,3476,70,592
810,6369,79,936
811,2830,43,994
812,2588,65,640
813,4134,50,320
814,3505,73,65
815,3667,2,509
816,2084,46,267
817,8628,63,984
818,2904,1,714
819,1103,5,319
820,9634,11,605
821,3905,92,689
822,9432,23,287
823,6469,94,472
824,4546,78,980
825,7045,88,269
826,1559,59,489
827,5287,19,550
828,3007,53,632
829,1956,95,944
830,3754,51,596
831,2435,25,530
832,6617,62,995
833,1605,91,402
834,8759,31,641
835,9641,69,641
836,4060,15,600
837,1062,58,516
838,2512,95,336
839,1474,24,966
840,3478,75,505
841,6238,49,810
842,8694,84,281
843,7314,65,301
844,3208,52,205
845,3107,45,448
846,2779,69,581
847,7097,59,332
848,3992,39,121
849,1022,42,80
850,3692,95,672
851,5959,56,774
852,6061,34,709
853,2925,27,219
854,3037,51,857
855,6855,29,112
856,7004,7,162
857,3999,77,526
858,3775,86,653
859,1733,95,239
860,9346,77,234
861,8853,81,575
862,1135,6,287
863,9075,54,266
864,2042,81,815
865,3783,11,537
866,9689,54,556
867,3801,96,717
868,1232,88,856
869,4845,85,316
870,7396,67,197
871,2259,93,85
872,4575,76,472
873,4711,47,704
874,8806,16,757
875,2456,73,963
876,5912,46,257
877,6911,90,476
878,3227,7,62
879,6480,62,539
880,1211,100,528
881,1110,90,66
882,4193,22,158
883,2957,73,564
884,2113,47,386
885,3885,95,70
886,8119,59,695
887,4966,34,941
888,3538,41,999
889,4333,52,351
890,9702,21,855
891,9008,94,191
892,5412,53,925
893,9129,81,542
894,2592,46,388
895,7623,38,262
896,4749,27,48
897,6523,62,253
898,7624,77,203
899,5012,96,948
900,7170,0,983
901,7652,93,857
902,2937,52,130
903,4183,8,287
904,7512,62,866
905,4304,24,563
906,1347,98,828
907,7510,62,826
908,8498,4,522
909,3081,33,379
910,5730,74,868
911,7079,17,50
912,1020,92,16
913,6740,86,102
914,8896,20,341
915,4171,68,402
916,9159,51,562
917,3201,15,763
918,1997,93,617
919,3788,13,186
920,3516,75,115
921,7447,20,889
922,4950,38,239
923,8345,32,627
924,7950,13,18
925,9583,96,179
926,5851,52,50
927,4662,24,391
928,9002,28,989
929,3280,92,951
930,7941,9,351
931,6242,81,807
932,5569,51,486
933,8780,6,867
934,6687,47,358
935,9932,53,828
936,4489,28,390
937,1641,52,849
938,9731,8,388
939,6758,56,650
940,7425,8,433
941,7986,88,389
942,7400,36,944
943,2029,84,618
944,2667,3,113
945,3743,81,829
946,6065,16,356
947,1464,38,752
948,7686,70,318
949,8122,63,304
950,1385,67,629
951,2479,95,669
952,1811,27,62
953,7188,43,458
954,5741,57,526
955,2534,85,917
956,6054,57,673
957,9152,18,615
958,8106,20,545
959,3650,12,52
960,9337,24,327
961,5031,64,671
962,2328,54,39
963,7251,63,981
964,3942,59,413
965,8660,100,938
966,1054,28,833
967,6140,57,99
968,5283,21,213
969,5792,38,436
970,1919,62,143
971,4199,54,484
972,4962,31,37
973,3825,71,530
974,5508,43,889
975,4412,73,131
976,5673,28,739
977,5167,8,453
978,6276,39,75
979,8259,11,757
980,7070,20,438
981,3960,87,495
982,4457,80,557
983,5377,99,814
984,6494,48,623
985,3389,52,948
986,8844,9,331
987,7624,13,949
988,5479,31,57
989,2836,47,3
990,9243,83,34
991,6754,96,550
992,4491,26,983
993,3127,11,861
994,4784,67,275
995,5592,59,71
996,5224,36,124
997,3789,67,78
998,6445,11,556
999,3309,75,21
1000,6565,5,663
1001,1584,51,602
1002,6719,90,996
1003,6697,65,520
1004,5271,51,928
1005,4167,2,82
1006,9024,10,655
1007,9411,2,4
1008,1524,83,973
1009,9509,44,895
1010,3184,79,411
1011,3702,3,10
1012,4503,65,554
1013,4858,51,926
1014,3782,93,577
1015,2152,25,574
1016,7909,28,976
1017,2561,49,957
1018,7034,10,614
1019,1455,11,523
1020,5558,32,420
1021,5466,69,517
1022,6775,98,259
1023,1478,3,484
1024,2471,46,498
1025,6441,94,842
1026,7319,13,804
1027,9535,53,428
1028,2703,30,523
1029,7959,65,159
1030,4894,23,646
1031,2353,53,881
1032,7816,14,532
1033,4983,26,965
1034,9714,21,356
1035,2300,93,701
1036,5399,12,240
1037,3876,95,349
1038,3306,24,546
1039,2618,58,254
1040,8983,99,129
1041,6481,73,412
1042,6990,58,243
1043,3960,58,854
1044,1602,48,146
1045,8097,59,679
1046,6160,10,287
1047,4958,0,805
1048,8905,73,455
1049,2433,16,495
1050,5705,55,1000
1051,5356,57,189
1052,1749,79,552
1053,3475,63,359
1054,6677,3,623
1055,1734,45,519
1056,6486,79,883
1057,9292,24,876
1058,5555,100,873
1059,3913,21,621
1060,7019,95,825
1061,2633,52,773
1062,1663,71,111
1063,1055,7,568
1064,6251,96,236
1065,4478,23,852
1066,7266,82,366
1067,3151,65,883
1068,4979,21,190
1069,2183,50,659
1070,9179,19,291
1071,1801,16,264
1072,9239,64,909
1073,4010,64,970
1074,8439,27,651
1075,4297,51,82
1076,2566,50,165
1077,4485,2,624
1078,3782,44,105
1079,8746,42,426
1080,4296,16,861
1081,9948,50,905
1082,6255,61,152
1083,4981,59,414
1084,3627,82,558
1085,3126,57,984
1086,8623,50,107
1087,8610,56,455
1088,4550,21,305
1089,6218,0,333
1090,5893,84,466
1091,7351,67,666
1092,6933,2,560
1093,5268,23,72
1094,5409,43,848
1095,4911,2,34
1096,3286,55,190
1097,4236,31,230
1098,5117,53,674
1099,5117,99,212
1100,5529,50,538
1101,6616,20,900
1102,8395,88,665
1103,3600,37,715
1104,1062,84,178
1105,1241,73,643
1106,5817,59,291
1107,2393,86,165
1108,1947,9,180
1109,7197,32,659
1110,3769,48,102
1111,3948,48,654
1112,1405,48,154
1113,2035,60,243
1114,2165,63,702
1115,8940,71,948
1116,1424,44,86
1117,6748,24,407
1118,3443,82,585
1119,2066,17,155
1120,4345,25,627
1121,4200,46,755
1122,4277,35,72
1123,4191,38,26
1124,2092,23,798
1125,4223,62,696
1126,3715,100,568
1127,2216,13,294
1128,6377,66,435
1129,5410,93,173
1130,5716,77,896
1131,7619,41,973
1132,7923,76,52
1133,7841,46,680
1134,4098,0,101
1135,4063,15,886
1136,2883,30,799
1137,9766,35,909
1138,4260,56,716
1139,7792,69,328
1140,4490,78,303
1141,4241,81,703
1142,3706,97,935
1143,4868,40,840
1144,8517,72,758
1145,1534,36,437
1146,9227,98,19
1147,4936,3,919
1148,3421,18,864
1149,8805,30,134
1150,3362,12,48
1151,3238,24,84
1152,7359,85,410
1153,4672,83,328
1154,6730,59,146
1155,3571,42,150
1156,3728,71,924
1157,1923,60,310
1158,4863,32,871
1159,9516,21,500
1160,5949,63,708
1161,1063,34,464
1162,8663,70,457
1163,5338,25,673
1164,5921,68,116
1165,4815,17,400
1166,4663,69,382
1167,1879,13,658
1168,3175,91,262
1169,8624,85,426
1170,4914,50,53
1171,1527,8,243
1172,3450,11,654
1173,3458,38,932
1174,7799,91,379
1175,4682,90,169
1176,3962,62,720
1177,1268,83,286
1178,9009,91,742
1179,6160,29,977
1180,4321,77,627
1181,6288,0,692
1182,1372,23,304
1183,3135,33,1
1184,1278,82,70
1185,8586,28,642
1186,3054,33,184
1187,5954,43,165
1188,3730,29,633
1189,2623,51,136
1190,5059,51,245
1191,1690,30,102
1192,4929,47,670
1193,5012,50,991
1194,3797,83,676
1195,6210,0,566
1196,7402,63,657
1197,9868,82,482
1198,3860,13,180
1199,7374,43,743
1200,6145,53,981
1201,9839,41,185
1202,4233,38,631
1203,4884,40,261
1204,2275,0,737
1205,5520,31,82
1206,7488,58,866
1207,4278,91,121
1208,9499,37,89
1209,5814,29,536
1210,2159,42,479
1211,3062,75,679
1212,1413,87,729
1213,3789,84,401
1214,3553,89,354
1215,1171,54,35
1216,1064,23,791
1217,3037,1,163
1218,2127,25,115
1219,1988,79,720
1220,2337,98,631
1221,9180,52,655
1222,3209,99,531
1223,3795,26,913
1224,3981,37,684
1225,1056,92,50
1226,5808,95,682
1227,9499,33,356
1228,8062,12,380
1229,4392,12,144
1230,3919,38,983
1231,5821,96,148
1232,4737,89,837
1233,7652,47,657
1234,5522,59,512
1235,6712,76,254
1236,3766,27,295
1237,9698,76,144
1238,3375,59,412
1239,2112,76,311
1240,4697,12,1
1241,5891,19,570
1242,9100,27,343
1243,4417,85,108
1244,6103,20,760
1245,7037,30,373
1246,8984,97,13
1247,5171,92,145
1248,1413,74,148
1249,8106,1,762
1250,2374,48,138
1251,6416,18,838
1252,2373,98,236
1253,5745,94,604
1254,4839,0,152
1255,1757,75,816
1256,1505,5,37
1257,4140,49,345
1258,1622,47,337
1259,7190,32,660
1260,4789,95,69
1261,7611,41,856
1262,4697,27,472
1263,9597,89,18
1264,1863,70,102
1265,2983,47,652
1266,2325,12,34
1267,3347,10,7
1268,1074,69,385
1269,2329,5,601
1270,1986,71,386
1271,7584,44,651
1272,9322,34,360
1273,3972,77,877
1274,3105,96,181
1275,5953,48,253
1276,4689,13,929
1277,6288,9,672
1278,2139,72,754
1279,1832,44,124
1280,6987,71,878
1281,4857,41,487
1282,6531,19,957
1283,5472,59,832
1284,5319,46,545
1285,4607,86,509
1286,2709,96,725
1287,4681,78,289
1288,2638,99,408
1289,1728,26,220
1290,5552,83,243
1291,3825,78,382
1292,3520,19,820
1293,1348,89,348
1294,8050,89,142
1295,6716,29,328
1296,6476,84,280
1297,8503,22,385
1298,6570,46,501
1299,6918,87,288
1300,7239,22,679
1301,1116,76,258
1302,3547,50,579
1303,8270,0,422
1304,4880,33,694
1305,5976,84,423
1306,7454,85,577
1307,6958,69,93
1308,6587,67,451
1309,5165,41,226
1310,9416,6,863
1311,1024,74,364
1312,4724,63,950
1313,8033,59,258
1314,1110,27,12
1315,4411,56,926
1316,3005,93,966
1317,8350,100,924
1318,4509,2,912
1319,3079,30,108
1320,9556,30,942
1321,2731,95,659
1322,4150,35,200
1323,5669,41,569
1324,5614,49,737
1325,5259,14,674
1326,4457,57,609
1327,1908,7,351
1328,4727,41,731
1329,7565,24,16
1330,8889,9,719
1331,9343,61,312
1332,1885,47,321
1333,5060,47,412
1334,5904,91,831
1335,4083,17,200
1336,9147,95,763
1337,3272,1,977
1338,1507,37,619
1339,1280,8,818
1340,9027,44,856
1341,6589,89,683
1342,5912,75,54
1343,6261,38,320
1344,9527,57,186
1345,5594,7,403
1346,6470,83,712
1347,6281,97,95
1348,3922,80,683
1349,5925,38,888
1350,3317,20,267
1351,5567,95,954
1352,8097,60,711
1353,7974,97,823
1354,8816,56,814
1355,7083,77,254
1356,9247,35,539
1357,4833,93,844
1358,5096,90,378
1359,6467,35,726
1360,1040,57,814
1361,1736,17,273
1362,6065,41,234
1363,1032,35,512
1364,8293,25,303
1365,2761,25,151
1366,8906,41,639
1367,9109,2,696
1368,4866,77,414
1369,2211,52,555
1370,1704,41,132
1371,5719,33,300
1372,1435,17,518
1373,2383,68,715
1374,8651,77,86
1375,5694,20,49
1376,9573,29,410
1377,9485,76,890
1378,8749,68,968
1379,3618,68,996
1380,1835,42,496
1381,6117,0,536
1382,6447,31,998
1383,7938,69,34
1384,4911,30,715
1385,5568,99,742
1386,2494,39,663
1387,4146,15,220
1388,8019,52,188
1389,5390,30,193
1390,5837,27,304
1391,6635,20,926
1392,6576,16,282
1393,1801,80,364
1394,6356,10,326
1395,9415,83,536
1396,7326,31,928
1397,5186,22,587
1398,3560,45,386
1399,6613,2,919
1400,5285,52,32
1401,6130,94,974
1402,5724,56,675
1403,1403,20,396
1404,9282,48,55
1405,8132,25,19
1406,4584,80,680
1407,4882,49,670
1408,6237,73,840
1409,2330,99,95
1410,4161,54,965
1411,7286,73,732
1412,6474,94,676
1413,4773,97,958
1414,4065,27,359
1415,5390,90,926
1416,7613,85,881
1417,5770,81,857
1418,5903,84,291
1419,2961,27,396
1420,4579,38,26
1421,7617,29,313
1422,2713,33,595
1423,6059,47,23
1424,6462,15,815
1425,3991,83,601
1426,9400,5,545
1427,2486,34,247
1428,5505,31,510
1429,4599,69,89
1430,2268,15,505
1431,1196,87,245
1432,9156,34,625
1433,7741,97,528
1434,9096,64,81
1435,9716,8,178
1436,2697,65,697
1437,4556,27,81
1438,7825,0,835
1439,3027,11,672
1440,1167,92,618
1441,5504,3,266
1442,2931,29,86
1443,2870,45,160
1444,6382,9,648
1445,5342,63,801
1446,3108,40,264
1447,7997,73,267
1448,3556,94,299
1449,3587,93,17
1450,1612,80,280
1451,9962,18,229
1452,2767,96,638
1453,5731,36,819
1454,3452,98,883
1455,5258,39,384
1456,4098,55,789
1457,7291,100,936
1458,1845,89,413
1459,6492,12,957
1460,6165,84,743
1461,6633,60,47
1462,7892,1,386
1463,1936,74,345
1464,1432,37,129
1465,1811,89,386
1466,5893,74,381
1467,2298,37,933
1468,1927,14,916
1469,4438,1,415
1470,4948,57,975
1471,4504,53,374
1472,8515,49,354
1473,8528,76,595
1474,4131,16,987
1475,3280,31,815
1476,4224,75,540
1477,7336,37,737
1478,8135,68,513
1479,4005,71,299
1480,1595,28,519
1481,3244,67,940
1482,6733,75,648
1483,6300,5,312
1484,3237,76,920
1485,9851,47,585
1486,6941,34,617
1487,4162,43,745
1488,3853,73,508
1489,2597,27,266
1490,4885,67,417
1491,6937,20,428
1492,2298,26,796
1493,1448,93,414
1494,2225,7,703
