流id,流带宽，起始时间，发送时间
527,617,42,2
528,319,45,34
529,996,22,43
530,247,30,31
531,56,22,24
532,995,47,6
533,546,24,11
534,150,49,19
535,709,30,12
536,726,44,27
537,572,22,24
538,661,17,29
539,554,25,8
540,629,16,9
541,956,46,33
542,218,19,39
543,46,17,27
544,982,11,1
545,974,16,30
546,490,19,13
547,848,40,11
548,482,43,27
549,562,8,35
550,284,32,4
551,496,28,28
552,906,39,29
553,553,5,32
554,756,2,31
555,790,48,15
556,63,25,41
557,308,47,11
558,132,49,21
559,280,3,38
560,159,16,12
561,47,6,4
562,154,22,7
563,471,13,12
564,197,28,3
565,222,10,10
566,43,50,21
567,491,43,27
568,289,11,11
569,868,27,8
570,907,33,36
571,913,14,49
572,325,7,8
573,786,22,38
574,220,12,49
575,415,12,3
576,698,23,6
577,439,35,18
578,245,43,45
579,36,9,1
580,989,50,10
581,231,9,6
582,663,12,21
583,802,50,11
584,664,49,28
585,618,39,8
586,503,45,9
587,881,24,50
588,838,10,21
589,53,20,13
590,445,50,30
591,260,41,39
592,605,26,49
593,15,12,39
594,964,28,20
595,686,12,6
596,972,22,47
597,612,44,36
598,139,3,18
599,742,47,29
600,691,14,36
601,282,39,38
602,376,44,8
603,869,25,4
604,432,3,48
605,717,42,6
606,623,7,5
607,651,25,28
608,371,42,35
609,563,45,20
610,778,10,47
611,897,49,45
612,150,1,16
613,873,9,26
614,488,19,25
615,854,12,36
616,962,18,11
617,29,45,26
618,349,5,35
619,313,32,14
620,759,12,13
621,619,17,26
622,790,48,2
623,542,13,1
624,29,49,49
625,159,32,9
626,854,12,39
627,221,43,31
628,811,14,32
629,473,22,39
630,362,0,44
631,928,5,41
632,605,1,12
633,231,41,1
634,819,4,24
635,19,16,10
636,285,40,46
637,433,44,19
638,808,15,7
639,740,22,24
640,76,17,13
641,763,31,12
642,609,4,41
643,466,23,21
644,41,23,34
645,136,11,25
646,781,9,16
647,11,32,26
648,891,36,44
649,750,39,34
650,522,41,7
651,195,4,19
652,41,37,10
653,11,7,3
654,622,19,47
655,175,39,26
656,817,1,6
657,96,23,13
658,830,24,38
659,891,16,38
660,689,15,32
661,677,33,7
662,454,37,14
663,170,36,22
664,441,11,43
665,456,2,10
666,105,34,48
667,812,19,2
668,213,8,37
669,882,38,18
670,412,37,14
671,850,50,17
672,579,23,32
673,194,33,14
674,900,12,42
675,642,13,13
676,409,4,13
677,589,37,37
678,282,11,26
679,850,49,39
680,382,9,39
681,814,18,22
682,809,40,27
683,675,29,32
684,903,38,20
685,281,48,29
686,885,30,1
687,335,16,34
688,813,41,8
689,107,31,28
690,334,49,8
691,437,17,29
692,540,46,27
693,615,8,17
694,816,9,31
695,973,8,30
696,535,25,13
697,325,12,24
698,11,15,34
699,163,21,4
700,96,18,13
701,677,35,13
702,102,36,32
703,212,11,24
704,132,31,23
705,25,26,12
706,870,15,38
707,57,16,8
708,484,18,26
709,858,25,40
710,714,17,39
711,945,37,6
712,280,24,43
713,72,43,42
714,463,35,34
715,585,3,40
716,114,19,42
717,940,2,12
718,851,9,8
719,329,30,44
720,406,11,31
721,298,29,28
722,209,18,47
723,726,8,32
724,201,16,27
725,346,16,19
726,194,18,35
727,595,6,17
728,994,2,17
729,641,46,12
730,939,37,20
731,707,5,29
732,127,3,38
733,520,9,6
734,654,43,45
735,357,17,28
736,884,30,13
737,53,11,5
738,39,16,25
739,448,29,45
740,542,1,40
741,346,48,24
742,204,20,38
743,139,24,1
744,302,35,2
745,656,9,35
746,774,37,27
747,830,34,37
748,505,37,2
749,51,5,43
750,833,24,26
751,803,21,34
752,165,24,31
753,696,23,2
754,889,1,40
755,149,29,2
756,939,31,42
757,800,44,3
758,116,10,38
759,191,12,24
760,544,1,34
761,590,38,17
762,535,26,5
763,107,15,26
764,924,10,44
765,645,12,6
766,246,38,22
767,886,15,35
768,245,2,39
769,542,41,50
770,628,44,35
771,525,21,30
772,546,27,9
773,333,45,34
774,771,47,50
775,761,49,37
776,730,34,49
777,648,45,1
778,811,28,10
779,225,13,34
780,54,30,46
781,705,14,26
782,747,26,2
783,611,10,38
784,511,33,33
785,662,30,42
786,97,20,47
787,56,42,23
788,922,7,15
789,211,50,49
790,640,45,17
791,101,50,20
792,867,42,28
793,557,49,40
794,265,6,48
795,25,25,33
796,754,3,5
797,63,3,32
798,183,19,34
799,923,47,22
800,470,0,19
801,610,15,26
802,679,11,42
803,415,29,36
804,645,45,46
805,485,27,16
806,929,2,30
807,71,7,20
808,874,22,20
809,698,14,38
810,36,5,24
811,328,37,48
812,744,21,47
813,771,14,18
814,143,10,38
815,518,7,34
816,422,8,8
817,909,1,1
818,486,16,27
819,554,3,18
820,193,50,23
821,425,49,50
822,545,26,22
823,15,16,46
824,673,37,19
825,919,6,20
826,764,7,43
827,767,28,9
828,440,21,10
829,289,4,33
830,187,15,2
831,263,39,9
832,590,18,10
833,152,14,25
834,77,2,25
835,141,36,45
836,944,16,46
837,983,39,37
838,131,30,15
839,63,37,23
840,747,18,18
841,827,48,39
842,727,14,6
843,587,43,13
844,684,34,42
845,277,30,12
846,871,49,13
847,103,13,9
848,465,32,5
849,317,30,23
850,645,27,11
851,660,13,10
852,118,9,23
853,188,38,33
854,720,7,6
855,911,39,7
856,345,46,45
857,242,34,18
858,225,1,23
859,792,35,39
860,887,8,43
861,792,15,3
862,923,10,14
863,97,48,15
864,561,36,36
865,272,14,9
866,786,28,30
867,941,41,23
868,413,13,2
869,393,3,34
870,425,22,20
871,891,23,39
872,988,6,19
873,358,8,8
874,102,39,32
875,812,24,4
876,486,40,38
877,728,33,50
878,532,22,36
879,128,33,8
880,905,22,19
881,553,43,42
882,756,2,41
883,245,8,15
884,770,2,31
885,683,6,31
886,255,25,33
887,552,6,13
888,439,32,4
889,525,7,34
890,855,17,7
891,607,8,33
892,759,15,17
893,369,31,7
894,380,16,39
895,999,19,31
896,93,29,2
897,441,21,7
898,641,18,19
899,943,50,6
900,445,47,8
901,891,2,19
902,147,3,23
903,690,2,43
904,140,45,4
905,749,17,9
906,254,30,48
907,518,33,42
908,160,35,4
909,159,7,43
910,28,17,1
911,708,42,39
912,721,37,20
913,451,27,8
914,961,20,3
915,707,0,15
916,597,21,2
917,428,49,47
918,256,3,20
919,273,32,9
920,606,9,47
921,305,25,33
922,774,1,45
923,826,48,37
924,908,38,31
925,423,23,45
926,598,3,37
927,964,30,45
928,441,17,27
929,341,41,35
930,377,29,21
931,812,4,32
932,256,14,46
933,843,20,26
934,12,0,49
935,558,49,28
936,123,19,7
937,856,10,46
938,949,44,35
939,692,45,40
940,862,35,17
941,680,45,37
942,556,16,22
943,259,18,16
944,440,9,2
945,234,6,25
946,361,0,10
947,159,6,40
948,746,47,38
949,509,39,10
950,732,37,17
951,986,47,26
952,44,6,29
953,671,16,43
954,193,2,11
955,598,25,27
956,883,39,40
957,123,15,43
958,519,26,39
959,984,21,5
960,721,29,14
961,466,40,2
962,85,37,4
963,419,3,5
964,607,12,3
965,262,32,13
966,115,25,42
967,801,42,33
968,779,35,36
969,352,16,25
970,228,12,40
971,911,43,29
972,373,33,24
973,761,30,16
974,468,46,18
975,166,25,5
976,502,10,47
977,484,37,20
978,204,33,8
979,229,35,5
980,841,36,13
981,373,4,11
982,118,16,49
983,453,28,9
984,138,10,27
985,865,47,16
986,145,1,25
987,795,43,8
988,479,32,30
989,299,2,36
990,169,8,13
991,32,10,22
992,876,7,22
993,915,24,21
994,210,7,19
995,579,7,20
996,562,38,43
997,328,5,40
998,994,12,20
999,458,25,2
1000,933,22,6
1001,29,28,37
1002,189,28,14
1003,557,26,44
1004,910,16,24
1005,160,26,46
1006,636,33,11
1007,709,36,4
1008,629,29,11
1009,502,6,21
1010,810,14,2
1011,488,9,46
1012,388,32,26
1013,448,25,5
1014,217,26,44
1015,921,12,10
1016,150,48,11
1017,722,19,45
1018,604,7,8
1019,235,12,8
1020,359,46,36
1021,732,37,48
1022,802,7,14
1023,920,1,22
1024,704,49,11
1025,115,20,32
1026,677,18,27
1027,18,24,36
1028,687,40,12
1029,541,45,42
1030,358,36,13
1031,959,35,46
1032,295,11,35
1033,943,4,38
1034,400,34,24
1035,924,8,20
1036,449,43,7
1037,296,8,12
1038,282,27,14
1039,890,26,35
1040,947,23,11
1041,232,0,26
1042,361,13,15
1043,317,3,18
1044,47,42,12
1045,427,37,11
1046,898,8,41
1047,728,39,38
1048,913,21,49
1049,220,3,2
1050,443,31,37
1051,693,15,40
1052,584,29,45
1053,55,41,4
1054,164,27,44
1055,451,13,45
1056,975,25,33
1057,572,30,36
1058,888,0,32
1059,929,18,23
1060,756,4,33
1061,979,7,41
1062,981,27,1
1063,304,25,5
1064,88,21,14
1065,480,49,45
1066,165,31,30
1067,114,41,32
1068,699,6,39
1069,327,43,23
1070,799,17,43
1071,448,32,20
1072,929,1,29
1073,137,36,22
1074,709,17,22
1075,157,29,5
1076,931,20,3
1077,117,25,6
1078,735,17,27
1079,122,39,11
1080,20,17,20
1081,68,7,2
1082,366,44,27
1083,775,28,8
1084,68,36,1
1085,553,3,8
1086,320,30,48
1087,657,37,7
1088,922,47,22
1089,710,3,45
1090,965,5,33
1091,301,15,11
1092,704,47,38
1093,989,12,13
1094,38,27,13
1095,911,12,15
1096,923,4,32
1097,533,18,35
1098,538,45,2
1099,210,50,8
1100,653,37,26
1101,616,3,5
1102,900,12,2
1103,736,46,36
1104,755,9,7
1105,601,29,1
1106,126,22,18
1107,910,6,41
1108,170,29,18
1109,309,6,49
1110,399,27,18
1111,234,16,25
1112,95,13,20
1113,763,45,13
1114,184,13,23
1115,35,41,5
1116,333,16,16
1117,130,20,16
1118,666,16,36
1119,331,49,18
1120,484,46,5
1121,323,26,22
1122,435,4,19
1123,319,25,29
1124,311,12,24
1125,417,13,13
1126,207,1,40
1127,624,22,32
1128,470,30,21
1129,54,37,4
1130,974,31,14
1131,798,25,38
1132,232,23,40
1133,500,36,48
1134,508,16,26
1135,223,2,27
1136,162,37,46
1137,262,25,47
1138,119,8,2
1139,756,33,11
1140,609,0,28
1141,738,42,37
1142,857,37,34
1143,987,0,9
1144,791,35,44
1145,255,10,16
1146,988,17,41
1147,613,8,1
1148,246,10,30
1149,370,13,41
1150,146,40,10
1151,705,6,5
1152,375,47,44
1153,412,16,44
1154,207,12,2
1155,218,17,14
1156,503,9,6
1157,649,48,18
1158,869,37,9
1159,130,40,41
1160,396,48,31
1161,575,29,39
1162,691,49,14
1163,910,28,23
1164,790,5,17
1165,17,28,49
1166,221,43,5
1167,52,28,4
1168,653,28,37
1169,481,49,22
1170,622,23,20
1171,214,22,48
1172,185,7,50
1173,553,26,39
1174,239,14,9
1175,493,26,38
1176,762,25,7
1177,799,20,45
1178,900,31,39
1179,574,23,5
1180,50,16,10
1181,142,16,28
1182,86,7,44
1183,510,1,18
1184,53,41,2
1185,263,35,15
1186,620,39,29
1187,325,23,18
1188,132,25,16
1189,611,43,19
1190,42,22,40
1191,577,40,32
1192,511,14,27
1193,268,42,26
1194,881,13,44
1195,63,17,16
1196,891,15,47
1197,386,41,23
1198,471,3,25
1199,825,9,33
1200,564,30,2
1201,817,29,11
1202,391,1,45
1203,59,22,43
1204,23,5,34
1205,366,28,25
1206,470,45,22
1207,260,10,37
1208,74,48,10
1209,304,13,12
1210,261,31,20
1211,515,20,3
1212,923,46,3
1213,171,9,50
1214,177,24,49
1215,910,20,35
1216,310,16,10
1217,980,9,22
1218,834,41,17
1219,635,25,7
1220,860,10,49
1221,78,25,16
1222,211,24,31
1223,82,30,40
1224,193,37,36
1225,526,36,38
1226,451,17,2
1227,181,27,46
1228,863,20,17
1229,873,20,20
1230,508,48,1
1231,761,35,28
1232,342,11,30
1233,231,3,41
1234,728,48,30
1235,176,31,38
1236,992,15,7
1237,92,43,6
1238,169,11,15
1239,144,48,32
1240,876,12,17
1241,739,1,33
1242,457,9,8
1243,41,1,39
1244,957,10,25
1245,10,25,48
1246,19,36,9
1247,951,21,40
1248,340,19,24
1249,872,38,6
1250,781,6,13
1251,743,34,40
1252,740,20,24
1253,840,41,39
1254,142,24,47
1255,403,21,13
1256,988,20,5
1257,986,2,46
1258,592,13,26
1259,774,16,46
1260,517,25,32
1261,972,41,32
1262,979,41,12
1263,260,34,2
1264,698,0,17
1265,237,47,7
1266,896,26,6
1267,593,7,15
1268,751,24,4
1269,211,8,44
1270,405,0,2
1271,999,34,27
1272,660,30,1
1273,496,27,11
1274,74,34,19
1275,987,33,11
1276,397,19,25
1277,722,39,31
1278,762,49,38
1279,799,8,31
1280,363,50,11
1281,71,29,3
1282,589,23,38
1283,306,25,22
1284,997,10,29
1285,903,14,7
1286,569,42,48
1287,464,38,43
1288,93,44,34
1289,676,14,31
1290,451,5,11
1291,907,21,3
1292,640,38,14
1293,688,47,3
1294,858,0,19
1295,905,1,31
1296,509,41,31
1297,906,46,11
1298,839,41,50
1299,633,18,39
1300,102,9,24
1301,732,32,22
1302,863,14,29
1303,911,8,29
1304,588,48,42
1305,960,38,9
1306,214,7,9
1307,750,14,50
1308,834,14,41
1309,752,43,49
1310,394,1,44
1311,550,41,34
1312,34,15,30
1313,230,14,9
1314,826,38,32
1315,802,40,6
1316,33,2,26
1317,408,7,45
1318,488,38,40
1319,306,5,15
1320,124,27,27
1321,863,11,3
1322,600,47,42
1323,906,1,38
1324,732,15,45
1325,946,2,30
1326,73,19,44
1327,309,10,19
1328,412,26,17
1329,53,5,7
1330,67,31,35
1331,564,32,22
1332,650,26,17
1333,997,5,8
1334,785,19,20
1335,619,43,42
1336,73,47,8
1337,264,45,10
1338,939,16,21
1339,321,26,7
1340,750,42,41
1341,575,3,15
1342,953,18,12
1343,553,25,7
1344,129,45,50
1345,804,29,7
1346,932,31,25
1347,874,41,7
1348,151,38,44
1349,932,31,37
1350,650,7,14
1351,122,2,25
1352,828,21,20
1353,311,34,18
1354,660,15,41
1355,270,15,23
1356,87,23,35
1357,459,3,49
1358,243,41,50
1359,393,5,35
1360,861,13,9
1361,873,1,19
1362,935,33,7
1363,133,37,19
1364,799,33,3
1365,833,42,44
1366,818,26,33
1367,504,40,26
1368,276,6,30
1369,561,43,49
1370,55,16,46
1371,342,24,25
1372,87,19,46
1373,443,32,4
1374,994,50,15
1375,29,47,1
1376,128,30,25
1377,431,26,34
1378,505,3,21
1379,350,24,20
1380,466,35,8
1381,153,29,6
1382,682,33,49
1383,33,40,6
1384,456,3,47
1385,278,26,43
1386,951,33,32
1387,672,34,5
1388,702,50,12
1389,948,46,4
1390,385,44,39
1391,157,20,50
1392,589,49,49
1393,768,0,34
1394,528,49,13
1395,542,48,12
1396,41,18,31
1397,360,39,17
1398,689,18,9
1399,952,36,2
1400,200,49,22
1401,438,7,23
1402,692,45,31
1403,655,30,21
1404,983,1,43
1405,730,26,2
1406,374,21,30
1407,600,40,9
1408,157,41,27
1409,23,44,23
1410,616,47,32
1411,948,22,10
1412,350,5,39
1413,638,40,10
1414,925,24,43
1415,996,42,21
1416,130,30,35
1417,50,45,23
1418,866,25,3
1419,242,6,44
1420,55,6,12
1421,778,16,31
1422,271,38,20
1423,105,44,28
1424,262,29,16
1425,202,26,31
1426,246,30,45
1427,77,19,30
1428,922,12,20
1429,57,16,28
1430,283,32,45
1431,251,42,29
1432,633,4,30
1433,658,4,40
1434,874,8,14
1435,713,16,13
1436,88,21,15
1437,466,50,48
1438,496,28,21
1439,328,39,25
1440,505,4,23
1441,76,44,30
1442,443,34,28
1443,799,21,15
1444,645,7,36
1445,368,1,22
1446,76,9,29
1447,206,25,4
1448,551,39,22
1449,235,5,6
1450,851,50,9
1451,330,44,31
1452,991,13,11
1453,122,35,9
1454,439,33,43
1455,987,10,8
1456,123,3,4
1457,384,26,3
1458,519,39,29
1459,314,16,27
1460,567,41,10
1461,598,1,12
1462,991,18,45
1463,258,18,43
1464,568,13,18
1465,813,45,34
1466,888,48,22
1467,403,36,2
1468,818,29,32
1469,975,43,8
1470,265,49,50
1471,720,9,43
1472,370,12,18
1473,94,37,25
1474,860,22,5
1475,975,26,35
1476,509,36,45
1477,264,30,14
1478,231,38,2
1479,420,49,18
1480,430,10,17
1481,298,30,49
1482,612,43,2
1483,379,40,50
1484,760,18,24
1485,910,19,18
1486,949,15,22
1487,14,20,18
1488,622,7,43
1489,728,16,18
1490,102,45,35
1491,786,36,22
1492,986,18,23
1493,606,48,38
1494,222,4,40
1495,956,33,29
1496,375,45,8
1497,232,23,1
1498,20,50,50
1499,416,10,11
1500,336,13,16
1501,193,24,20
1502,801,12,10
1503,52,29,46
1504,655,44,2
1505,468,3,33
1506,703,13,48
1507,532,14,21
1508,171,44,3
1509,195,1,25
1510,302,48,7
1511,512,36,24
1512,166,24,33
1513,316,23,15
1514,871,4,37
1515,622,45,26
1516,525,6,40
1517,918,1,12
1518,21,22,28
1519,58,36,44
1520,960,26,30
1521,595,14,41
1522,618,39,41
1523,525,11,47
1524,835,19,41
1525,49,43,17
1526,876,4,6
1527,600,27,41
1528,445,50,5
1529,905,48,29
1530,183,22,37
1531,87,21,18
1532,336,43,9
1533,235,49,47
1534,11,0,14
1535,213,24,5
1536,753,10,47
1537,845,28,46
1538,906,48,13
1539,318,6,7
1540,689,42,36
1541,449,3,17
1542,461,39,29
1543,710,48,50
1544,842,1,5
1545,93,10,25
1546,86,38,41
1547,110,4,4
1548,314,48,42
1549,131,37,29
1550,266,19,21
1551,249,50,23
1552,609,35,37
1553,326,3,43
1554,688,29,41
1555,223,4,47
1556,469,29,44
1557,443,31,10
1558,679,24,6
1559,206,16,38
1560,587,2,42
1561,752,23,42
1562,99,47,12
1563,793,13,38
1564,983,27,29
1565,90,16,25
1566,950,24,42
1567,541,46,10
1568,404,11,33
1569,246,6,25
1570,632,13,7
1571,781,9,6
1572,212,15,39
1573,524,50,28
1574,196,48,31
1575,399,9,2
1576,551,38,8
1577,612,47,22
1578,539,1,4
1579,832,32,35
1580,431,19,23
1581,550,17,32
1582,944,17,14
1583,53,6,29
1584,947,29,10
1585,475,9,48
1586,280,39,37
1587,561,31,5
1588,465,4,50
1589,970,7,48
1590,469,22,24
1591,427,33,3
1592,787,14,33
1593,380,1,27
1594,559,5,1
1595,903,36,19
1596,402,49,33
1597,510,16,9
1598,91,21,14
1599,206,49,23
1600,872,34,9
1601,105,3,13
1602,299,24,29
1603,422,48,49
1604,564,25,26
1605,761,11,17
1606,650,28,25
1607,486,38,31
1608,479,46,19
1609,294,38,45
1610,283,38,22
1611,816,0,50
1612,271,44,9
1613,361,18,5
1614,924,22,19
1615,472,35,27
1616,373,26,28
1617,481,18,10
1618,783,19,48
1619,113,43,27
1620,806,8,50
1621,774,30,16
1622,588,25,14
1623,458,16,15
1624,880,37,41
1625,684,1,14
1626,161,37,41
1627,970,33,10
1628,460,25,18
1629,933,41,4
1630,177,17,19
1631,226,41,10
1632,978,2,32
1633,474,33,9
1634,866,42,45
1635,303,43,31
1636,421,8,3
1637,207,20,18
1638,804,19,15
1639,616,3,34
1640,466,21,32
1641,122,0,39
1642,727,24,11
1643,558,8,11
1644,14,41,18
1645,549,6,43
1646,330,40,50
1647,836,9,44
1648,670,24,36
1649,504,20,23
1650,229,39,43
1651,633,36,21
1652,544,12,40
1653,985,39,18
1654,536,12,31
1655,978,14,34
1656,921,46,31
1657,784,5,43
1658,67,42,30
1659,467,46,30
1660,92,28,37
1661,638,38,6
