流id,流带宽,进入设备时间,发送流所需时间
474,3349,59,122
475,8080,29,118
476,7014,33,278
477,4315,72,941
478,9035,69,341
479,4103,72,601
480,4242,15,832
481,4962,25,36
482,5882,34,38
483,4395,17,811
484,1138,88,637
485,9349,60,483
486,3241,85,501
487,2152,71,530
488,8022,15,377
489,6080,57,123
490,6063,9,340
491,2018,80,663
492,3574,22,558
493,3428,85,632
494,8048,38,370
495,4572,76,688
496,8548,61,155
497,8526,35,558
498,1510,86,751
499,8966,15,817
500,9181,69,173
501,8214,75,767
502,5644,78,409
503,8488,64,422
504,8584,36,653
505,5763,38,116
506,2728,79,782
507,8460,48,141
508,4577,89,193
509,9661,95,858
510,2008,48,66
511,1089,37,882
512,1951,18,158
513,8163,17,863
514,6605,62,90
515,9294,97,610
516,6244,3,214
517,3695,61,813
518,1399,12,65
519,4667,60,149
520,6628,95,398
521,7199,70,14
522,5145,61,715
523,4527,55,398
524,1849,5,282
525,9989,54,842
526,3646,35,888
527,8045,7,141
528,7093,16,644
529,8569,89,885
530,8219,13,90
531,4888,23,143
532,7377,80,858
533,2373,82,156
534,2983,43,713
535,1802,74,164
536,7845,15,151
537,7122,0,98
538,9727,23,166
539,3127,90,234
540,3273,56,804
541,6730,5,758
542,1141,31,166
543,6056,98,240
544,7707,34,223
545,8335,99,801
546,9539,35,920
547,7997,2,270
548,1600,3,772
549,6130,76,245
550,9308,20,610
551,7722,100,691
552,5695,13,931
553,5653,66,759
554,3316,0,137
555,6406,85,1000
556,3307,84,761
557,1917,0,103
558,6408,76,623
559,2255,45,979
560,3362,30,211
561,3011,70,768
562,2944,17,874
563,5595,65,46
564,9883,80,247
565,5506,75,20
566,5787,45,249
567,6723,4,626
568,9852,17,845
569,6823,88,170
570,5707,2,200
571,1640,33,966
572,1044,75,310
573,4732,30,131
574,4386,92,128
575,3579,47,709
576,3062,60,378
577,6621,47,993
578,6756,98,488
579,7896,88,702
580,3511,62,183
581,7686,75,218
582,3615,50,712
583,7628,79,438
584,4496,60,287
585,7317,61,428
586,4167,60,711
587,2151,50,68
588,3494,80,507
589,6877,55,225
590,4558,29,49
591,8291,16,843
592,9385,17,935
593,3259,38,245
594,8067,98,927
595,8261,17,318
596,1292,92,910
597,1021,52,806
598,6362,2,193
599,6227,44,311
600,4901,10,86
601,1383,58,683
602,1724,32,399
603,9735,54,968
604,5805,11,606
605,1552,20,568
606,8239,82,712
607,9492,91,230
608,1688,54,590
609,2765,2,913
610,8488,62,641
611,6791,10,419
612,4088,50,943
613,8613,68,350
614,6351,91,985
615,8184,54,116
616,8118,28,92
617,4429,2,350
618,2451,3,891
619,2970,16,266
620,7922,34,264
621,4516,91,583
622,8631,100,446
623,6495,94,285
624,1244,51,369
625,3858,55,685
626,6205,93,353
627,5543,94,422
628,3163,96,573
629,2773,66,530
630,9626,32,530
631,6242,96,707
632,9638,58,4
633,3228,52,477
634,3225,42,928
635,3021,3,937
636,1969,33,981
637,6832,98,69
638,7043,68,646
639,1418,95,966
640,4378,38,604
641,1576,37,752
642,6430,78,579
643,5123,52,997
644,2875,13,779
645,3605,18,896
646,8557,93,479
647,7752,30,669
648,2305,78,512
649,6525,90,182
650,2080,35,255
651,5407,25,628
652,1141,55,704
653,1699,74,33
654,6477,5,757
655,5236,23,608
656,7675,74,449
657,7647,61,641
658,4598,8,681
659,5666,46,814
660,7793,100,893
661,1067,5,151
662,4276,100,443
663,1489,76,216
664,9137,100,37
665,3542,68,720
666,2892,28,541
667,7280,73,937
668,7690,78,955
669,3428,51,507
670,9151,8,627
671,8773,26,826
672,8043,99,708
673,9694,86,726
674,1440,7,390
675,5970,63,843
676,2920,8,45
677,8110,77,752
678,5585,48,281
679,3179,70,26
680,2386,44,28
681,9510,67,531
682,8966,72,499
683,7950,1,480
684,4673,64,122
685,5506,75,304
686,8254,11,966
687,7443,63,260
688,2764,90,119
689,3835,71,528
690,9950,62,558
691,3332,3,856
692,7749,9,222
693,4422,20,807
694,4552,87,621
695,2478,49,219
696,3285,67,938
697,9413,53,300
698,2563,83,877
699,9169,19,863
700,6087,40,440
701,5340,10,464
702,2763,32,159
703,2925,11,637
704,5715,31,38
705,2126,15,147
706,3532,7,747
707,2822,55,733
708,7544,62,323
709,2489,44,222
710,9331,1,680
711,3873,49,27
712,7575,56,896
713,5352,68,868
714,8645,54,206
715,5959,17,518
716,7542,30,47
717,5928,100,226
718,4667,30,793
719,5530,5,979
720,1721,80,635
721,4694,63,713
722,2125,35,216
723,5583,78,202
724,2335,17,607
725,9343,83,201
726,1309,65,486
727,2747,94,87
728,6091,87,539
729,5991,87,897
730,7471,64,160
731,9520,5,676
732,1088,87,275
733,1623,90,861
734,2319,47,176
735,6338,33,205
736,7779,4,737
737,7177,86,744
738,4187,30,977
739,6573,51,740
740,6267,61,822
741,5854,8,18
742,5770,8,467
743,2962,5,263
744,4211,91,220
745,2618,78,851
746,1580,2,544
747,6435,2,503
748,8738,60,935
749,4710,68,344
750,2964,32,927
751,1939,27,642
752,6874,61,564
753,3095,77,358
754,2218,95,544
755,6633,59,644
756,9823,3,722
757,4245,80,749
758,5877,7,968
759,9086,2,634
760,6450,18,911
761,4727,43,984
762,1080,57,39
763,6038,64,703
764,7286,51,765
765,6709,45,794
766,1411,19,888
767,9732,92,322
768,2737,53,799
769,3518,60,875
770,4045,98,760
771,1225,54,536
772,6879,47,750
773,2228,24,956
774,6424,16,474
775,8670,62,6
776,4979,92,880
777,2709,70,695
778,8932,78,569
779,3552,32,27
780,1759,4,866
781,9579,57,74
782,5704,93,559
783,5900,37,420
784,7669,45,20
785,5974,56,950
786,8414,15,13
787,6572,77,735
788,6990,41,469
789,9833,34,507
790,9430,36,963
791,2313,58,588
792,7378,71,512
793,9203,11,287
794,6245,70,745
795,4833,3,337
796,9312,72,607
797,7551,13,768
798,8334,30,238
799,2315,89,693
800,7984,50,454
801,1886,50,317
802,6441,11,361
803,2257,72,160
804,5910,46,938
805,5387,61,564
806,3355,33,197
807,7173,85,50
808,9689,64,67
809,5624,80,175
810,9558,50,690
811,3128,78,49
812,7372,99,687
813,5408,37,241
814,1760,75,153
815,3903,27,854
816,1908,33,193
817,6637,67,392
818,2897,26,983
819,7431,50,698
820,1115,38,145
821,9186,17,172
822,1689,87,405
823,6034,69,966
824,5475,76,268
825,6836,58,559
826,6056,51,94
827,5659,42,569
828,7534,54,191
829,6781,74,389
830,8002,97,906
831,3855,24,6
832,4261,27,551
833,2617,0,710
834,9105,54,234
835,4716,69,181
836,9855,28,916
837,5557,10,474
838,7708,56,173
839,2975,15,560
840,2036,35,286
841,4892,19,21
842,3703,73,202
843,1385,77,593
844,5546,78,104
845,9356,23,771
846,2317,3,373
847,1459,38,11
848,4046,63,820
849,9217,48,990
850,9779,52,166
851,8113,11,518
852,9446,29,278
853,6137,90,78
854,6222,87,664
855,6347,36,696
856,4998,13,492
857,8105,41,809
858,2455,12,327
859,1210,95,688
860,9057,64,837
861,4014,1,978
862,5101,93,77
863,2376,19,164
864,4434,84,482
865,2110,61,647
866,9227,78,118
867,5596,71,302
868,4251,91,906
869,2175,38,726
870,5402,40,673
871,8069,67,459
872,1069,38,817
873,6712,49,56
874,9082,22,985
875,3653,47,517
876,9983,92,283
877,6728,83,306
878,8101,62,388
879,7639,52,633
880,1588,7,412
881,8149,1,695
882,2564,28,395
883,4396,42,547
884,1272,30,251
885,1502,73,202
886,4069,65,147
887,5139,85,689
888,9554,57,736
889,7322,36,603
890,8387,96,35
891,5520,38,886
892,9720,47,795
893,8779,72,192
894,2168,41,670
895,1695,5,288
896,5950,67,182
897,6901,16,814
898,6696,58,170
899,4528,1,292
900,2600,88,525
901,3900,77,768
902,1439,46,474
903,5237,66,417
904,1418,28,556
905,5045,78,56
906,1798,58,576
907,4970,100,274
908,1198,3,553
909,3580,24,356
910,3616,66,870
911,6237,25,448
912,1229,89,563
913,2231,50,91
914,2451,27,390
915,2999,3,736
916,1544,32,450
917,2776,55,232
918,3653,55,999
919,7858,31,305
920,4104,12,400
921,3169,85,767
922,7420,21,162
923,1795,16,882
924,5635,41,7
925,3123,100,398
926,9978,22,342
927,9882,60,945
928,7450,16,133
929,4824,67,621
930,8024,53,904
931,7016,3,751
932,1376,89,853
933,8066,27,689
934,2593,35,318
935,5288,88,250
936,7909,10,871
937,9755,72,125
938,4954,63,862
939,9482,24,387
940,6364,48,706
941,3647,97,307
942,3984,48,993
943,5836,28,866
944,3249,64,407
945,6863,61,714
946,9569,91,453
947,4282,37,870
948,4558,82,649
949,2904,7,657
950,3639,49,563
951,3672,18,354
952,5726,24,428
953,2620,56,379
954,9586,34,773
955,8653,55,996
956,9347,64,579
957,2775,53,299
958,6925,65,483
959,9034,20,920
960,7621,51,125
961,6772,35,499
962,6955,45,951
963,2508,29,110
964,6323,87,129
965,8993,17,215
966,1954,61,687
967,5287,18,759
968,4182,79,745
969,6233,67,623
970,3975,44,83
971,5972,94,742
972,4699,71,925
973,4417,49,486
974,2331,90,135
975,3812,76,812
976,1512,26,929
977,6510,25,892
978,5511,100,778
979,5477,64,28
980,3738,10,553
981,9813,15,443
982,9539,15,223
983,3309,68,625
984,3158,29,539
985,4787,86,81
986,7076,5,819
987,5581,85,918
988,9207,92,773
989,2446,75,545
990,3407,100,759
991,6040,38,445
992,3807,95,263
993,6780,5,439
994,9624,53,64
995,7556,14,169
996,2920,66,59
997,1218,44,20
998,8456,91,333
999,9088,49,728
1000,9227,53,707
1001,5472,70,935
1002,3589,78,367
1003,8936,15,523
1004,3386,78,92
1005,1060,68,860
1006,1867,13,943
1007,1797,44,592
1008,9075,4,353
1009,8700,4,514
1010,5490,42,676
1011,8992,43,195
1012,6853,34,562
1013,4648,75,664
1014,4177,9,331
1015,6985,95,129
1016,5720,53,534
1017,2311,70,768
1018,3780,30,836
1019,4243,91,629
1020,6767,14,85
1021,6761,40,655
1022,5137,59,570
1023,3042,67,503
1024,4936,94,963
1025,3941,95,691
1026,3632,52,346
1027,7888,40,793
1028,1383,6,969
1029,6493,18,342
1030,9044,84,974
1031,6805,85,620
1032,4694,71,830
1033,4831,65,699
1034,6844,92,195
1035,3438,78,51
1036,6649,45,13
1037,6957,53,503
1038,7574,64,570
1039,2447,64,798
1040,3041,76,983
1041,4096,86,418
1042,6189,94,579
1043,5107,13,115
1044,5335,57,236
1045,8000,21,566
1046,5617,62,744
1047,3708,50,320
1048,4082,61,293
1049,6967,53,591
1050,6280,40,480
1051,6711,7,716
1052,3851,35,405
1053,1864,86,325
1054,6675,67,514
1055,6442,18,222
1056,9593,44,185
1057,2418,24,990
1058,6972,12,21
1059,6640,58,910
1060,3200,17,652
1061,8249,75,135
1062,7205,58,604
1063,4341,88,884
1064,7583,20,495
1065,6735,41,116
1066,9787,68,934
1067,3485,5,174
1068,5609,3,425
1069,8711,31,430
1070,1749,14,366
1071,6210,84,934
1072,7403,53,203
1073,6426,71,541
1074,4447,62,504
1075,7279,6,435
1076,2422,79,598
1077,4678,92,271
1078,2075,65,821
1079,7278,40,102
1080,5574,50,704
1081,8596,13,496
1082,4017,36,832
1083,9393,94,361
1084,3252,75,84
1085,7578,58,354
1086,7589,20,233
1087,4967,75,251
1088,9945,75,432
1089,4273,8,632
1090,1098,72,969
1091,7053,10,815
1092,2524,7,828
1093,4903,18,758
1094,4277,33,182
1095,8623,69,647
1096,4012,68,865
1097,9671,79,874
1098,2860,26,537
1099,4495,90,875
1100,2497,58,760
1101,5368,83,529
1102,9535,56,957
1103,3023,9,487
1104,8807,29,172
1105,7484,38,308
1106,5567,69,354
1107,7834,21,331
1108,5556,88,66
1109,6706,59,74
1110,5470,11,123
1111,2983,44,364
1112,7876,70,966
1113,2102,75,450
1114,3199,1,19
1115,7409,43,44
1116,5497,18,329
1117,2175,88,488
1118,8527,5,334
1119,1297,54,918
1120,9048,9,522
1121,2562,5,704
1122,3626,48,119
1123,5309,23,405
1124,7850,70,913
1125,4086,23,138
1126,3370,64,405
1127,3837,50,22
1128,3223,87,715
1129,1728,6,454
1130,2965,97,611
1131,7756,29,435
1132,7673,23,609
1133,1960,31,632
1134,7086,27,703
1135,4380,36,161
1136,8719,56,595
1137,3428,17,629
1138,6014,75,690
1139,1045,93,116
1140,1912,42,750
1141,2555,98,142
1142,1107,43,480
1143,6672,89,442
1144,2250,45,361
1145,4756,69,445
1146,4425,30,58
1147,1751,45,382
1148,8155,56,885
1149,5913,29,574
1150,2912,98,930
1151,4207,98,302
1152,6079,51,581
1153,3014,70,784
1154,2102,29,822
1155,3465,42,104
1156,8106,72,947
1157,2111,47,453
1158,8677,34,704
1159,2190,27,104
1160,4808,55,60
1161,8130,42,590
1162,9167,51,348
1163,4962,46,501
1164,9842,32,494
1165,1200,7,907
1166,5096,12,467
1167,2266,29,341
1168,4723,11,256
1169,1250,97,282
1170,5644,51,350
1171,2521,6,166
1172,2706,84,691
1173,2146,78,53
1174,6298,60,462
1175,2447,55,887
1176,2386,53,479
1177,5431,15,497
1178,2689,9,620
1179,1819,99,55
1180,1457,3,816
1181,3261,38,173
1182,3249,2,868
1183,6195,96,860
1184,8565,4,50
1185,4885,54,240
1186,4764,39,14
1187,8754,66,703
1188,7956,60,969
1189,3809,90,214
1190,2398,61,319
1191,1450,85,670
1192,4477,90,997
1193,9092,52,580
1194,2690,95,60
1195,8450,29,554
1196,2603,15,861
1197,8552,60,466
1198,8878,54,849
1199,1226,27,395
1200,7825,49,251
1201,7239,84,225
1202,9545,18,904
1203,6044,3,920
1204,8587,42,624
1205,5918,67,558
1206,3435,7,141
1207,8901,100,468
1208,6555,47,153
1209,4526,27,110
1210,9749,40,425
1211,1653,52,806
1212,2211,34,722
1213,9142,65,179
1214,2586,46,500
1215,3316,64,104
1216,5386,1,144
1217,2798,94,926
1218,7781,72,288
1219,1510,12,362
1220,3337,16,644
1221,3389,0,573
1222,6349,20,387
1223,4337,64,176
1224,5600,97,702
1225,6502,7,975
1226,9221,91,716
1227,8732,30,905
1228,2900,43,623
1229,9159,60,293
1230,4984,43,649
1231,1058,0,674
1232,5315,44,220
1233,7586,7,516
1234,1733,55,432
1235,1576,70,955
1236,2474,18,679
1237,3688,63,745
1238,3686,79,324
1239,5723,64,400
1240,9150,74,367
1241,3578,18,116
1242,5454,72,849
1243,3702,90,747
1244,4425,35,290
1245,2690,4,665
1246,7283,82,379
1247,8114,98,457
1248,7847,32,929
1249,8674,95,27
1250,1713,1,51
1251,9015,29,538
1252,9153,60,100
1253,6115,77,394
1254,2353,20,850
1255,1667,81,365
1256,2592,62,127
1257,4778,12,46
1258,9610,82,99
1259,5425,54,163
1260,5573,77,84
1261,6381,5,549
1262,4814,28,244
1263,5820,47,443
1264,9440,35,810
1265,9013,29,162
1266,5615,18,436
1267,2947,91,374
1268,3560,37,214
1269,8559,84,414
1270,7066,27,786
1271,1319,64,116
1272,9682,28,809
1273,5955,85,603
1274,7652,55,157
1275,7284,9,824
1276,3076,65,673
1277,5721,1,343
1278,1012,98,863
1279,3925,72,559
1280,6067,40,475
1281,5337,29,983
1282,6120,26,135
1283,4652,66,519
1284,4578,68,625
1285,3394,51,877
1286,3548,59,391
1287,9744,93,125
1288,3294,20,767
1289,9469,63,699
1290,5399,5,649
1291,3319,58,840
1292,2503,58,244
1293,3796,8,496
1294,3543,94,441
1295,5126,54,181
1296,8729,53,823
1297,4605,56,730
1298,8064,49,774
1299,8631,58,418
1300,2467,84,215
1301,4316,65,469
1302,6368,8,346
1303,1891,59,496
1304,3783,28,782
1305,2088,37,916
1306,4815,77,196
1307,4664,55,42
1308,8179,36,488
1309,3572,90,102
1310,1988,99,514
1311,2109,67,499
1312,4286,2,935
1313,8369,88,954
1314,5418,71,421
1315,5516,26,192
1316,5758,75,434
1317,4851,27,398
1318,9380,50,887
1319,6664,75,98
1320,5897,42,968
1321,1658,15,253
1322,7293,0,159
1323,3383,76,743
1324,7073,87,263
1325,5194,4,343
1326,6429,94,784
1327,1850,36,889
1328,5133,80,761
1329,4748,90,350
1330,5112,67,190
1331,7507,57,391
1332,4861,44,360
1333,5190,21,758
1334,1929,67,17
1335,8894,39,939
1336,4438,97,136
1337,2241,20,421
1338,8646,61,934
1339,6211,9,12
1340,3718,36,740
1341,9491,95,164
1342,3204,66,628
1343,2818,64,117
1344,8633,3,6
1345,4261,36,965
1346,7254,39,212
1347,8273,23,46
1348,8572,42,441
1349,8093,63,973
1350,5610,25,28
1351,8243,60,601
1352,4713,46,80
1353,2791,62,356
1354,1692,52,772
1355,9922,68,513
1356,6636,20,764
1357,8815,44,171
1358,2502,31,857
1359,3118,97,710
1360,5724,74,513
1361,8730,77,101
1362,4487,49,778
1363,5862,11,196
1364,8374,41,561
1365,7630,25,466
1366,7394,21,321
1367,9343,80,453
1368,5285,79,29
1369,3048,71,48
1370,1474,89,228
1371,9467,79,940
1372,4182,5,368
1373,6709,2,234
1374,1268,65,772
1375,7925,2,164
1376,6587,20,693
1377,9027,60,990
1378,1438,61,164
1379,5066,90,632
1380,3405,76,252
1381,1945,45,26
1382,9310,65,165
1383,6161,83,709
1384,5638,17,536
1385,5916,98,448
1386,2156,15,520
1387,2182,43,157
1388,4279,87,532
1389,7348,57,466
1390,8875,42,677
1391,4852,11,541
1392,5391,43,974
1393,9366,70,391
1394,5077,22,220
1395,6858,68,266
1396,5140,90,820
1397,5068,76,487
1398,7262,10,514
1399,6744,17,871
1400,5782,25,398
1401,6202,29,443
1402,3627,33,285
1403,5618,49,98
1404,7026,46,235
1405,5675,80,353
1406,6796,40,714
1407,1628,81,145
1408,2284,35,319
1409,7052,63,567
1410,4936,93,53
1411,3607,84,335
1412,7911,65,332
1413,5678,41,622
1414,3327,3,226
1415,9283,35,404
1416,4225,2,312
1417,5914,94,689
1418,6940,15,556
1419,1285,33,980
1420,3362,85,511
1421,2000,33,126
1422,5204,90,68
1423,3995,58,190
1424,3445,18,354
1425,3841,54,884
1426,8465,81,387
1427,6598,66,472
1428,6265,85,903
1429,6615,39,822
1430,3268,57,890
1431,5624,59,401
1432,4041,22,26
1433,6234,28,815
1434,3521,81,665
1435,3255,42,359
1436,9978,97,436
1437,5516,47,736
1438,7716,38,30
1439,8384,10,243
1440,8908,53,514
1441,8319,13,486
1442,3948,55,8
1443,1320,72,907
1444,2180,100,681
1445,9245,29,231
1446,1823,72,572
1447,5567,71,422
1448,4377,28,696
1449,9193,86,567
1450,2230,12,383
1451,3294,97,885
1452,8213,11,877
1453,1356,86,685
1454,2456,72,284
1455,4283,28,752
1456,1782,92,171
1457,6635,63,732
1458,7396,88,432
1459,1290,11,910
1460,5124,22,436
1461,9368,9,648
1462,7227,62,411
1463,5071,13,234
1464,6525,36,939
1465,5269,46,397
1466,6340,57,817
1467,7841,75,427
1468,2735,85,156
1469,2345,68,238
1470,2036,20,729
1471,2906,7,627
1472,2300,27,152
1473,7340,12,333
1474,9300,21,276
1475,1501,28,395
1476,8340,98,619
1477,2118,49,966
1478,5268,10,66
1479,2695,54,180
1480,6118,54,287
1481,7832,54,522
1482,7136,37,625
1483,7609,81,145
1484,8665,37,430
1485,1288,11,553
1486,4377,92,623
1487,5404,60,468
1488,7418,34,258
1489,6363,78,183
1490,3079,46,697
1491,4550,19,350
1492,1830,72,41
1493,4870,91,11
1494,5036,43,76
