流id,流带宽,进入设备时间,发送流所需时间
239,3976,28,121
240,7764,95,851
241,8490,97,858
242,9403,83,442
243,6262,66,784
244,8404,8,597
245,6147,77,267
246,2202,71,966
247,9241,79,690
248,4416,8,846
249,7546,43,97
250,9564,32,956
251,6090,58,294
252,8370,6,687
253,8102,77,561
254,7618,90,219
255,6202,15,663
256,6467,45,742
257,6004,83,973
258,2138,76,632
259,6414,100,870
260,6101,81,825
261,1407,21,850
262,2003,33,12
263,1151,45,865
264,2616,93,383
265,2807,14,664
266,8207,65,253
267,7210,37,892
268,4641,37,126
269,4456,26,371
270,3352,26,836
271,2532,57,71
272,2416,34,577
273,5725,39,265
274,3351,96,328
275,3218,0,896
276,9962,13,408
277,9958,83,916
278,2313,83,970
279,2287,35,657
280,3639,70,733
281,1032,30,649
282,6219,65,512
283,5990,15,4
284,6140,67,724
285,1547,27,786
286,3648,99,253
287,3994,74,189
288,9884,82,387
289,1577,73,817
290,8944,100,273
291,9347,70,449
292,5947,96,691
293,5636,24,917
294,1387,23,429
295,9627,33,501
296,2211,11,261
297,5513,66,872
298,4439,57,203
299,9225,7,728
300,6523,18,73
301,4539,76,401
302,7951,57,180
303,5814,73,5
304,5565,99,355
305,1794,97,335
306,4861,7,873
307,4326,7,251
308,2463,44,911
309,7357,3,735
310,8649,18,46
311,2640,25,271
312,1668,98,823
313,4468,24,80
314,8778,82,877
315,1776,73,524
316,1148,41,995
317,3363,23,459
318,9141,17,39
319,8011,52,80
320,9410,97,257
321,7299,22,64
322,2220,29,800
323,9116,67,450
324,2948,17,645
325,4634,38,974
326,5289,10,908
327,2655,93,874
328,4089,29,130
329,8941,46,234
330,6731,58,533
331,7083,8,641
332,2822,35,681
333,5541,52,300
334,9273,97,407
335,5757,62,930
336,2066,14,131
337,7831,14,909
338,2989,46,893
339,1946,18,441
340,3171,21,634
341,9799,32,549
342,5706,73,901
343,8532,78,234
344,9432,34,29
345,2783,86,875
346,3209,64,826
347,1160,45,732
348,5633,73,900
349,2780,3,413
350,1409,16,913
351,3054,89,382
352,7548,49,112
353,3233,82,194
354,4190,85,62
355,6522,5,314
356,1898,47,303
357,6591,51,134
358,5180,36,456
359,9641,39,345
360,8209,53,566
361,6405,56,565
362,7444,30,203
363,7712,16,975
364,1387,43,824
365,5884,11,267
366,4062,59,845
367,1257,2,864
368,5607,57,407
369,1669,62,946
370,4199,47,499
371,2782,50,985
372,2567,22,49
373,4214,9,988
374,9237,24,917
375,2083,83,563
376,4386,55,125
377,7369,86,948
378,4425,38,503
379,3822,49,133
380,8283,63,14
381,4879,27,751
382,9557,90,426
383,3506,45,385
384,5403,16,432
385,7445,82,880
386,6254,32,739
387,6563,33,409
388,5962,52,457
389,2781,43,476
390,5092,34,370
391,2115,21,354
392,4828,83,169
393,9375,6,801
394,2272,12,238
395,9310,12,233
396,4513,55,781
397,2537,85,6
398,8781,54,807
399,6026,55,901
400,2173,36,713
401,9532,32,759
402,6059,100,172
403,2971,46,868
404,9347,7,964
405,4912,67,886
406,9016,42,463
407,9766,50,122
408,6891,24,73
409,8546,89,794
410,3672,58,118
411,3947,38,462
412,1236,93,323
413,6820,83,242
414,6479,81,347
415,4407,91,991
416,5910,67,25
417,8621,80,377
418,2452,7,110
419,2281,34,263
420,5599,71,771
421,7482,8,120
422,4313,64,626
423,7493,71,653
424,3337,64,331
425,8252,48,767
426,4321,70,29
427,5279,45,848
428,8945,53,472
429,2547,34,957
430,4224,67,749
431,2897,69,218
432,8420,66,831
433,3107,44,314
434,2313,98,224
435,2153,23,698
436,8654,35,667
437,1678,7,579
438,1613,53,354
439,6635,42,14
440,7067,14,159
441,8330,73,797
442,5680,56,708
443,5686,57,617
444,9609,0,218
445,1770,20,228
446,2792,88,659
447,9149,71,113
448,4838,4,187
449,7146,12,525
450,4233,41,752
451,5684,40,635
452,4407,8,317
453,9055,90,386
454,6387,90,110
455,1773,65,1
456,3425,34,468
457,1900,99,174
458,8101,60,570
459,4058,21,948
460,2643,46,225
461,5740,97,529
462,8902,57,878
463,6822,100,766
464,4995,65,107
465,2476,56,629
466,4114,5,798
467,9934,40,547
468,3848,17,783
469,8447,10,905
470,3314,55,159
471,8173,54,193
472,5169,42,929
473,8896,8,694
474,6279,14,916
475,7695,77,956
476,4741,64,195
477,1979,35,487
478,6209,70,27
479,8245,68,510
480,8786,35,6
481,2868,43,357
482,7683,97,608
483,2747,9,142
484,5506,43,39
485,3403,88,99
486,9418,74,769
487,4613,73,8
488,6611,35,485
489,1575,12,782
490,1766,19,610
491,9288,75,53
492,6550,67,776
493,4018,40,401
494,8887,95,618
495,1871,69,43
496,3915,73,604
497,5949,77,912
498,7252,20,870
499,2732,39,415
500,4275,50,342
501,5629,86,442
502,9505,48,357
503,8673,16,153
504,6518,61,182
505,9349,80,108
506,1407,69,212
507,5671,36,697
508,9646,17,462
509,6005,83,299
510,2393,100,98
511,6326,69,184
512,1723,14,594
513,2259,2,952
514,2532,65,687
515,6022,99,401
516,3929,77,594
517,5512,36,818
518,6766,97,921
519,2252,2,56
520,4016,44,612
521,3229,13,776
522,2410,68,343
523,6880,84,146
524,9059,6,733
525,5830,38,222
526,3508,42,611
527,4238,47,623
528,9331,44,713
529,6231,72,417
530,1161,35,249
531,3626,64,230
532,7956,28,553
533,1710,19,734
534,2520,21,645
535,1089,55,703
536,9265,26,46
537,5721,94,15
538,6247,20,900
539,9205,66,54
540,2556,63,795
541,2649,23,446
542,4335,54,737
543,4145,27,749
544,6145,86,552
545,2254,58,47
546,1682,70,132
547,9189,6,418
548,6460,80,204
549,5140,100,376
550,5047,83,639
551,9819,38,610
552,3359,84,570
553,8741,8,459
554,6699,1,185
555,1714,9,909
556,2009,36,112
557,9168,79,143
558,2115,89,406
559,2466,53,396
560,4156,28,316
561,1954,56,594
562,1679,9,343
563,5737,41,847
564,4134,1,729
565,6259,69,363
566,1025,3,470
567,4724,41,195
568,3699,42,833
569,5740,97,743
570,3319,33,349
571,6233,45,635
572,6224,87,683
573,1631,3,986
574,2285,65,256
575,7573,1,366
576,9683,88,806
577,5718,59,728
578,5911,61,616
579,5505,64,129
580,8562,36,807
581,5360,61,803
582,5437,85,442
583,5793,70,678
584,8425,25,104
585,7921,68,719
586,4240,12,992
587,2174,71,644
588,4457,41,106
589,4104,39,820
590,8621,12,310
591,4987,28,24
592,8437,6,316
593,3446,44,707
594,9288,39,391
595,5687,29,51
596,9263,0,124
597,3620,70,347
598,6707,58,425
599,2235,13,525
600,3867,92,487
601,8294,2,509
602,8014,55,831
603,4356,32,514
604,9010,28,252
605,3607,75,638
606,2978,69,414
607,7066,42,739
608,5034,61,774
609,6676,12,973
610,3169,96,179
611,3960,39,168
612,2684,12,209
613,1324,21,406
614,7601,0,67
615,9774,67,811
616,3598,45,748
617,5503,49,565
618,2049,72,378
619,7917,44,120
620,8674,32,9
621,6254,1,877
622,4890,62,841
623,1586,63,483
624,2287,9,409
625,8962,14,138
626,9106,70,466
627,7535,83,554
628,4015,12,636
629,9449,88,509
630,8206,62,390
631,5165,28,668
632,1186,72,368
633,2734,62,648
634,4206,24,377
635,2445,78,385
636,1329,14,271
637,6384,62,931
638,4478,73,492
639,9736,23,348
640,4725,92,662
641,1845,14,573
642,2746,39,924
643,2981,1,93
644,2721,31,628
645,5424,96,222
646,8993,86,233
647,1482,47,875
648,5325,52,296
649,3151,42,892
650,4014,18,98
651,2262,76,33
652,7149,34,526
653,2777,93,443
654,9115,47,735
655,5166,84,63
656,3650,83,315
657,4688,72,393
658,6199,57,471
659,9142,0,764
660,5279,54,32
661,1946,20,106
662,6026,7,156
663,3178,8,378
664,6207,19,700
665,3037,38,849
666,9334,50,388
667,8644,81,178
668,4742,79,381
669,1243,9,360
670,3337,29,145
671,4048,65,288
672,1885,48,168
673,2876,35,513
674,6177,50,555
675,3797,37,626
676,8018,99,150
677,3435,78,29
678,8094,56,341
679,7526,51,812
680,4191,47,330
681,8459,95,716
682,1199,96,966
683,9874,26,775
684,4818,52,538
685,6378,13,917
686,7742,19,873
687,3520,6,363
688,7837,38,242
689,9734,3,632
690,8966,51,911
691,3574,9,481
692,9623,62,487
693,2158,68,665
694,2391,32,731
695,3290,25,253
696,2475,56,427
697,7180,78,687
698,3550,43,863
699,2530,51,979
700,4328,86,164
701,1081,77,925
702,2899,5,550
703,4817,82,897
704,6241,57,314
705,9344,78,824
706,6797,12,610
707,2842,100,949
708,2670,76,41
709,4142,76,338
710,7641,85,238
711,3097,24,575
712,5539,93,924
713,1482,93,405
714,5308,16,863
715,6311,71,361
716,3600,4,563
717,9609,84,363
718,3013,4,191
719,5022,86,526
720,6225,48,727
721,7373,64,61
722,9751,82,122
723,2166,34,968
724,7366,47,587
725,3375,92,218
726,9549,44,341
727,2870,86,902
728,4206,69,285
729,4992,60,322
730,3110,29,867
731,5718,83,37
732,7312,9,78
733,8336,40,594
734,7532,70,330
735,4283,81,125
736,3050,34,614
737,5520,59,194
738,5656,2,222
739,2587,57,406
740,7686,17,972
741,2642,90,933
742,4929,47,757
743,1276,92,964
744,3618,27,709
745,4899,59,680
746,1149,30,804
747,5943,96,808
748,3095,81,763
749,1030,54,422
750,4654,73,768
751,1938,24,241
752,7485,77,24
753,7341,44,314
754,6769,59,735
755,2454,29,418
756,4509,75,323
757,5731,98,765
758,7308,55,656
759,3709,46,781
760,4375,64,266
761,9540,82,570
762,5679,80,296
763,4792,58,831
764,2437,51,985
765,3456,55,376
766,7860,7,326
767,3735,89,701
768,2472,3,603
769,6069,34,432
770,9673,77,594
771,3937,35,735
772,1826,25,719
773,7341,91,799
774,7973,90,714
775,8726,71,787
776,9971,51,573
777,4855,71,916
778,5010,64,101
779,9338,61,525
780,8888,37,168
781,3049,7,701
782,2187,65,669
783,3884,45,276
784,5962,91,950
785,7301,5,606
786,3414,86,286
787,8015,6,183
788,4035,47,559
789,4674,97,43
790,6732,21,100
791,4416,26,585
792,2863,21,155
793,1279,16,832
794,8327,35,413
795,7840,42,699
796,3128,37,391
797,3275,88,942
798,1299,4,58
799,6348,41,129
800,8194,7,609
801,1351,25,928
802,7176,14,524
803,8067,30,439
804,6529,37,2
805,7191,26,190
806,7119,3,836
807,9535,69,699
808,7743,100,427
809,2422,44,841
810,9515,39,900
811,5102,68,77
812,3011,57,756
813,3849,86,240
814,9923,70,405
815,4362,23,175
816,1759,48,578
817,8311,45,42
818,8949,88,609
819,5392,32,79
820,3377,39,567
821,6430,45,827
822,2605,27,10
823,5485,67,396
824,7845,0,758
825,1896,20,163
826,7535,31,778
827,2687,14,743
828,1793,96,439
829,9095,57,541
830,7521,5,565
831,4954,49,528
832,3809,64,448
833,8190,38,965
834,3901,47,644
835,1657,96,109
836,7451,49,645
837,4458,18,101
838,9198,53,604
839,8375,31,902
840,5678,54,209
841,4600,78,768
842,6697,3,479
843,7277,4,499
844,3711,94,142
845,4928,91,424
846,4661,88,241
847,5230,67,329
848,5117,43,770
849,1889,17,844
850,5047,29,133
851,9097,60,546
852,3415,23,795
853,3534,58,94
854,7343,2,473
855,6766,31,532
856,8098,50,908
857,9472,19,436
858,2423,37,320
859,1892,99,156
860,6519,48,448
861,7837,80,851
862,2222,69,264
863,1434,76,28
864,5668,67,496
865,1802,99,708
866,5688,26,419
867,5123,55,338
868,5234,37,184
869,5716,20,257
870,9833,34,177
871,9271,96,138
872,2815,0,414
873,9548,79,432
874,5994,81,414
875,5711,12,518
876,5685,11,814
877,9556,3,531
878,2763,80,352
879,4464,89,139
880,4340,28,879
881,6716,26,823
882,3018,54,589
883,9451,85,255
884,7780,12,795
885,5065,98,554
886,8779,91,490
887,9995,15,930
888,3229,80,694
889,4247,32,177
890,1216,33,799
891,9288,1,898
892,7610,27,612
893,6197,78,595
894,9659,1,858
895,7859,61,299
896,7492,59,385
897,2562,76,911
898,2322,30,145
899,3850,2,342
900,3963,92,491
901,1319,3,124
902,5674,84,700
903,9134,32,464
904,5099,16,722
905,5892,50,154
906,4024,91,114
907,6682,7,717
908,6381,58,435
909,6622,29,420
910,4308,8,899
911,5158,14,318
912,1795,92,586
913,4936,43,440
914,1351,86,606
915,4205,72,40
916,6248,86,295
917,5720,74,193
918,9839,40,581
919,1490,68,766
920,3679,35,227
921,7693,19,268
922,4384,20,270
923,5905,88,17
924,1356,26,298
925,6183,20,922
926,1806,78,499
927,6117,94,630
928,7368,30,539
929,5847,89,445
930,4225,85,717
931,1493,78,568
932,7945,28,382
933,6465,85,437
934,9856,14,764
935,9996,51,479
936,9465,58,445
937,3646,7,604
938,9737,76,818
939,7744,3,449
940,9926,94,543
941,4789,69,608
942,6472,94,490
943,6530,28,424
944,9986,26,522
945,3316,52,513
946,4406,41,115
947,3615,16,891
948,2884,96,895
949,5899,68,731
950,6173,10,945
951,7997,25,296
952,9488,51,178
953,8674,63,709
954,7433,40,926
955,3282,93,329
956,5490,17,746
957,5115,92,794
958,2433,77,253
959,1216,42,317
960,2681,76,870
961,2121,56,70
962,3230,42,632
963,2677,44,858
964,1162,77,777
965,2130,70,901
966,3075,23,178
967,1010,6,865
968,7522,9,80
969,3291,2,112
970,3799,15,904
971,4184,42,922
972,9128,49,849
973,8731,8,193
974,8151,16,716
975,1379,51,257
976,4714,58,414
977,4858,32,209
978,1183,61,106
979,5977,99,33
980,2664,49,139
981,3154,37,854
982,2755,9,463
983,2308,51,855
984,1991,80,941
985,7749,86,618
986,1345,52,22
987,4224,6,505
988,1967,0,604
989,2088,52,370
990,2866,22,934
991,5821,66,968
992,7414,10,850
993,4384,60,899
994,3505,31,913
995,3296,38,746
996,9582,91,772
997,3836,95,723
998,3051,96,966
999,6679,93,308
1000,2405,65,449
1001,8699,57,358
1002,2976,69,273
1003,9563,66,344
1004,2084,22,705
1005,5502,8,166
1006,6033,25,617
1007,1698,39,235
1008,5379,74,712
1009,6952,43,584
1010,3859,65,707
1011,5484,39,314
1012,1779,47,444
1013,6508,57,756
1014,3051,58,534
1015,6637,54,556
1016,5428,97,235
1017,5639,50,237
1018,6746,29,647
1019,3509,80,218
1020,3185,30,928
1021,6280,80,314
1022,1923,22,574
1023,2411,76,734
1024,4616,24,207
1025,2724,66,931
1026,1467,78,489
1027,3448,98,930
1028,2158,50,872
1029,1181,16,311
1030,1528,90,831
1031,5859,93,114
1032,7387,36,633
1033,1973,73,604
1034,5446,88,199
1035,8872,0,779
1036,3266,96,335
1037,5167,77,96
1038,1062,61,915
1039,1526,85,780
1040,6213,40,423
1041,6455,42,815
1042,6016,24,112
1043,1671,60,45
1044,5638,92,864
1045,7371,48,133
1046,8315,95,239
1047,6554,49,591
1048,1569,79,499
1049,2528,98,925
1050,8363,34,489
1051,8416,90,996
1052,3760,44,646
1053,4177,67,794
1054,2674,16,654
1055,8123,60,848
1056,5471,26,694
1057,4692,8,982
1058,9098,71,583
1059,6037,27,799
1060,8522,36,451
1061,6079,64,649
1062,6739,8,230
1063,8830,13,593
1064,2268,24,969
1065,4611,76,308
1066,8792,93,18
1067,2143,16,754
1068,5433,4,908
1069,4102,54,749
1070,6742,34,615
1071,5791,72,397
1072,9046,82,43
1073,9383,96,429
1074,4576,20,574
1075,7275,97,700
1076,7632,10,96
1077,5389,77,183
1078,9293,56,106
1079,8210,3,160
1080,3547,52,735
1081,1992,97,627
1082,1868,56,67
1083,3425,25,599
1084,4293,93,630
1085,7812,28,179
1086,2753,62,102
1087,6676,40,87
1088,5690,90,317
1089,2538,2,293
1090,7560,52,252
1091,9861,50,444
1092,4521,80,63
1093,5216,11,618
1094,3474,70,66
1095,7921,67,369
1096,3983,80,351
1097,8035,18,205
1098,1006,40,666
1099,5144,54,262
1100,5490,15,462
1101,2995,52,399
1102,8066,45,104
1103,6541,33,134
1104,2777,2,628
1105,3912,81,74
1106,9937,84,487
1107,3231,55,445
1108,2066,1,781
1109,1291,26,308
1110,9288,84,414
1111,7414,62,311
1112,2565,33,966
1113,7071,83,942
1114,6804,76,733
1115,2825,77,715
1116,6296,53,89
1117,9760,5,877
1118,9815,84,597
1119,4214,90,536
1120,5354,33,414
1121,9900,100,455
1122,4419,85,919
1123,1066,99,112
1124,2220,100,362
1125,1825,38,673
1126,4550,49,692
1127,5651,57,148
1128,4300,85,932
1129,6366,89,224
1130,2951,36,677
1131,7612,81,919
1132,8860,14,678
1133,1078,74,286
1134,5816,77,284
1135,9945,68,351
1136,1900,23,722
1137,1449,99,519
1138,8837,68,771
1139,6051,99,609
1140,9764,100,429
1141,5885,71,947
1142,6860,33,123
1143,5093,32,636
1144,6420,44,472
1145,2964,85,822
1146,2893,99,905
1147,1334,64,423
1148,5032,13,941
1149,1143,76,30
1150,3004,55,964
1151,1161,16,294
1152,6374,52,271
1153,9651,65,644
1154,4117,72,74
1155,3460,23,210
1156,8130,10,486
1157,2753,11,702
1158,3271,39,443
1159,7821,10,409
1160,6516,42,353
1161,2884,32,340
1162,4669,41,654
1163,2786,52,805
1164,9648,49,413
1165,1894,40,457
1166,5033,48,971
1167,3522,37,720
1168,1511,44,429
1169,2027,32,651
1170,5419,9,714
1171,3679,62,984
1172,1693,27,658
1173,2218,87,973
1174,7361,62,642
1175,4759,72,270
1176,9979,39,557
1177,2032,88,572
1178,5958,22,900
1179,5483,17,268
1180,4981,45,211
1181,3695,75,984
1182,4256,5,546
1183,4902,20,840
1184,9263,49,274
1185,9286,87,693
1186,4037,36,266
1187,7657,86,379
1188,7748,38,601
1189,5090,60,634
1190,5502,62,336
1191,3422,15,943
1192,2831,18,349
1193,9333,88,721
1194,2071,78,27
1195,2179,19,392
1196,5406,46,625
1197,7532,1,856
1198,5318,45,502
1199,9448,35,920
1200,5004,10,341
1201,5143,91,478
1202,5771,91,202
1203,8796,34,985
1204,8110,47,331
1205,3956,52,65
1206,2399,99,899
1207,6044,75,662
1208,3472,22,549
1209,3868,16,918
1210,9999,68,33
1211,5461,25,955
1212,2537,20,100
1213,2393,40,890
1214,3067,70,136
1215,4868,82,661
1216,1596,29,757
1217,3535,49,553
1218,1667,97,953
1219,5939,62,884
1220,4785,22,893
1221,3770,27,596
1222,3361,26,370
1223,2030,70,623
1224,5276,51,607
1225,4848,17,583
1226,8477,22,829
1227,6733,23,151
1228,2901,46,987
1229,6392,13,771
1230,7989,72,125
1231,1716,39,17
1232,2136,30,842
1233,1450,63,360
1234,1316,64,422
1235,9889,21,30
1236,3646,0,112
1237,5305,50,335
1238,2606,60,197
1239,4005,24,572
1240,5964,100,569
1241,2453,72,639
1242,8424,38,518
1243,3270,36,649
1244,2610,4,678
1245,1293,1,333
1246,2885,6,973
1247,1379,83,790
1248,8782,30,618
1249,2748,90,760
1250,2903,7,351
1251,8161,42,450
1252,3866,86,113
1253,4506,33,220
1254,7994,86,762
1255,9341,90,329
1256,4644,60,145
1257,7262,9,567
1258,9616,15,691
1259,2202,72,644
1260,8422,73,508
1261,5954,4,387
1262,5696,20,839
1263,1205,58,313
1264,5733,30,108
1265,8071,62,778
1266,9192,17,924
1267,6110,56,389
1268,4222,34,608
1269,5482,8,703
1270,1638,36,129
1271,2745,99,304
1272,5582,12,991
1273,6702,73,164
1274,6282,85,403
1275,5109,35,145
1276,2024,20,195
1277,2995,59,167
1278,1718,67,746
1279,2412,76,571
1280,9829,98,544
1281,7742,42,971
1282,4048,34,44
1283,4612,30,968
1284,3367,5,957
1285,8322,15,411
1286,1336,7,408
1287,9172,57,788
1288,1167,66,234
1289,1104,65,128
1290,2854,51,541
1291,8770,3,197
1292,2864,4,907
1293,9706,35,694
1294,1806,53,789
1295,3683,66,193
1296,5987,59,804
1297,3749,71,868
1298,8102,18,861
1299,2652,25,335
1300,8669,14,605
1301,4087,16,290
1302,8943,18,198
1303,8257,54,241
1304,7054,6,216
1305,1222,27,279
1306,2259,26,265
1307,8451,97,698
1308,9356,17,770
1309,2178,4,755
1310,1134,57,662
1311,6990,71,196
1312,9344,8,479
1313,4029,7,264
1314,6584,47,214
1315,7083,0,788
1316,1879,99,993
1317,8322,100,272
1318,5578,7,955
1319,8458,16,274
1320,6604,83,634
1321,7059,91,379
1322,6200,73,677
1323,7659,98,995
1324,5179,2,471
1325,9983,14,423
1326,9014,37,406
1327,4271,56,584
1328,7154,37,616
1329,8459,8,812
1330,8230,74,144
1331,2442,65,764
1332,7036,38,222
1333,3191,65,183
1334,5457,56,661
1335,1419,97,9
1336,7942,63,669
1337,3548,13,655
1338,3452,62,352
1339,2735,21,259
1340,3861,100,930
1341,4300,18,654
1342,4421,56,306
1343,9561,61,97
1344,2232,90,855
1345,1745,54,1
1346,9559,43,880
1347,9638,28,656
1348,4675,82,429
1349,2618,42,411
1350,2170,12,732
1351,4487,76,65
1352,1779,13,433
1353,9978,92,550
1354,6838,3,457
1355,8063,64,453
1356,8233,86,202
1357,4131,66,267
1358,5738,51,35
1359,6440,4,728
1360,6321,51,561
1361,6338,64,220
1362,1864,67,358
1363,9376,2,35
1364,1122,69,755
1365,2716,34,279
1366,2676,13,686
1367,7465,8,614
1368,4403,65,564
1369,1145,35,548
1370,1597,39,439
1371,4673,68,941
1372,1013,10,381
1373,1127,99,466
1374,6892,91,550
1375,1390,72,785
1376,5764,26,200
1377,4026,2,734
1378,7499,52,120
1379,7309,59,10
1380,5010,11,417
1381,1937,62,709
1382,3119,23,514
1383,5436,52,826
1384,4653,66,206
1385,8940,12,691
1386,6825,49,841
1387,4678,22,381
1388,5104,52,739
1389,5340,2,428
1390,6721,21,771
1391,6550,2,175
1392,2408,62,840
1393,5450,63,283
1394,7700,77,150
1395,9623,71,670
1396,2640,28,676
1397,3660,8,672
1398,7353,100,424
1399,2747,24,305
1400,9896,88,375
1401,8637,64,335
1402,5839,76,902
1403,2409,66,248
1404,4265,51,930
1405,3508,44,758
1406,4185,42,945
1407,1932,34,621
1408,6277,26,994
1409,2631,71,830
1410,4037,30,846
1411,5097,65,451
1412,5357,55,213
1413,1480,52,245
1414,6689,73,598
1415,9832,37,229
1416,8018,96,92
1417,6416,78,506
1418,7623,92,390
1419,2166,10,817
1420,1320,17,594
1421,1579,11,73
1422,7195,89,855
1423,9314,51,22
1424,7704,93,747
1425,5019,86,81
1426,2075,49,697
1427,5086,0,115
1428,5518,31,561
1429,6264,32,196
1430,9262,41,11
1431,4735,10,178
1432,6243,55,828
1433,4112,20,815
1434,9960,79,183
1435,1664,100,452
1436,5755,1,561
1437,9299,2,66
1438,5893,67,724
1439,6923,92,437
1440,3474,14,277
1441,1017,73,313
1442,7981,70,108
1443,1809,63,810
1444,5867,95,249
1445,5831,63,139
1446,3168,65,191
1447,9091,32,490
1448,3961,94,176
1449,5039,22,585
1450,1106,66,727
1451,5465,20,659
1452,5162,74,455
1453,8895,99,179
1454,3416,7,815
1455,6563,15,909
1456,6793,14,604
1457,3733,64,583
1458,2499,22,846
1459,4405,49,283
1460,6435,50,163
1461,8616,52,187
1462,2437,19,265
1463,6487,73,641
1464,6636,93,213
1465,5049,39,836
1466,7154,38,855
1467,3357,83,912
1468,3603,16,898
1469,5203,23,967
1470,7169,63,638
1471,4292,59,449
1472,2124,38,113
1473,8569,45,559
1474,7011,55,479
1475,3685,98,777
1476,9445,36,61
1477,3350,81,175
1478,1868,61,718
1479,6214,0,905
1480,6939,97,411
1481,9441,36,106
1482,6248,16,78
1483,2478,59,800
1484,4590,75,882
1485,5882,44,385
1486,1664,81,322
1487,1017,81,324
1488,6626,17,682
1489,6207,99,804
1490,8589,58,974
1491,8189,3,478
1492,2984,70,640
1493,4116,60,483
1494,8236,20,215
