流id,流带宽,进入设备时间,发送流所需时间
480,1401,9,127
481,2051,11,851
482,6456,8,346
483,4761,9,549
484,1821,1,897
485,3408,65,608
486,4497,28,721
487,2752,7,502
488,9796,3,830
489,3945,3,737
490,2233,39,31
491,8020,41,460
492,5234,32,481
493,7931,87,654
494,5817,98,581
495,1141,99,702
496,4163,90,83
497,5440,87,801
498,2230,7,94
499,2290,52,713
500,7067,30,739
501,6230,31,432
502,8452,10,370
503,9996,58,328
504,1325,88,198
505,6787,85,11
506,4100,46,444
507,2120,11,347
508,4625,72,511
509,7326,65,702
510,7079,49,406
511,1524,79,974
512,7168,6,73
513,8264,74,8
514,5267,74,897
515,3110,31,973
516,7514,43,427
517,4188,17,964
518,5622,14,145
519,9073,44,685
520,9555,75,244
521,5876,19,911
522,5817,64,240
523,4824,45,998
524,1681,97,935
525,4830,64,362
526,4407,10,442
527,8895,25,408
528,3042,100,256
529,4990,5,682
530,5782,2,913
531,9183,82,618
532,6404,87,791
533,7260,36,518
534,8973,84,667
535,5634,11,162
536,1524,60,301
537,5529,55,743
538,3991,71,265
539,4031,75,465
540,7987,52,750
541,5309,56,70
542,6728,96,82
543,3975,8,614
544,9982,76,622
545,3964,41,610
546,4942,37,423
547,9648,6,182
548,3021,85,935
549,7770,89,792
550,4482,46,152
551,5162,82,353
552,2407,15,570
553,4699,13,464
554,6447,24,744
555,9352,3,871
556,4660,41,565
557,5576,0,93
558,3153,59,188
559,3000,44,508
560,5812,42,900
561,5094,98,372
562,5698,86,266
563,9966,74,721
564,3374,26,674
565,4208,8,391
566,9338,43,7
567,3333,32,988
568,5347,96,554
569,4895,17,427
570,8733,82,569
571,3238,56,554
572,7725,91,569
573,8064,63,745
574,2738,77,536
575,1237,11,828
576,3738,74,919
577,6367,98,625
578,1529,95,975
579,3578,38,807
580,6398,93,670
581,7754,66,181
582,2317,30,967
583,5461,38,848
584,5896,67,730
585,9536,63,52
586,3659,42,590
587,5428,19,199
588,6779,1,298
589,7962,47,749
590,1993,10,484
591,3273,94,961
592,4400,39,287
593,8977,65,631
594,5810,64,382
595,9359,53,580
596,7714,97,339
597,6330,9,509
598,3217,39,71
599,2093,78,422
600,3683,70,387
601,4167,11,431
602,5333,62,204
603,7470,45,582
604,2670,1,216
605,6887,18,149
606,2021,38,807
607,5071,57,695
608,2165,77,826
609,6544,85,302
610,2716,21,895
611,6137,28,802
612,8220,73,287
613,4587,41,258
614,3927,88,494
615,2529,14,594
616,4093,10,131
617,9825,12,220
618,2165,31,499
619,8077,10,333
620,6629,37,704
621,2556,73,436
622,1886,37,441
623,4417,5,273
624,4103,4,712
625,3863,55,267
626,8663,81,24
627,4051,11,380
628,3072,90,377
629,9193,46,599
630,4004,93,522
631,2802,45,928
632,3324,76,489
633,2783,56,937
634,1439,59,921
635,8118,30,749
636,3407,92,115
637,3154,57,605
638,6049,16,848
639,6051,38,145
640,2822,33,72
641,7265,80,80
642,3368,72,895
643,6767,65,117
644,5743,29,777
645,1191,7,584
646,9368,28,620
647,3046,44,25
648,9902,69,277
649,2774,100,631
650,9317,44,950
651,2362,65,786
652,9483,66,526
653,2237,77,297
654,5511,66,155
655,1184,0,26
656,3745,41,729
657,1600,76,281
658,7903,3,85
659,5769,59,537
660,6079,36,254
661,3679,100,358
662,1650,28,705
663,8933,63,977
664,7821,29,341
665,2881,40,555
666,4107,57,1
667,5846,30,879
668,3431,56,794
669,3248,72,6
670,5783,34,362
671,1715,94,648
672,1870,14,570
673,7528,43,216
674,7451,84,289
675,1643,4,865
676,2208,5,846
677,6636,50,757
678,4952,33,681
679,4044,66,187
680,1365,30,392
681,1217,75,70
682,2339,0,792
683,1316,73,230
684,8596,42,612
685,2967,37,677
686,3646,85,940
687,4287,96,581
688,6517,70,681
689,1267,84,488
690,2355,92,760
691,6673,3,626
692,4048,81,841
693,9442,26,753
694,8363,85,947
695,7846,69,123
696,9630,61,677
697,3523,32,244
698,8266,79,323
699,4823,31,260
700,7991,85,957
701,2403,47,682
702,4741,44,270
703,5111,58,221
704,3764,8,558
705,3958,2,852
706,2878,84,914
707,1981,90,86
708,4303,59,837
709,8699,69,812
710,7552,41,230
711,1212,0,370
712,6583,1,724
713,2680,72,136
714,5399,67,705
715,3474,92,33
716,6441,78,986
717,8248,0,423
718,3554,39,554
719,6485,26,378
720,5211,20,936
721,5338,34,360
722,5716,87,71
723,8196,80,384
724,8275,93,186
725,2219,57,184
726,3911,90,25
727,4251,77,692
728,6272,81,563
729,6469,71,316
730,5018,26,368
731,6952,77,107
732,2015,82,716
733,9161,71,232
734,1700,83,172
735,9245,98,728
736,8329,83,534
737,8107,22,486
738,7898,25,517
739,8430,94,748
740,9931,57,430
741,1308,66,354
742,5526,51,267
743,5054,58,244
744,4727,52,313
745,1621,44,621
746,6769,35,432
747,2572,8,491
748,3169,67,849
749,5361,5,119
750,7755,33,437
751,2426,94,401
752,6685,53,118
753,7443,76,418
754,6624,97,178
755,3040,96,780
756,9039,8,441
757,7057,10,628
758,5782,55,931
759,7982,37,629
760,6099,3,245
761,7873,88,204
762,6108,37,680
763,6105,14,797
764,3414,18,287
765,6843,90,760
766,8693,78,651
767,3943,75,504
768,4989,49,249
769,3990,81,270
770,9237,41,367
771,9677,29,515
772,5677,54,553
773,4630,34,657
774,3028,6,776
775,9960,28,954
776,9563,96,223
777,4190,32,365
778,5665,36,854
779,4154,54,828
780,1685,17,735
781,6434,95,854
782,7561,28,550
783,6647,17,177
784,7392,4,644
785,6447,39,141
786,2825,35,538
787,3576,0,404
788,3300,82,702
789,5782,10,724
790,2256,24,640
791,3758,36,349
792,4526,46,837
793,3349,25,995
794,7920,76,170
795,8658,15,634
796,6549,37,830
797,4312,96,339
798,2078,14,740
799,2149,71,39
800,9463,28,782
801,8553,35,938
802,5961,57,107
803,7611,68,442
804,4644,11,934
805,7147,28,32
806,2000,22,187
807,3212,63,491
808,6459,29,542
809,7699,40,401
810,4640,20,146
811,8965,30,963
812,2572,4,125
813,1602,56,218
814,1076,34,532
815,9267,57,548
816,3087,4,184
817,1374,11,825
818,6237,39,207
819,9513,28,312
820,9467,45,937
821,2528,82,920
822,3173,72,273
823,5884,65,886
824,1338,48,634
825,6675,9,594
826,6247,96,814
827,3260,79,386
828,5995,3,146
829,8282,86,544
830,8169,93,686
831,3925,89,291
832,2607,26,935
833,6130,26,580
834,5541,21,207
835,1158,35,50
836,8617,78,781
837,7417,44,991
838,6108,72,151
839,1673,23,393
840,3848,17,615
841,6390,11,808
842,1724,35,85
843,3252,63,977
844,6631,75,139
845,5851,49,6
846,2892,41,473
847,2294,30,432
848,5424,40,435
849,6175,29,119
850,7654,28,72
851,7461,13,722
852,3700,90,522
853,2512,10,864
854,2093,13,5
855,3551,94,46
856,3918,67,796
857,4089,89,791
858,5287,77,421
859,9758,92,212
860,8777,100,905
861,9239,2,919
862,2837,70,186
863,2225,95,69
864,3807,45,531
865,7522,74,708
866,8392,22,739
867,8216,31,787
868,8060,99,638
869,5777,43,854
870,1342,73,762
871,2864,32,274
872,8762,95,808
873,6198,59,322
874,7287,4,510
875,1231,70,646
876,5878,98,770
877,8939,55,279
878,7393,18,210
879,9857,22,758
880,7355,37,653
881,2196,40,558
882,3043,99,86
883,8067,61,544
884,4838,86,705
885,3726,15,941
886,5136,83,621
887,3303,28,719
888,9947,92,202
889,9688,95,500
890,6114,48,399
891,3273,68,738
892,9902,31,957
893,5217,47,49
894,1513,52,688
895,1584,48,493
896,9812,88,954
897,5689,11,880
898,3500,24,72
899,8417,66,261
900,1956,59,993
901,9411,72,374
902,4952,61,332
903,1119,92,759
904,3064,53,50
905,9986,76,32
906,4103,92,398
907,1927,61,138
908,1544,72,952
909,4939,86,375
910,9988,18,497
911,1435,23,302
912,6897,10,815
913,8779,75,566
914,3244,42,336
915,7484,90,620
916,4938,77,678
917,5242,30,574
918,7910,13,960
919,1340,67,567
920,9936,64,990
921,9335,82,984
922,5974,93,987
923,1660,35,978
924,7827,72,20
925,1094,68,948
926,9815,69,551
927,5195,13,227
928,6977,94,844
929,2054,9,314
930,2328,88,942
931,6127,10,776
932,8201,1,207
933,3511,38,575
934,2441,26,159
935,7432,52,88
936,3219,90,758
937,2779,79,145
938,7126,38,485
939,9259,38,852
940,7310,95,263
941,7003,39,293
942,7107,38,70
943,5628,45,616
944,3202,33,455
945,3661,87,151
946,9505,17,207
947,2830,76,948
948,2040,61,738
949,7908,94,387
950,6352,57,7
951,5447,100,335
952,4534,67,623
953,4520,75,164
954,2221,100,490
955,2511,92,413
956,4456,68,760
957,6758,61,443
958,9222,99,887
959,4065,21,943
960,7948,4,865
961,4667,5,113
962,7444,82,916
963,5988,60,563
964,5676,5,46
965,4580,98,447
966,7337,77,216
967,5147,87,973
968,6986,24,602
969,5065,55,989
970,1179,56,178
971,5491,27,582
972,1071,56,613
973,3059,62,841
974,5207,35,648
975,2156,7,563
976,3717,74,367
977,9738,56,442
978,1249,32,915
979,3732,22,225
980,4094,74,123
981,7883,76,741
982,1348,63,729
983,4759,8,542
984,2685,80,53
985,2657,35,775
986,8918,37,579
987,4386,81,915
988,4444,33,943
989,9411,94,787
990,9934,19,721
991,2626,51,696
992,8509,54,169
993,3038,77,966
994,2824,41,627
995,4607,10,783
996,9477,96,919
997,3203,19,256
998,6496,7,466
999,6495,18,509
1000,7494,92,352
1001,7956,84,245
1002,6493,15,413
1003,4784,55,814
1004,2708,50,396
1005,6578,61,796
1006,6001,69,864
1007,2860,64,320
1008,2259,77,366
1009,1138,42,454
1010,8774,74,811
1011,2779,91,74
1012,9575,65,178
1013,2408,78,35
1014,5651,42,80
1015,5068,56,790
1016,6164,83,25
1017,1627,48,209
1018,4232,100,759
1019,2886,39,587
1020,7591,49,747
1021,3099,53,278
1022,5175,27,829
1023,7894,30,319
1024,3741,80,4
1025,1608,67,912
1026,2084,7,74
1027,2097,31,524
1028,2147,45,643
1029,6509,9,1
1030,3958,88,546
1031,8292,15,802
1032,5470,62,959
1033,4563,14,16
1034,9942,44,728
1035,2872,91,965
1036,6013,94,107
1037,5113,44,437
1038,5759,23,334
1039,6699,89,607
1040,6707,1,827
1041,3612,88,556
1042,5248,100,7
1043,1837,97,49
1044,5633,53,424
1045,5267,19,637
1046,7430,63,921
1047,2519,94,221
1048,3116,92,537
1049,8470,68,443
1050,7509,16,598
1051,9346,82,159
1052,9987,26,523
1053,4880,57,179
1054,9729,29,434
1055,5006,66,652
1056,8556,99,338
1057,7513,2,415
1058,3480,63,90
1059,5305,59,34
1060,8215,75,672
1061,5400,72,883
1062,9859,41,83
1063,9242,72,34
1064,9939,54,470
1065,3624,6,686
1066,3573,18,488
1067,2926,89,379
1068,4297,44,650
1069,8529,11,244
1070,2475,18,425
1071,8754,20,456
1072,3006,46,80
1073,6377,90,3
1074,7549,12,289
1075,3737,29,628
1076,4101,27,19
1077,5020,7,116
1078,6715,52,870
1079,1607,69,292
1080,4748,27,614
1081,3386,45,108
1082,2196,10,263
1083,6534,19,589
1084,8629,99,958
1085,5888,11,723
1086,9868,38,745
1087,2217,57,151
1088,6233,29,931
1089,4281,33,987
1090,3980,66,802
1091,9815,76,25
1092,8121,86,640
1093,3396,88,908
1094,5823,54,683
1095,4170,30,934
1096,7293,31,423
1097,7569,72,63
1098,6538,51,664
1099,5151,31,328
1100,4016,44,336
1101,1464,78,274
1102,3467,100,649
1103,3455,76,211
1104,2003,53,548
1105,7810,51,867
1106,5662,42,430
1107,8351,92,988
1108,4098,44,765
1109,3539,69,79
1110,2028,95,223
1111,2949,61,3
1112,2869,43,304
1113,7807,24,420
1114,9685,15,754
1115,3795,4,462
1116,9736,45,222
1117,2268,71,948
1118,7656,8,113
1119,7135,39,47
1120,8885,97,800
1121,1903,79,565
1122,1352,83,475
1123,5716,3,136
1124,3055,46,282
1125,3259,57,519
1126,4034,54,866
1127,8483,9,6
1128,6987,53,377
1129,3527,90,76
1130,7165,65,54
1131,8189,14,11
1132,7915,89,351
1133,8870,47,246
1134,5545,61,504
1135,2588,65,991
1136,4843,14,375
1137,5749,76,644
1138,6979,9,881
1139,4984,54,465
1140,3121,43,637
1141,6311,45,638
1142,5144,77,27
1143,5815,1,666
1144,6582,99,448
1145,1556,63,483
1146,3240,13,672
1147,8904,20,594
1148,1738,95,818
1149,5315,48,329
1150,9413,25,179
1151,4793,81,886
1152,6687,57,751
1153,4765,96,436
1154,6845,80,437
1155,2062,65,401
1156,6660,54,509
1157,8827,8,961
1158,3628,42,137
1159,6013,37,137
1160,8077,20,916
1161,5786,50,236
1162,2190,92,522
1163,4487,92,557
1164,8114,17,54
1165,6013,41,384
1166,3308,64,467
1167,1129,74,766
1168,2966,55,264
1169,1426,60,183
1170,3532,5,383
1171,1211,92,323
1172,3953,64,714
1173,3298,82,874
1174,4399,14,243
1175,6295,98,136
1176,8128,98,908
1177,9618,12,754
1178,6301,25,681
1179,2909,60,193
1180,6051,33,194
1181,8263,58,607
1182,1252,74,495
1183,1502,58,754
1184,9648,75,850
1185,7713,20,472
1186,4809,70,847
1187,1720,84,314
1188,2558,17,875
1189,7021,3,916
1190,6606,23,216
1191,1177,17,921
1192,2453,87,416
1193,7561,96,944
1194,3221,83,301
1195,8694,87,790
1196,2020,62,445
1197,8467,57,953
1198,1380,5,701
1199,9564,97,278
1200,3715,17,409
1201,2003,26,915
1202,4762,67,747
1203,2344,3,753
1204,4523,86,22
1205,3538,28,834
1206,4616,99,583
1207,2364,96,582
1208,4810,83,38
1209,8209,77,576
1210,3180,82,45
1211,9595,65,930
1212,3236,60,134
1213,1494,6,496
1214,6307,88,364
1215,4767,70,820
1216,5143,91,719
1217,2524,46,970
1218,6005,59,698
1219,9215,23,300
1220,2286,59,339
1221,4537,64,567
1222,5150,57,270
1223,6741,91,332
1224,1832,50,509
1225,1534,79,719
1226,9042,73,455
1227,2960,37,462
1228,5954,15,932
1229,3354,22,647
1230,2872,66,347
1231,9343,50,816
1232,4731,66,330
1233,1870,7,696
1234,7283,44,915
1235,2432,90,413
1236,2278,100,224
1237,4920,80,838
1238,5181,4,206
1239,2887,88,485
1240,4766,55,980
1241,3937,29,646
1242,4598,76,626
1243,8713,57,870
1244,2909,13,134
1245,1633,16,979
1246,6971,24,234
1247,6674,4,796
1248,6845,3,472
1249,2365,17,41
1250,8370,79,581
1251,2349,92,943
1252,2131,95,501
1253,3383,15,138
1254,6541,65,452
1255,1364,89,355
1256,1769,89,851
1257,5007,79,433
1258,6309,31,343
1259,3175,39,717
1260,6219,34,796
1261,9104,54,973
1262,2226,27,1000
1263,5730,97,748
1264,2253,26,497
1265,2044,32,431
1266,2049,49,127
1267,4793,80,349
1268,4579,64,88
1269,1339,78,478
1270,3965,97,952
1271,1311,59,635
1272,8961,92,440
1273,9338,54,10
1274,5913,55,819
1275,4055,28,773
1276,9829,87,563
1277,5152,56,776
1278,1429,77,611
1279,7665,2,402
1280,2561,64,243
1281,4406,90,453
1282,9943,27,689
1283,7425,81,522
1284,7598,85,601
1285,7343,73,518
1286,4316,23,593
1287,1587,95,54
1288,2182,95,122
1289,4517,10,846
1290,8087,10,229
1291,1731,12,931
1292,1568,5,723
1293,6693,58,96
1294,1369,16,466
1295,3339,95,985
1296,9122,57,711
1297,6237,97,215
1298,8954,4,224
1299,4718,58,306
1300,3538,10,326
1301,9005,21,11
1302,5632,66,182
1303,5204,17,600
1304,4733,78,72
1305,6179,28,607
1306,1894,16,686
1307,6846,62,327
1308,1972,0,195
1309,1299,39,576
1310,4351,21,604
1311,6835,37,741
1312,3165,55,962
1313,9901,42,559
1314,4939,8,509
1315,3483,68,15
1316,7102,29,55
1317,5816,22,634
1318,2729,70,278
1319,2772,11,37
1320,2287,100,794
1321,4760,59,71
1322,5614,96,139
1323,3523,24,871
1324,5737,83,810
1325,8411,57,226
1326,9021,77,769
1327,7980,79,752
1328,1473,79,28
1329,6089,77,192
1330,2304,13,646
1331,7460,23,956
1332,1178,37,58
1333,3436,17,500
1334,6870,52,168
1335,2791,76,262
1336,2482,100,862
1337,7317,56,490
1338,4718,93,283
1339,4117,21,684
1340,2532,86,679
1341,1633,85,338
1342,9507,80,616
1343,2633,61,926
1344,9822,62,580
1345,4108,50,598
1346,8216,5,898
1347,3300,17,20
1348,9812,82,919
1349,2212,86,686
1350,3134,42,235
1351,7934,48,991
1352,8901,33,828
1353,4823,90,339
1354,2467,100,231
1355,2879,82,2
1356,6373,90,561
1357,7089,34,74
1358,5391,67,614
1359,1741,77,818
1360,4811,45,528
1361,4936,18,931
1362,4738,84,896
1363,6317,89,130
1364,8043,82,508
1365,9465,71,746
1366,5391,93,397
1367,6110,26,579
1368,8671,23,817
1369,3145,7,837
1370,5431,29,107
1371,5100,41,620
1372,1450,59,840
1373,9796,70,758
1374,9848,31,724
1375,1858,21,381
1376,6838,8,537
1377,5209,87,930
1378,1268,71,8
1379,8387,47,370
1380,1343,38,353
1381,1017,42,539
1382,2138,96,479
1383,1442,93,845
1384,3672,8,974
1385,2564,35,2
1386,6703,81,497
1387,2703,33,716
1388,8644,64,353
1389,8870,49,320
1390,7013,87,225
1391,3900,20,261
1392,4703,1,316
1393,6273,50,583
1394,7375,80,311
1395,1320,94,126
1396,2823,70,308
1397,5468,23,748
1398,8932,100,110
1399,2091,9,289
1400,7133,17,665
1401,6140,93,175
1402,3491,33,646
1403,4531,44,606
1404,7585,48,372
1405,4202,61,733
1406,4421,60,459
1407,4198,68,74
1408,1581,76,832
1409,2013,31,268
1410,6769,50,894
1411,5760,5,289
1412,9296,36,461
1413,8496,63,864
1414,7068,40,170
1415,8783,69,144
1416,2847,39,777
1417,3157,10,533
1418,5945,11,762
1419,1100,45,333
1420,9631,80,968
1421,2979,76,149
1422,5144,57,969
1423,6787,54,705
1424,5855,98,750
1425,7294,33,420
1426,1441,72,362
1427,5702,66,398
1428,5492,77,35
1429,4365,43,778
1430,2483,85,458
1431,6550,45,438
1432,1532,99,230
1433,1249,31,384
1434,3528,66,755
1435,3883,93,579
1436,3007,4,917
1437,1044,85,965
1438,2996,61,99
1439,2926,74,53
1440,5787,25,259
1441,3327,19,443
1442,5030,65,140
1443,3940,25,1000
1444,4951,7,523
1445,8224,90,301
1446,4350,34,757
1447,6565,6,973
1448,6507,0,38
1449,7315,69,755
1450,7760,68,145
1451,6141,64,100
1452,9166,69,368
1453,1648,94,944
1454,3600,9,735
1455,7153,81,88
1456,3960,75,752
1457,2117,91,603
1458,2031,50,282
1459,5965,16,99
1460,4170,80,367
1461,2156,33,612
1462,4829,65,578
1463,1886,45,154
1464,9595,76,56
1465,8879,39,769
1466,7048,94,659
1467,2363,51,867
1468,6004,40,217
1469,4666,72,129
1470,9900,91,604
1471,4736,48,142
1472,6718,33,561
1473,9817,25,175
1474,3467,36,932
1475,3414,83,49
1476,4803,98,620
1477,8627,56,458
1478,9127,63,296
1479,3516,55,967
1480,1795,91,579
1481,7606,75,612
1482,4358,40,671
1483,8170,24,195
1484,4760,33,615
1485,9188,83,898
1486,7222,65,322
1487,4335,84,425
1488,4156,20,496
1489,6254,78,874
1490,4953,91,439
1491,1120,70,773
1492,7730,35,625
1493,5616,45,763
1494,3011,24,822
